"","subject_nr","target","response_time","famsize","LogBf"
"12620",153,"destroyer",706,"S",7.55
"12621",153,"laughing",558,"L",8.34
"12622",153,"attacker",589,"S",8.13
"12623",153,"effortless",632,"S",7.81
"12624",153,"costly",521,"S",8.35
"12625",153,"dancer",588,"L",7.6
"12626",153,"strangeness",993,"S",7.98
"12627",153,"awareness",993,"S",7.78
"12628",153,"listener",577,"S",8.03
"12629",153,"allowance",988,"S",8.52
"12630",153,"neatly",640,"S",6.83
"12631",153,"planner",617,"S",8.61
"12632",153,"wrongly",597,"L",8.17
"12633",153,"dietary",993,"S",7.07
"12634",153,"swimmer",613,"L",7.04
"12635",153,"jailer",850,"S",6.52
"12636",153,"seeker",635,"S",7.68
"12637",153,"bomber",565,"L",7.1
"12638",153,"buyer",563,"S",8.39
"12639",153,"faithful",607,"L",7.19
"12640",153,"guarding",576,"L",7.62
"12641",153,"collector",510,"L",8.08
"12642",153,"grimly",990,"S",6.31
"12643",153,"mossy",785,"S",5
"12644",153,"shameful",558,"L",6.9
"12645",153,"tossing",536,"S",6.01
"12646",153,"sailor",544,"L",6.61
"12647",153,"peaking",553,"S",6.3
"12648",153,"tutoring",481,"S",6.212606096
"12649",153,"stylish",704,"L",7.66
"12650",153,"lender",550,"S",6.22
"12651",153,"boldness",991,"S",5.94
"12652",154,"doubtful",827,"L",8.33
"12653",154,"harmless",693,"S",7
"12654",154,"chilly",796,"S",6.19
"12655",154,"creamy",794,"L",6.67
"12656",154,"kicking",684,"L",6.92
"12657",154,"striker",554,"L",8.14
"12658",154,"thruster",647,"S",6.37
"12659",154,"locally",523,"S",8.41
"12660",154,"cleaner",572,"L",7.96
"12661",154,"bomber",671,"L",7.1
"12662",154,"heater",628,"L",7.97
"12663",154,"locker",601,"L",7.41
"12664",154,"bearded",563,"S",6.36
"12665",154,"bootless",507,"L",6.85
"12666",154,"blindness",641,"L",6.93
"12667",154,"shameful",572,"L",6.9
"12668",154,"jumping",515,"L",7.24
"12669",154,"barker",548,"L",5.96
"12670",154,"parking",662,"L",7.57
"12671",154,"speller",624,"L",6.66
"12672",154,"composer",629,"L",7.08
"12673",154,"amusement",717,"S",6.75
"12674",154,"cooling",664,"L",7.27
"12675",154,"feeder",740,"L",7.94
"12676",154,"shapely",720,"L",7.55
"12677",154,"quietly",609,"L",7.9
"12678",154,"tutoring",805,"S",6.212606096
"12679",154,"densely",990,"S",6.48
"12680",154,"dampish",990,"L",6.43
"12681",154,"risky",688,"S",7.51
"12682",154,"planner",579,"S",8.61
"12683",154,"listener",571,"S",8.03
"12684",154,"awareness",765,"S",7.78
"12685",154,"angelic",769,"S",6.34
"12686",154,"richness",605,"S",7.96
"12687",154,"pusher",582,"L",7.83
"12688",154,"puncher",992,"L",5.78
"12689",154,"noticeable",589,"S",8.14
"12690",154,"sailor",803,"L",6.61
"12691",154,"strangeness",526,"S",7.98
"12692",154,"madness",716,"L",7.17
"12693",154,"singer",502,"S",7.69
"12694",154,"neatly",790,"S",6.83
"12695",154,"toaster",606,"S",5.83
"12696",154,"dancer",474,"L",7.6
"12697",154,"dryness",463999,"L",7.77
"12698",154,"magical",757,"S",6.92
"12699",154,"excitement",674,"L",7.56
"12700",154,"grimly",733,"S",6.31
"12701",154,"verbal",811,"L",6.05
"12702",154,"guarding",582,"L",7.62
"12703",154,"dullness",905,"S",6.56
"12704",154,"destroyer",795,"S",7.55
"12705",154,"faithful",630,"L",7.19
"12706",154,"detectable",745,"S",6.89
"12707",154,"bossy",719,"S",6.31
"12708",154,"enjoyment",682,"S",7.93
"12709",154,"flexible",759,"L",6.5
"12710",154,"laughing",729,"L",8.34
"12711",154,"knocker",789,"L",7.01
"12712",154,"cloudless",949,"L",7.07
"12713",154,"buyer",712,"S",8.39
"12714",154,"teacher",666,"S",8.64
"12715",154,"campaigner",990,"S",7.6
"12716",154,"conductor",736,"L",6.99
"12717",154,"dreamer",857,"L",7.75
"12718",154,"weedy",900,"L",6.59
"12719",154,"stylish",673,"L",7.66
"12720",154,"peaking",571,"S",6.3
"12721",154,"seeker",727,"S",7.68
"12722",154,"painter",641,"L",8.21
"12723",154,"swimmer",645,"L",7.04
"12724",154,"hugely",842,"S",7.56
"12725",154,"deafness",692,"L",5.67
"12726",154,"dietary",849,"S",7.07
"12727",154,"design",569,"S",8.1
"12728",154,"raider",696,"S",6.22
"12729",154,"guilty",617,"S",7.36
"12730",154,"wrongly",735,"L",8.17
"12731",154,"boldness",775,"S",5.94
"12732",154,"costly",636,"S",8.35
"12733",154,"effortless",752,"S",7.81
"12734",154,"allowance",612,"S",8.52
"12735",154,"widowed",913,"S",6.21
"12736",154,"insistent",549,"S",7.4
"12737",154,"amazement",528,"S",6.78
"12738",154,"renter",711,"L",7.43
"12739",154,"attacker",589,"S",8.13
"12740",154,"collector",927,"L",8.08
"12741",154,"lender",566,"S",6.22
"12742",154,"professor",505,"L",8.18
"12743",154,"hunter",620,"L",7.47
"12744",154,"guileless",806,"L",4.11
"12745",154,"jailer",683,"S",6.52
"12746",154,"avoidable",553,"S",7.68
"12747",154,"editor",658,"L",7.17
"12748",154,"mildness",606,"S",6.52
"12749",154,"boneless",695,"L",7.31
"12750",154,"tossing",694,"S",6.01
"12751",154,"mossy",831,"S",5
"12752",155,"destroyer",812,"S",7.55
"12753",155,"attacker",698,"S",8.13
"12754",155,"grimly",725,"S",6.31
"12755",155,"dryness",725,"L",7.77
"12756",155,"collector",561,"L",8.08
"12757",155,"puncher",466,"L",5.78
"12758",155,"awareness",567,"S",7.78
"12759",155,"swimmer",716,"L",7.04
"12760",155,"detectable",995,"S",6.89
"12761",155,"neatly",645,"S",6.83
"12762",155,"professor",574,"L",8.18
"12763",155,"campaigner",677,"S",7.6
"12764",155,"bootless",614,"L",6.85
"12765",155,"teacher",632,"S",8.64
"12766",155,"wrongly",703,"L",8.17
"12767",155,"toaster",806,"S",5.83
"12768",155,"peaking",631,"S",6.3
"12769",155,"harmless",635,"S",7
"12770",155,"stylish",991,"L",7.66
"12771",155,"allowance",509,"S",8.52
"12772",155,"feeder",519,"L",7.94
"12773",155,"guarding",504,"L",7.62
"12774",155,"mildness",991,"S",6.52
"12775",155,"guilty",525,"S",7.36
"12776",155,"doubtful",989,"L",8.33
"12777",155,"magical",749,"S",6.92
"12778",155,"enjoyment",13511,"S",7.93
"12779",155,"madness",553,"L",7.17
"12780",155,"guileless",686,"L",4.11
"12781",155,"seeker",733,"S",7.68
"12782",155,"planner",811,"S",8.61
"12783",155,"sailor",517,"L",6.61
"12784",155,"kicking",550,"L",6.92
"12785",155,"pusher",508,"L",7.83
"12786",155,"cloudless",537,"L",7.07
"12787",155,"jailer",573,"S",6.52
"12788",155,"design",544,"S",8.1
"12789",155,"avoidable",829,"S",7.68
"12790",155,"tutoring",578,"S",6.212606096
"12791",155,"richness",993,"S",7.96
"12792",155,"shapely",618,"L",7.55
"12793",155,"bossy",800,"S",6.31
"12794",155,"widowed",814,"S",6.21
"12795",155,"dreamer",976,"L",7.75
"12796",155,"raider",842,"S",6.22
"12797",155,"densely",834,"S",6.48
"12798",155,"weedy",702,"L",6.59
"12799",155,"shameful",595,"L",6.9
"12800",155,"listener",801,"S",8.03
"12801",155,"verbal",594,"L",6.05
"12802",155,"heater",593,"L",7.97
"12803",155,"faithful",684,"L",7.19
"12804",155,"angelic",562,"S",6.34
"12805",155,"editor",595,"L",7.17
"12806",155,"singer",539,"S",7.69
"12807",155,"bomber",635,"L",7.1
"12808",155,"creamy",512,"L",6.67
"12809",155,"deafness",675,"L",5.67
"12810",155,"quietly",768,"L",7.9
"12811",155,"amusement",746,"S",6.75
"12812",155,"costly",483,"S",8.35
"12813",155,"blindness",471,"L",6.93
"12814",155,"parking",786,"L",7.57
"12815",155,"barker",599,"L",5.96
"12816",155,"buyer",638,"S",8.39
"12817",155,"excitement",663,"L",7.56
"12818",155,"hunter",522,"L",7.47
"12819",155,"dancer",556,"L",7.6
"12820",155,"boldness",598,"S",5.94
"12821",155,"tossing",610,"S",6.01
"12822",155,"locker",544,"L",7.41
"12823",155,"strangeness",772,"S",7.98
"12824",155,"boneless",801,"L",7.31
"12825",155,"lender",832,"S",6.22
"12826",155,"noticeable",847,"S",8.14
"12827",155,"jumping",579,"L",7.24
"12828",155,"flexible",559,"L",6.5
"12829",155,"hugely",622,"S",7.56
"12830",155,"insistent",483,"S",7.4
"12831",155,"composer",711,"L",7.08
"12832",155,"locally",644,"S",8.41
"12833",155,"dietary",456,"S",7.07
"12834",155,"renter",758,"L",7.43
"12835",155,"dampish",992,"L",6.43
"12836",155,"mossy",564,"S",5
"12837",155,"painter",668,"L",8.21
"12838",155,"cooling",989,"L",7.27
"12839",155,"knocker",915,"L",7.01
"12840",155,"thruster",894,"S",6.37
"12841",155,"amazement",626,"S",6.78
"12842",155,"cleaner",802,"L",7.96
"12843",155,"chilly",761,"S",6.19
"12844",155,"conductor",679,"L",6.99
"12845",155,"dullness",609,"S",6.56
"12846",155,"effortless",688,"S",7.81
"12847",155,"bearded",611,"S",6.36
"12848",155,"striker",767,"L",8.14
"12849",155,"speller",689,"L",6.66
"12850",155,"risky",520,"S",7.51
"12851",155,"laughing",555,"L",8.34
"12852",156,"neatly",653,"S",6.83
"12853",156,"verbal",578,"L",6.05
"12854",156,"faithful",658,"L",7.19
"12855",156,"amusement",685,"S",6.75
"12856",156,"shameful",608,"L",6.9
"12857",156,"pusher",910,"L",7.83
"12858",156,"puncher",740,"L",5.78
"12859",156,"raider",995,"S",6.22
"12860",156,"hunter",687,"L",7.47
"12861",156,"swimmer",800,"L",7.04
"12862",156,"noticeable",639,"S",8.14
"12863",156,"doubtful",513,"L",8.33
"12864",156,"cleaner",575,"L",7.96
"12865",156,"widowed",627,"S",6.21
"12866",156,"hugely",991,"S",7.56
"12867",156,"cooling",994,"L",7.27
"12868",156,"wrongly",990,"L",8.17
"12869",156,"cloudless",582,"L",7.07
"12870",156,"guileless",994,"L",4.11
"12871",156,"laughing",989,"L",8.34
"12872",156,"dreamer",532,"L",7.75
"12873",156,"dryness",638,"L",7.77
"12874",156,"design",415,"S",8.1
"12875",156,"locker",530,"L",7.41
"12876",156,"allowance",646,"S",8.52
"12877",156,"planner",844,"S",8.61
"12878",156,"singer",658,"S",7.69
"12879",156,"quietly",585,"L",7.9
"12880",156,"grimly",995,"S",6.31
"12881",156,"effortless",611,"S",7.81
"12882",156,"insistent",996,"S",7.4
"12883",156,"guilty",612,"S",7.36
"12884",156,"kicking",923,"L",6.92
"12885",156,"lender",921,"S",6.22
"12886",156,"mossy",574,"S",5
"12887",156,"conductor",539,"L",6.99
"12888",156,"awareness",569,"S",7.78
"12889",156,"editor",548,"L",7.17
"12890",156,"thruster",939,"S",6.37
"12891",156,"amazement",800,"S",6.78
"12892",156,"tutoring",798,"S",6.212606096
"12893",156,"boldness",644,"S",5.94
"12894",156,"flexible",483,"L",6.5
"12895",156,"locally",518,"S",8.41
"12896",156,"buyer",628,"S",8.39
"12897",156,"destroyer",828,"S",7.55
"12898",156,"teacher",988,"S",8.64
"12899",156,"campaigner",895,"S",7.6
"12900",156,"listener",489,"S",8.03
"12901",156,"toaster",506,"S",5.83
"12902",156,"guarding",679,"L",7.62
"12903",156,"painter",620,"L",8.21
"12904",156,"parking",506,"L",7.57
"12905",156,"detectable",992,"S",6.89
"12906",156,"strangeness",834,"S",7.98
"12907",156,"speller",994,"L",6.66
"12908",156,"creamy",676,"L",6.67
"12909",156,"dullness",729,"S",6.56
"12910",156,"risky",792,"S",7.51
"12911",156,"weedy",994,"L",6.59
"12912",156,"feeder",994,"L",7.94
"12913",156,"renter",971,"L",7.43
"12914",156,"madness",989,"L",7.17
"12915",156,"barker",919,"L",5.96
"12916",156,"richness",618,"S",7.96
"12917",156,"seeker",610,"S",7.68
"12918",156,"collector",994,"L",8.08
"12919",156,"bootless",682,"L",6.85
"12920",156,"costly",600,"S",8.35
"12921",156,"heater",632,"L",7.97
"12922",156,"bomber",575,"L",7.1
"12923",156,"peaking",508,"S",6.3
"12924",156,"tossing",728,"S",6.01
"12925",156,"stylish",479,"L",7.66
"12926",156,"composer",927,"L",7.08
"12927",156,"attacker",585,"S",8.13
"12928",156,"bossy",583,"S",6.31
"12929",156,"excitement",509,"L",7.56
"12930",156,"angelic",823,"S",6.34
"12931",156,"deafness",744,"L",5.67
"12932",156,"chilly",649,"S",6.19
"12933",156,"striker",559,"L",8.14
"12934",156,"blindness",654,"L",6.93
"12935",156,"dampish",989,"L",6.43
"12936",156,"boneless",994,"L",7.31
"12937",156,"shapely",878,"L",7.55
"12938",156,"jumping",990,"L",7.24
"12939",156,"jailer",993,"S",6.52
"12940",156,"professor",860,"L",8.18
"12941",156,"densely",861,"S",6.48
"12942",156,"avoidable",894,"S",7.68
"12943",156,"bearded",555,"S",6.36
"12944",156,"enjoyment",642,"S",7.93
"12945",156,"magical",484,"S",6.92
"12946",156,"harmless",514,"S",7
"12947",156,"knocker",670,"L",7.01
"12948",156,"mildness",627,"S",6.52
"12949",156,"dancer",547,"L",7.6
"12950",156,"sailor",571,"L",6.61
"12951",156,"dietary",724,"S",7.07
"12952",157,"buyer",916,"S",8.39
"12953",157,"guileless",338,"L",4.11
"12954",157,"effortless",477,"S",7.81
"12955",157,"laughing",355,"L",8.34
"12956",157,"densely",356,"S",6.48
"12957",157,"dreamer",370,"L",7.75
"12958",157,"deafness",318,"L",5.67
"12959",157,"dancer",352,"L",7.6
"12960",157,"professor",342,"L",8.18
"12961",157,"campaigner",420,"S",7.6
"12962",157,"wrongly",368,"L",8.17
"12963",157,"design",329,"S",8.1
"12964",157,"detectable",384,"S",6.89
"12965",157,"guarding",352,"L",7.62
"12966",157,"faithful",326,"L",7.19
"12967",157,"swimmer",304,"L",7.04
"12968",157,"excitement",298,"L",7.56
"12969",157,"allowance",329,"S",8.52
"12970",157,"mossy",337,"S",5
"12971",157,"richness",363,"S",7.96
"12972",157,"jailer",367,"S",6.52
"12973",157,"puncher",380,"L",5.78
"12974",157,"listener",316,"S",8.03
"12975",157,"barker",348,"L",5.96
"12976",157,"renter",12230,"L",7.43
"12977",157,"bomber",432,"L",7.1
"12978",157,"strangeness",305,"S",7.98
"12979",157,"risky",318,"S",7.51
"12980",157,"singer",308,"S",7.69
"12981",157,"shapely",293,"L",7.55
"12982",157,"tossing",319,"S",6.01
"12983",157,"toaster",348,"S",5.83
"12984",157,"shameful",404,"L",6.9
"12985",157,"heater",383,"L",7.97
"12986",157,"grimly",424,"S",6.31
"12987",157,"creamy",322,"L",6.67
"12988",157,"striker",313,"L",8.14
"12989",157,"lender",394,"S",6.22
"12990",157,"pusher",362,"L",7.83
"12991",157,"teacher",360,"S",8.64
"12992",157,"bearded",407,"S",6.36
"12993",157,"dryness",360,"L",7.77
"12994",157,"hunter",355,"L",7.47
"12995",157,"mildness",320,"S",6.52
"12996",157,"cleaner",350,"L",7.96
"12997",157,"insistent",347,"S",7.4
"12998",157,"dullness",319,"S",6.56
"12999",157,"jumping",358,"L",7.24
"13000",157,"planner",404,"S",8.61
"13001",157,"editor",435,"L",7.17
"13002",157,"dampish",456,"L",6.43
"13003",157,"bossy",406,"S",6.31
"13004",157,"dietary",330,"S",7.07
"13005",157,"speller",347,"L",6.66
"13006",157,"verbal",332,"L",6.05
"13007",157,"guilty",378,"S",7.36
"13008",157,"weedy",357,"L",6.59
"13009",157,"chilly",348,"S",6.19
"13010",157,"awareness",337,"S",7.78
"13011",157,"magical",361,"S",6.92
"13012",157,"locally",363,"S",8.41
"13013",157,"collector",402,"L",8.08
"13014",157,"neatly",476,"S",6.83
"13015",157,"noticeable",322,"S",8.14
"13016",157,"kicking",357,"L",6.92
"13017",157,"doubtful",369,"L",8.33
"13018",157,"raider",418,"S",6.22
"13019",157,"composer",378,"L",7.08
"13020",157,"quietly",392,"L",7.9
"13021",157,"cooling",373,"L",7.27
"13022",157,"seeker",474,"S",7.68
"13023",157,"conductor",497,"L",6.99
"13024",157,"sailor",461,"L",6.61
"13025",157,"harmless",375,"S",7
"13026",157,"boldness",399,"S",5.94
"13027",157,"widowed",473,"S",6.21
"13028",157,"boneless",481,"L",7.31
"13029",157,"madness",370,"L",7.17
"13030",157,"knocker",393,"L",7.01
"13031",157,"amusement",451,"S",6.75
"13032",157,"peaking",393,"S",6.3
"13033",157,"painter",349,"L",8.21
"13034",157,"attacker",342,"S",8.13
"13035",157,"stylish",451,"L",7.66
"13036",157,"costly",489,"S",8.35
"13037",157,"cloudless",476,"L",7.07
"13038",157,"parking",513,"L",7.57
"13039",157,"blindness",467,"L",6.93
"13040",157,"tutoring",362,"S",6.212606096
"13041",157,"hugely",397,"S",7.56
"13042",157,"flexible",407,"L",6.5
"13043",157,"avoidable",443,"S",7.68
"13044",157,"destroyer",417,"S",7.55
"13045",157,"angelic",492,"S",6.34
"13046",157,"enjoyment",458,"S",7.93
"13047",157,"locker",448,"L",7.41
"13048",157,"amazement",422,"S",6.78
"13049",157,"thruster",576,"S",6.37
"13050",157,"feeder",524,"L",7.94
"13051",157,"bootless",679,"L",6.85
"13052",0,"richness",996,"S",7.96
"13053",0,"shapely",818,"L",7.55
"13054",0,"chilly",653,"S",6.19
"13055",0,"amazement",732,"S",6.78
"13056",0,"mildness",784,"S",6.52
"13057",0,"doubtful",701,"L",8.33
"13058",0,"dryness",994,"L",7.77
"13059",0,"locker",596,"L",7.41
"13060",0,"creamy",681,"L",6.67
"13061",0,"dreamer",689,"L",7.75
"13062",0,"bossy",592,"S",6.31
"13063",0,"tossing",993,"S",6.01
"13064",0,"dampish",989,"L",6.43
"13065",0,"shameful",678,"L",6.9
"13066",0,"jumping",645,"L",7.24
"13067",0,"lender",992,"S",6.22
"13068",0,"magical",645,"S",6.92
"13069",0,"costly",786,"S",8.35
"13070",0,"strangeness",994,"S",7.98
"13071",0,"knocker",603,"L",7.01
"13072",0,"painter",775,"L",8.21
"13073",0,"listener",650,"S",8.03
"13074",0,"mossy",990,"S",5
"13075",0,"risky",550,"S",7.51
"13076",0,"guarding",815,"L",7.62
"13077",0,"tutoring",790,"S",6.212606096
"13078",0,"bootless",993,"L",6.85
"13079",0,"destroyer",904,"S",7.55
"13080",0,"composer",810,"L",7.08
"13081",0,"hugely",661,"S",7.56
"13082",0,"boneless",611,"L",7.31
"13083",0,"awareness",781,"S",7.78
"13084",0,"hunter",620,"L",7.47
"13085",0,"avoidable",996,"S",7.68
"13086",0,"effortless",722,"S",7.81
"13087",0,"allowance",702,"S",8.52
"13088",0,"amusement",992,"S",6.75
"13089",0,"renter",986,"L",7.43
"13090",0,"quietly",609,"L",7.9
"13091",0,"singer",780,"S",7.69
"13092",0,"sailor",740,"L",6.61
"13093",0,"cooling",617,"L",7.27
"13094",0,"dullness",757,"S",6.56
"13095",0,"speller",992,"L",6.66
"13096",0,"collector",995,"L",8.08
"13097",0,"design",738,"S",8.1
"13098",0,"angelic",898,"S",6.34
"13099",0,"striker",992,"L",8.14
"13100",0,"blindness",1479,"L",6.93
"13101",0,"peaking",843,"S",6.3
"13102",0,"boldness",671,"S",5.94
"13103",0,"dancer",499,"L",7.6
"13104",0,"conductor",596,"L",6.99
"13105",0,"teacher",533,"S",8.64
"13106",0,"stylish",993,"L",7.66
"13107",0,"attacker",619,"S",8.13
"13108",0,"noticeable",994,"S",8.14
"13109",0,"deafness",465,"L",5.67
"13110",0,"planner",537,"S",8.61
"13111",0,"detectable",837,"S",6.89
"13112",0,"bearded",771,"S",6.36
"13113",0,"laughing",530,"L",8.34
"13114",0,"editor",577,"L",7.17
"13115",0,"heater",864,"L",7.97
"13116",0,"weedy",700,"L",6.59
"13117",0,"harmless",799,"S",7
"13118",0,"professor",578,"L",8.18
"13119",0,"wrongly",747,"L",8.17
"13120",0,"feeder",785,"L",7.94
"13121",0,"thruster",990,"S",6.37
"13122",0,"widowed",990,"S",6.21
"13123",0,"bomber",993,"L",7.1
"13124",0,"jailer",995,"S",6.52
"13125",0,"locally",546,"S",8.41
"13126",0,"guileless",991,"L",4.11
"13127",0,"verbal",932,"L",6.05
"13128",0,"swimmer",1072,"L",7.04
"13129",0,"flexible",750,"L",6.5
"13130",0,"madness",659,"L",7.17
"13131",0,"toaster",631,"S",5.83
"13132",0,"campaigner",993,"S",7.6
"13133",0,"barker",990,"L",5.96
"13134",0,"grimly",778,"S",6.31
"13135",0,"puncher",990,"L",5.78
"13136",0,"parking",696,"L",7.57
"13137",0,"insistent",992,"S",7.4
"13138",0,"dietary",960,"S",7.07
"13139",0,"neatly",714,"S",6.83
"13140",0,"guilty",695,"S",7.36
"13141",0,"raider",762,"S",6.22
"13142",0,"seeker",764,"S",7.68
"13143",0,"cleaner",685,"L",7.96
"13144",0,"faithful",972,"L",7.19
"13145",0,"pusher",529,"L",7.83
"13146",0,"excitement",715,"L",7.56
"13147",0,"kicking",678,"L",6.92
"13148",0,"cloudless",841,"L",7.07
"13149",0,"buyer",763,"S",8.39
"13150",0,"densely",995,"S",6.48
"13151",0,"enjoyment",604,"S",7.93
"13152",159,"barker",553,"L",5.96
"13153",159,"heater",377,"L",7.97
"13154",159,"lender",426,"S",6.22
"13155",159,"bomber",420,"L",7.1
"13156",159,"laughing",529,"L",8.34
"13157",159,"insistent",538,"S",7.4
"13158",159,"flexible",629,"L",6.5
"13159",159,"costly",631,"S",8.35
"13160",159,"cooling",623,"L",7.27
"13161",159,"deafness",649,"L",5.67
"13162",159,"dreamer",519,"L",7.75
"13163",159,"boneless",507,"L",7.31
"13164",159,"weedy",880,"L",6.59
"13165",159,"locker",570,"L",7.41
"13166",159,"amusement",559,"S",6.75
"13167",159,"destroyer",563,"S",7.55
"13168",159,"risky",518,"S",7.51
"13169",159,"neatly",668,"S",6.83
"13170",159,"feeder",521,"L",7.94
"13171",159,"magical",586,"S",6.92
"13172",159,"quietly",570,"L",7.9
"13173",159,"cleaner",460,"L",7.96
"13174",159,"composer",534,"L",7.08
"13175",159,"grimly",652,"S",6.31
"13176",159,"amazement",613,"S",6.78
"13177",159,"richness",628,"S",7.96
"13178",159,"boldness",540,"S",5.94
"13179",159,"campaigner",807,"S",7.6
"13180",159,"shapely",624,"L",7.55
"13181",159,"design",827,"S",8.1
"13182",159,"noticeable",662,"S",8.14
"13183",159,"knocker",661,"L",7.01
"13184",159,"detectable",700,"S",6.89
"13185",159,"professor",997,"L",8.18
"13186",159,"chilly",516,"S",6.19
"13187",159,"allowance",581,"S",8.52
"13188",159,"conductor",708,"L",6.99
"13189",159,"mildness",958,"S",6.52
"13190",159,"painter",914,"L",8.21
"13191",159,"cloudless",551,"L",7.07
"13192",159,"teacher",603,"S",8.64
"13193",159,"dullness",572,"S",6.56
"13194",159,"faithful",609,"L",7.19
"13195",159,"renter",585,"L",7.43
"13196",159,"buyer",479,"S",8.39
"13197",159,"tutoring",550,"S",6.212606096
"13198",159,"harmless",458,"S",7
"13199",159,"thruster",992,"S",6.37
"13200",159,"puncher",680,"L",5.78
"13201",159,"guileless",996,"L",4.11
"13202",159,"singer",438,"S",7.69
"13203",159,"widowed",682,"S",6.21
"13204",159,"striker",528,"L",8.14
"13205",159,"attacker",471,"S",8.13
"13206",159,"sailor",512,"L",6.61
"13207",159,"raider",627,"S",6.22
"13208",159,"guarding",617,"L",7.62
"13209",159,"swimmer",619,"L",7.04
"13210",159,"angelic",688,"S",6.34
"13211",159,"toaster",501,"S",5.83
"13212",159,"excitement",455,"L",7.56
"13213",159,"dancer",469,"L",7.6
"13214",159,"madness",400,"L",7.17
"13215",159,"dampish",659,"L",6.43
"13216",159,"jumping",524,"L",7.24
"13217",159,"collector",813,"L",8.08
"13218",159,"planner",589,"S",8.61
"13219",159,"enjoyment",992,"S",7.93
"13220",159,"kicking",502,"L",6.92
"13221",159,"strangeness",695,"S",7.98
"13222",159,"parking",517,"L",7.57
"13223",159,"tossing",492,"S",6.01
"13224",159,"wrongly",544,"L",8.17
"13225",159,"bossy",489,"S",6.31
"13226",159,"hunter",492,"L",7.47
"13227",159,"guilty",606,"S",7.36
"13228",159,"blindness",710,"L",6.93
"13229",159,"stylish",498,"L",7.66
"13230",159,"jailer",620,"S",6.52
"13231",159,"shameful",504,"L",6.9
"13232",159,"effortless",565,"S",7.81
"13233",159,"densely",557,"S",6.48
"13234",159,"bearded",513,"S",6.36
"13235",159,"listener",463,"S",8.03
"13236",159,"dryness",573,"L",7.77
"13237",159,"dietary",598,"S",7.07
"13238",159,"avoidable",583,"S",7.68
"13239",159,"pusher",579,"L",7.83
"13240",159,"seeker",553,"S",7.68
"13241",159,"peaking",521,"S",6.3
"13242",159,"speller",517,"L",6.66
"13243",159,"locally",849,"S",8.41
"13244",159,"hugely",608,"S",7.56
"13245",159,"mossy",684,"S",5
"13246",159,"editor",541,"L",7.17
"13247",159,"bootless",568,"L",6.85
"13248",159,"doubtful",751,"L",8.33
"13249",159,"creamy",590,"L",6.67
"13250",159,"awareness",495,"S",7.78
"13251",159,"verbal",513,"L",6.05
"13252",160,"painter",694,"L",8.21
"13253",160,"guarding",598,"L",7.62
"13254",160,"mildness",579,"S",6.52
"13255",160,"peaking",563,"S",6.3
"13256",160,"dancer",647,"L",7.6
"13257",160,"dreamer",574,"L",7.75
"13258",160,"striker",994,"L",8.14
"13259",160,"stylish",703,"L",7.66
"13260",160,"editor",705,"L",7.17
"13261",160,"magical",568,"S",6.92
"13262",160,"professor",581,"L",8.18
"13263",160,"planner",531,"S",8.61
"13264",160,"singer",706,"S",7.69
"13265",160,"cooling",697,"L",7.27
"13266",160,"effortless",725,"S",7.81
"13267",160,"detectable",991,"S",6.89
"13268",160,"tossing",614,"S",6.01
"13269",160,"pusher",682,"L",7.83
"13270",160,"creamy",559,"L",6.67
"13271",160,"amazement",558,"S",6.78
"13272",160,"parking",627,"L",7.57
"13273",160,"buyer",609,"S",8.39
"13274",160,"widowed",897,"S",6.21
"13275",160,"cloudless",691,"L",7.07
"13276",160,"listener",712,"S",8.03
"13277",160,"costly",579,"S",8.35
"13278",160,"dullness",987,"S",6.56
"13279",160,"heater",747,"L",7.97
"13280",160,"amusement",573,"S",6.75
"13281",160,"verbal",611,"L",6.05
"13282",160,"jailer",939,"S",6.52
"13283",160,"dietary",758,"S",7.07
"13284",160,"sailor",558,"L",6.61
"13285",160,"speller",565,"L",6.66
"13286",160,"renter",608,"L",7.43
"13287",160,"strangeness",911,"S",7.98
"13288",160,"doubtful",991,"L",8.33
"13289",160,"cleaner",632,"L",7.96
"13290",160,"campaigner",597,"S",7.6
"13291",160,"collector",717,"L",8.08
"13292",160,"conductor",611,"L",6.99
"13293",160,"bomber",584,"L",7.1
"13294",160,"flexible",937,"L",6.5
"13295",160,"madness",618,"L",7.17
"13296",160,"excitement",617,"L",7.56
"13297",160,"puncher",517,"L",5.78
"13298",160,"feeder",816,"L",7.94
"13299",160,"weedy",973,"L",6.59
"13300",160,"bootless",809,"L",6.85
"13301",160,"blindness",997,"L",6.93
"13302",160,"allowance",561,"S",8.52
"13303",160,"enjoyment",747,"S",7.93
"13304",160,"laughing",640,"L",8.34
"13305",160,"guileless",994,"L",4.11
"13306",160,"hugely",713,"S",7.56
"13307",160,"neatly",621,"S",6.83
"13308",160,"guilty",805,"S",7.36
"13309",160,"noticeable",857,"S",8.14
"13310",160,"composer",868,"L",7.08
"13311",160,"bossy",715,"S",6.31
"13312",160,"teacher",800,"S",8.64
"13313",160,"mossy",992,"S",5
"13314",160,"insistent",745,"S",7.4
"13315",160,"lender",745,"S",6.22
"13316",160,"barker",988,"L",5.96
"13317",160,"wrongly",870,"L",8.17
"13318",160,"awareness",736,"S",7.78
"13319",160,"chilly",665,"S",6.19
"13320",160,"boldness",862,"S",5.94
"13321",160,"dampish",702,"L",6.43
"13322",160,"boneless",740,"L",7.31
