mlabel,value,chindex,chlabel,bini,binlabel,ERPset
mean_amp,-1.701,1,Fp1,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,-0.140,2,Fz,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,0.279,3,F3,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,1.743,4,F7,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,2.267,5,FT9,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,1.168,6,FC5,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,0.301,7,FC1,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,0.639,8,C3,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,0.807,9,T7,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,-0.284,10,TP9,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,-0.033,11,CP5,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,1.112,12,CP1,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,1.563,13,Pz,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,0.608,14,P3,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,-1.234,15,P7,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,-0.922,16,O1,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,0.752,17,Oz,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,0.600,18,O2,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,1.159,19,P4,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,0.385,20,P8,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,0.114,21,CP6,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,1.189,22,CP2,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,0.947,23,Cz,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,0.888,24,C4,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,0.416,25,T8,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,1.398,26,FT10,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,0.734,27,FC6,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,0.641,28,FC2,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,0.073,29,F4,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,1.664,30,F8,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,-0.001,31,FP2,1,Critical_word_small_family,S201_LDT_diff_waves
mean_amp,-0.562,1,Fp1,2,Critical_word_large_family,S201_LDT_diff_waves
mean_amp,0.156,2,Fz,2,Critical_word_large_family,S201_LDT_diff_waves
mean_amp,0.700,3,F3,2,Critical_word_large_family,S201_LDT_diff_waves
mean_amp,1.295,4,F7,2,Critical_word_large_family,S201_LDT_diff_waves
mean_amp,2.384,5,FT9,2,Critical_word_large_family,S201_LDT_diff_waves
