mlabel,value,chindex,chlabel,bini,binlabel,ERPset
mean_amp,-3.241,1,FP1,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-3.031,2,Fz,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-4.201,3,F3,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-3.163,4,F7,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-3.327,5,FC5,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-3.478,6,FC1,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-3.067,7,C3,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-2.934,8,T7,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-2.836,9,CP5,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-2.304,10,CP1,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-3.943,11,Pz,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-3.044,12,P3,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-2.801,13,P7,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-2.419,14,O1,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-1.528,15,O2,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-1.963,16,P4,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-1.999,17,P8,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-2.031,18,CP6,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-2.318,19,CP2,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-3.066,20,CZ,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-2.695,21,C4,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-2.081,22,T8,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-2.156,23,FC6,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-2.765,24,FC2,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-2.576,25,F4,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-2.043,26,F8,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,-3.195,27,FP2,1,Critical_word_small_family,S101_LDT_diff_waves
mean_amp,0.814,1,FP1,2,Critical_word_large_family,S101_LDT_diff_waves
mean_amp,0.056,2,Fz,2,Critical_word_large_family,S101_LDT_diff_waves
mean_amp,-0.249,3,F3,2,Critical_word_large_family,S101_LDT_diff_waves
mean_amp,-0.451,4,F7,2,Critical_word_large_family,S101_LDT_diff_waves
mean_amp,-0.201,5,FC5,2,Critical_word_large_family,S101_LDT_diff_waves
mean_amp,0.709,6,FC1,2,Critical_word_large_family,S101_LDT_diff_waves
mean_amp,-0.692,7,C3,2,Critical_word_large_family,S101_LDT_diff_waves
