  mlabel	       value	     chindex	     chlabel	        bini	                                binlabel	             ERPset
mean_amp	      -3.105	           1	         FP1	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -3.349	           2	          Fz	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -4.627	           3	          F3	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -4.289	           4	          F7	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -4.037	           5	         FC5	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -3.465	           6	         FC1	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -3.397	           7	          C3	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -4.297	           8	          T7	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -3.815	           9	         CP5	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -2.048	          10	         CP1	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -4.128	          11	          Pz	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -3.601	          12	          P3	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -4.412	          13	          P7	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -3.372	          14	          O1	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -1.825	          15	          O2	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -1.874	          16	          P4	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -3.833	          17	          P8	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -2.513	          18	         CP6	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -2.162	          19	         CP2	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -2.875	          20	          CZ	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -2.811	          21	          C4	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -2.614	          22	          T8	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -2.367	          23	         FC6	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -2.512	          24	         FC2	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -2.503	          25	          F4	           1	              Critical_word_small_family	S101_LDT_diff_waves
mean_amp	      -2.272	          26	          F8	           1	              Critical_word_small_family	S101_LDT_diff_waves
