subject_nr,counter,cond_trig,word_trig,targ_type,target,correct,response_time
S223,150,201,44,CW_S,AWARENESS,1,386
S223,151,202,4,CW_L,KNOCKER,0,744
S223,152,201,32,CW_S,DENSELY,1,614
S223,153,201,49,CW_S,BOSSY,1,526
S223,154,201,19,CW_S,DESIGN,1,537
S223,155,207,26,FILL_W,MOURN,1,554
S223,156,204,4,NW_L_COMP,RIPENCE,1,981
S223,157,204,14,NW_L_COMP,PASSMENT,0,501
S223,158,208,27,FILL_NW,HEEM,1,948
S223,159,207,17,FILL_W,FOLLOW,1,431
S223,160,203,12,NW_S_COMP,DUMBITY,0,721
S223,161,202,26,CW_L,GUARDING,1,757
S223,162,203,9,NW_S_COMP,ARIDISM,1,717
S223,163,206,9,NW_L_SIMP,WIGITH,0,620
S223,164,204,7,NW_L_COMP,ANGELISH,0,666
S223,165,203,15,NW_S_COMP,TRUENESS,0,632
S223,166,206,24,NW_L_SIMP,BLOODEL,0,1222
S223,167,207,27,FILL_W,STALK,1,500
S223,168,206,21,NW_L_SIMP,DRESSODY,0,548
S223,169,204,20,NW_L_COMP,NORTHIZE,0,537
S223,170,208,4,FILL_NW,BROUPS,1,746
S223,171,201,34,CW_S,GUILTY,1,625
S223,172,208,9,FILL_NW,BUWL,1,736
S223,173,207,38,FILL_W,COOK,1,615
S223,174,202,2,CW_L,BARKER,1,517
S223,175,202,43,CW_L,SAILOR,1,644
S223,176,208,3,FILL_NW,BLANTH,1,629
S223,177,208,40,FILL_NW,PUCTS,0,498
S223,178,203,1,NW_S_COMP,MELTANCE,0,562
S223,179,203,25,NW_S_COMP,HUMIDOUS,1,784
S223,180,208,30,FILL_NW,HOITS,0,806
S223,181,201,21,CW_S,BUYER,1,655
S223,182,205,1,NW_S_SIMP,SOCKETEL,0,1221
S223,183,208,49,FILL_NW,VUNKS,1,812
S223,184,208,42,FILL_NW,SMADE,0,784
S223,185,206,19,NW_L_SIMP,SMOOTHFIL,0,545
S223,186,207,36,FILL_W,SICK,1,527
S223,187,203,5,NW_S_COMP,BEERER,1,645
S223,188,203,14,NW_S_COMP,TREASONIZE,1,842
S223,189,203,7,NW_S_COMP,ALTARIC,1,744
S223,190,202,29,CW_L,STYLISH,1,402
S223,191,201,40,CW_S,ENJOYMENT,1,631
S223,192,204,3,NW_L_COMP,FLITENCE,1,616
S223,193,204,24,NW_L_COMP,AGREELY,0,551
S223,194,202,3,CW_L,SPELLER,1,592
S223,195,207,33,FILL_W,IRON,1,629
S223,196,206,15,NW_L_SIMP,TOWERLA,1,468
S223,197,208,12,FILL_NW,DASK,0,514
S223,198,202,49,CW_L,CREAMY,1,547
S223,199,201,18,CW_S,LISTENER,1,622
S223,200,203,20,NW_S_COMP,EJECTENCE,1,642
S223,201,203,23,NW_S_COMP,YANKORY,1,764
S223,202,203,11,NW_S_COMP,CURTITY,0,547
S223,203,205,13,NW_S_SIMP,BOLTOES,1,934
S223,204,208,44,FILL_NW,TUEER,1,772
S223,205,206,17,NW_L_SIMP,LONGNELS,1,943
S223,206,206,25,NW_L_SIMP,BEARILT,1,667
S223,207,208,22,FILL_NW,FROT,0,1048
S223,208,208,26,FILL_NW,HEAS,1,605
S223,209,202,31,CW_L,GUILELESS,1,605
S223,210,204,18,NW_L_COMP,BOILOUS,1,827
S223,211,205,9,NW_S_SIMP,NEXTNELS,1,772
S223,212,205,18,NW_S_SIMP,MEDICALADY,0,976
S223,213,202,5,CW_L,SWIMMER,1,489
S223,214,208,18,FILL_NW,DULKS,0,505
S223,215,202,42,CW_L,DRYNESS,0,559
S223,216,208,21,FILL_NW,FROES,1,770
S223,217,207,21,FILL_W,QUIT,1,472
S223,218,204,1,NW_L_COMP,STIRANCE,0,566
S223,219,202,50,CW_L,VERBAL,1,527
S223,220,203,22,NW_S_COMP,DEBTISH,0,537
S223,221,204,8,NW_L_COMP,INKISM,1,556
S223,222,202,37,CW_L,WRONGLY,1,456
S223,223,207,13,FILL_W,WRECK,1,741
S223,224,202,12,CW_L,DREAMER,1,516
S223,225,207,47,FILL_W,TEST,1,463
S223,226,202,23,CW_L,KICKING,1,807
S223,227,203,10,NW_S_COMP,ELMIST,1,738
S223,228,201,50,CW_S,RISKY,1,474
S223,229,202,15,CW_L,CLEANER,1,563
S223,230,201,16,CW_S,SEEKER,1,528
S223,231,208,29,FILL_NW,HESK,1,819
S223,232,207,32,FILL_W,FLESH,1,541
S223,233,201,12,CW_S,RAIDER,0,727
S223,234,202,9,CW_L,RENTER,1,538
S223,235,203,21,NW_S_COMP,WELDIC,1,784
S223,236,205,21,NW_S_SIMP,WINKIDY,0,601
S223,237,205,11,NW_S_SIMP,DIGODY,1,990
S223,238,205,2,NW_S_SIMP,GUMFIL,0,693
S223,239,201,24,CW_S,THRUSTER,1,582
S223,240,204,25,NW_L_COMP,PITCHORY,1,763
S223,241,203,4,NW_S_COMP,FIGER,0,830
S223,242,208,20,FILL_NW,TREMP,0,566
S223,243,206,12,NW_L_SIMP,EARILT,0,562
S223,244,201,1,CW_S,DETECTABLE,1,836
S223,245,204,16,NW_L_COMP,FLIPORY,1,879
S223,246,202,18,CW_L,PAINTER,1,584
S223,247,208,11,FILL_NW,DARM,1,798
S223,248,204,23,NW_L_COMP,BREAKITY,0,835
S223,249,206,6,NW_L_SIMP,TAXFIL,1,570
S223,250,202,46,CW_L,COLLECTOR,1,524
S223,251,208,24,FILL_NW,GIKE,1,745
S223,252,205,5,NW_S_SIMP,URNILT,1,750
S223,253,202,35,CW_L,SHAPELY,1,388
S223,254,202,16,CW_L,HEATER,1,738
S223,255,202,30,CW_L,JUMPING,1,611
S223,256,203,6,NW_S_COMP,FANFUL,0,806
S223,257,208,7,FILL_NW,CORG,0,704
S223,258,202,27,CW_L,LAUGHING,1,570
S223,259,207,45,FILL_W,TAX,1,665
S223,260,201,30,CW_S,EFFORTLESS,0,516
S223,261,202,14,CW_L,FEEDER,1,537
S223,262,206,5,NW_L_SIMP,PICKENGE,0,781
S223,263,207,16,FILL_W,STEEP,1,554
S223,264,205,17,NW_S_SIMP,TILTADY,1,877
S223,265,202,47,CW_L,PROFESSOR,1,656
S223,266,205,7,NW_S_SIMP,JAWLA,0,1222
S223,267,202,20,CW_L,FAITHFUL,1,531
S223,268,206,2,NW_L_SIMP,BOGADY,1,739
S223,269,207,24,FILL_W,FIERCE,1,651
S223,270,202,32,CW_L,BOOTLESS,1,587
S223,271,208,14,FILL_NW,DELP,1,598
S223,272,208,28,FILL_NW,HEND,1,786
S223,273,208,6,FILL_NW,CINDS,1,820
S223,274,201,26,CW_S,TOSSING,1,517
S223,275,207,42,FILL_W,BOX,1,448
S223,276,208,50,FILL_NW,BORMS,0,448
S223,277,201,33,CW_S,NEATLY,1,707
S223,278,201,15,CW_S,CAMPAIGNER,0,572
S223,279,204,19,NW_L_COMP,KINGISM,0,588
S223,280,207,18,FILL_W,CEASE,1,840
S223,281,208,37,FILL_NW,PLAODS,1,472
S223,282,202,45,CW_L,EDITOR,1,561
S223,283,201,45,CW_S,RICHNESS,1,533
S223,284,201,23,CW_S,TEACHER,1,514
S223,285,202,21,CW_L,DOUBTFUL,1,739
S223,286,201,39,CW_S,AMAZEMENT,1,1022
S223,287,208,47,FILL_NW,VOGS,0,920
S223,288,206,1,NW_L_SIMP,PRAYANGE,1,702
S223,289,203,3,NW_S_COMP,LIDARY,1,714
S223,290,207,31,FILL_W,FAINT,1,766
S223,291,206,20,NW_L_SIMP,GROWILT,1,896
S223,292,202,40,CW_L,BLINDNESS,1,592
S223,293,208,48,FILL_NW,VOOFS,1,666
S223,294,206,8,NW_L_SIMP,BEANITH,1,984
S223,295,206,10,NW_L_SIMP,ELBOWILM,0,978
S223,296,202,11,CW_L,DANCER,1,518
S223,297,201,3,CW_S,NOTICEABLE,1,620
S223,298,207,48,FILL_W,TREAT,1,495
S223,299,205,20,NW_S_SIMP,YIELDILT,1,887
S223,300,207,1,FILL_W,FLIRT,1,724
S224,1,201,13,CW_S,JAILER,0,1220
S224,2,202,36,CW_L,QUIETLY,1,936
S224,3,205,23,NW_S_SIMP,NULLITH,1,932
S224,4,207,40,FILL_W,SOUGHT,1,767
S224,5,205,22,NW_S_SIMP,THRILLANGE,1,1142
S224,6,207,2,FILL_W,WEIRD,1,632
S224,7,204,3,NW_L_COMP,FLITENCE,1,741
S224,8,204,6,NW_L_COMP,GASFUL,1,831
S224,9,201,4,CW_S,MAGICAL,1,606
S224,10,201,3,CW_S,NOTICEABLE,1,678
S224,11,206,4,NW_L_SIMP,BEGENGE,1,734
S224,12,208,4,FILL_NW,BROUPS,1,783
S224,13,206,5,NW_L_SIMP,PICKENGE,1,733
S224,14,207,33,FILL_W,IRON,1,656
S224,15,201,44,CW_S,AWARENESS,1,694
S224,16,207,46,FILL_W,SAVE,1,627
S224,17,208,48,FILL_NW,VOOFS,1,711
S224,18,202,13,CW_L,PUSHER,1,574
S224,19,208,18,FILL_NW,DULKS,1,679
S224,20,207,8,FILL_W,BRISK,1,501
S224,21,207,19,FILL_W,DRUNK,1,601
S224,22,208,31,FILL_NW,JADS,1,665
S224,23,205,19,NW_S_SIMP,ZOOMFIL,1,982
S224,24,206,10,NW_L_SIMP,ELBOWILM,1,709
S224,25,208,8,FILL_NW,BLAYS,1,667
S224,26,207,30,FILL_W,FLOAT,1,566
S224,27,208,42,FILL_NW,SMADE,1,821
S224,28,208,17,FILL_NW,DROES,1,817
S224,29,207,11,FILL_W,CHIP,1,511
S224,30,208,14,FILL_NW,DELP,1,600
S224,31,201,22,CW_S,PLANNER,1,628
S224,32,202,30,CW_L,JUMPING,1,654
S224,33,204,21,NW_L_COMP,EMPLOYNESS,1,680
S224,34,203,19,NW_S_COMP,ADOPTISH,1,730
S224,35,206,17,NW_L_SIMP,LONGNELS,0,1085
S224,36,206,21,NW_L_SIMP,DRESSODY,1,592
S224,37,202,17,CW_L,STRIKER,1,912
S224,38,202,33,CW_L,CLOUDLESS,0,1220
S224,39,207,38,FILL_W,COOK,1,606
S224,40,201,1,CW_S,DETECTABLE,1,666
S224,41,207,7,FILL_W,PREACH,1,684
S224,42,208,3,FILL_NW,BLANTH,1,708
S224,43,205,5,NW_S_SIMP,URNILT,1,923
S224,44,207,10,FILL_W,BRASS,1,625
S224,45,203,21,NW_S_COMP,WELDIC,1,679
S224,46,207,47,FILL_W,TEST,1,509
S224,47,207,32,FILL_W,FLESH,1,533
S224,48,206,9,NW_L_SIMP,WIGITH,1,837
S224,49,203,7,NW_S_COMP,ALTARIC,1,703
S224,50,201,18,CW_S,LISTENER,1,597
S224,51,208,28,FILL_NW,HEND,1,884
S224,52,206,3,NW_L_SIMP,BANDADY,1,1137
S224,53,207,3,FILL_W,BALD,1,535
S224,54,207,39,FILL_W,LIFT,1,517
S224,55,205,9,NW_S_SIMP,NEXTNELS,1,886
S224,56,208,15,FILL_NW,DOADS,1,717
S224,57,203,15,NW_S_COMP,TRUENESS,1,759
S224,58,208,49,FILL_NW,VUNKS,1,617
S224,59,201,46,CW_S,STRANGENESS,1,1101
S224,60,202,49,CW_L,CREAMY,1,740
S224,61,206,2,NW_L_SIMP,BOGADY,1,678
S224,62,204,9,NW_L_COMP,ILLIST,1,694
S224,63,201,34,CW_S,GUILTY,1,559
S224,64,202,28,CW_L,DAMPISH,0,1221
S224,65,208,19,FILL_NW,FALONS,0,1071
S224,66,201,27,CW_S,TUTORING,1,639
S224,67,201,25,CW_S,ANGELIC,1,687
S224,68,207,18,FILL_W,CEASE,1,758
S224,69,203,10,NW_S_COMP,ELMIST,1,779
S224,70,202,45,CW_L,EDITOR,1,557
S224,71,205,25,NW_S_SIMP,ADVERTISELA,0,1220
S224,72,204,4,NW_L_COMP,RIPENCE,1,712
S224,73,207,43,FILL_W,SOFT,1,578
S224,74,208,50,FILL_NW,BORMS,1,793
S224,75,204,10,NW_L_COMP,COLDITY,1,773
S224,76,202,38,CW_L,EXCITEMENT,0,1221
S224,77,208,1,FILL_NW,BAFED,1,981
S224,78,208,32,FILL_NW,KEMT,1,715
S224,79,201,15,CW_S,CAMPAIGNER,1,720
S224,80,202,27,CW_L,LAUGHING,1,823
S224,81,203,25,NW_S_COMP,HUMIDOUS,1,1092
S224,82,205,7,NW_S_SIMP,JAWLA,1,1014
S224,83,205,17,NW_S_SIMP,TILTADY,0,941
S224,84,208,41,FILL_NW,SCURE,0,953
S224,85,203,20,NW_S_COMP,EJECTENCE,0,1221
S224,86,203,6,NW_S_COMP,FANFUL,1,741
S224,87,206,7,NW_L_SIMP,HABITIG,1,750
S224,88,207,26,FILL_W,MOURN,1,745
S224,89,201,5,CW_S,ALLOWANCE,1,605
S224,90,204,24,NW_L_COMP,AGREELY,1,767
S224,91,202,1,CW_L,PUNCHER,1,807
S224,92,201,8,CW_S,BEARDED,1,607
S224,93,202,24,CW_L,COOLING,1,592
S224,94,205,2,NW_S_SIMP,GUMFIL,1,773
S224,95,202,29,CW_L,STYLISH,1,571
S224,96,207,23,FILL_W,LITHE,0,618
S224,97,207,16,FILL_W,STEEP,1,735
S224,98,201,11,CW_S,LENDER,0,698
S224,99,204,2,NW_L_COMP,TRIPARY,1,1012
S224,100,203,9,NW_S_COMP,ARIDISM,1,738
S224,101,204,19,NW_L_COMP,KINGISM,1,906
S224,102,206,19,NW_L_SIMP,SMOOTHFIL,0,637
S224,103,203,2,NW_S_COMP,HAPPENANCE,1,887
S224,104,204,17,NW_L_COMP,FELLOWOUS,1,1194
S224,105,207,12,FILL_W,WEAVE,1,650
S224,106,202,5,CW_L,SWIMMER,1,686
S224,107,208,37,FILL_NW,PLAODS,1,766
S224,108,201,31,CW_S,GRIMLY,1,769
S224,109,207,13,FILL_W,WRECK,1,677
S224,110,203,5,NW_S_COMP,BEERER,1,994
S224,111,208,39,FILL_NW,PORDS,1,932
S224,112,201,50,CW_S,RISKY,1,645
S224,113,206,25,NW_L_SIMP,BEARILT,1,849
S224,114,207,50,FILL_W,SMOKE,1,569
S224,115,202,6,CW_L,COMPOSER,1,822
S224,116,202,7,CW_L,BOMBER,1,618
S224,117,201,23,CW_S,TEACHER,1,585
S224,118,207,34,FILL_W,TASTE,1,605
S224,119,205,4,NW_S_SIMP,AIDIG,0,1222
S224,120,207,27,FILL_W,STALK,1,604
S224,121,205,20,NW_S_SIMP,YIELDILT,1,921
S224,122,204,22,NW_L_COMP,BINDIC,1,1051
S224,123,208,6,FILL_NW,CINDS,1,762
S224,124,208,2,FILL_NW,BALFS,1,781
S224,125,201,49,CW_S,BOSSY,1,699
S224,126,206,13,NW_L_SIMP,POORIDY,0,1221
S224,127,202,16,CW_L,HEATER,0,767
S224,128,208,20,FILL_NW,TREMP,1,1014
S224,129,207,49,FILL_W,SUIT,1,561
S224,130,201,14,CW_S,DESTROYER,1,754
S224,131,204,15,NW_L_COMP,FREENESS,1,879
S224,132,201,17,CW_S,SINGER,1,909
S224,133,203,22,NW_S_COMP,DEBTISH,1,941
S224,134,207,28,FILL_W,GOLF,1,694
S224,135,208,38,FILL_NW,POLT,1,804
S224,136,201,16,CW_S,SEEKER,1,725
S224,137,205,13,NW_S_SIMP,BOLTOES,1,773
S224,138,204,14,NW_L_COMP,PASSMENT,1,734
S224,139,208,34,FILL_NW,LOLDS,1,750
S224,140,201,39,CW_S,AMAZEMENT,1,586
S224,141,202,10,CW_L,HUNTER,1,773
S224,142,208,46,FILL_NW,VELT,1,850
S224,143,201,45,CW_S,RICHNESS,1,674
S224,144,201,42,CW_S,MILDNESS,1,1155
S224,145,201,26,CW_S,TOSSING,1,737
S224,146,206,18,NW_L_SIMP,CLASSOES,1,1099
S224,147,208,26,FILL_NW,HEAS,1,760
S224,148,207,36,FILL_W,SICK,1,717
S224,149,205,12,NW_S_SIMP,WARNODY,1,975
S224,150,208,16,FILL_NW,DOWED,0,1221
S224,151,207,37,FILL_W,SHIP,1,929
S224,152,208,9,FILL_NW,BUWL,1,709
S224,153,208,43,FILL_NW,SOISE,1,841
S224,154,202,2,CW_L,BARKER,0,1048
S224,155,207,48,FILL_W,TREAT,1,574
S224,156,204,1,NW_L_COMP,STIRANCE,0,1222
S224,157,203,23,NW_S_COMP,YANKORY,1,642
S224,158,202,37,CW_L,WRONGLY,1,678
S224,159,201,35,CW_S,HUGELY,1,1065
S224,160,202,42,CW_L,DRYNESS,1,881
S224,161,205,11,NW_S_SIMP,DIGODY,1,748
S224,162,202,4,CW_L,KNOCKER,1,715
S224,163,202,25,CW_L,PARKING,1,610
S224,164,202,3,CW_L,SPELLER,1,629
S224,165,204,23,NW_L_COMP,BREAKITY,1,834
S224,166,201,40,CW_S,ENJOYMENT,1,626
S224,167,202,44,CW_L,CONDUCTOR,1,900
S224,168,205,15,NW_S_SIMP,SCHEMENELS,1,1122
S224,169,202,14,CW_L,FEEDER,1,910
S224,170,204,5,NW_L_COMP,SHEETER,1,740
S224,171,206,23,NW_L_SIMP,VALIDEL,1,1131
S224,172,204,25,NW_L_COMP,PITCHORY,1,653
S224,173,201,24,CW_S,THRUSTER,1,1028
S224,174,203,8,NW_S_COMP,ANTISM,1,707
S224,175,208,33,FILL_NW,KRAISE,1,817
S224,176,208,10,FILL_NW,DARF,0,1038
S224,177,204,7,NW_L_COMP,ANGELISH,1,986
S224,178,207,25,FILL_W,EAT,1,648
S224,179,201,29,CW_S,HARMLESS,1,759
S224,180,204,16,NW_L_COMP,FLIPORY,1,743
S224,181,202,46,CW_L,COLLECTOR,1,640
S224,182,204,13,NW_L_COMP,ADDMENT,1,1050
S224,183,208,7,FILL_NW,CORG,1,721
S224,184,201,43,CW_S,DULLNESS,1,602
S224,185,202,47,CW_L,PROFESSOR,1,627
S224,186,202,48,CW_L,WEEDY,0,712
S224,187,201,2,CW_S,AVOIDABLE,1,539
S224,188,207,15,FILL_W,STARVE,1,664
S224,189,201,19,CW_S,DESIGN,1,629
S224,190,204,8,NW_L_COMP,INKISM,1,713
S224,191,202,19,CW_L,SHAMEFUL,1,633
S224,192,201,41,CW_S,BOLDNESS,1,621
S224,193,202,41,CW_L,MADNESS,1,914
S224,194,203,24,NW_S_COMP,FIENDISM,1,619
S224,195,203,13,NW_S_COMP,PILLIZE,1,751
S224,196,207,6,FILL_W,SLIM,1,588
S224,197,202,34,CW_L,BONELESS,1,663
S224,198,203,1,NW_S_COMP,MELTANCE,1,805
S224,199,203,17,NW_S_COMP,PRINCEMENT,1,948
S224,200,205,3,NW_S_SIMP,HEIRIG,1,749
S224,201,201,21,CW_S,BUYER,1,687
S224,202,208,30,FILL_NW,HOITS,1,630
S224,203,206,16,NW_L_SIMP,SHOOTMANT,1,922
S224,204,201,48,CW_S,CHILLY,1,671
S224,205,204,11,NW_L_COMP,MOUTHIZE,0,1221
S224,206,208,23,FILL_NW,GAIRS,1,703
S224,207,207,20,FILL_W,CRUNCH,1,636
S224,208,206,20,NW_L_SIMP,GROWILT,1,836
S224,209,202,18,CW_L,PAINTER,1,565
S224,210,202,32,CW_L,BOOTLESS,0,713
S224,211,206,6,NW_L_SIMP,TAXFIL,0,508
S224,212,201,20,CW_S,ATTACKER,1,476
S224,213,201,28,CW_S,PEAKING,1,862
S224,214,202,31,CW_L,GUILELESS,0,868
S224,215,207,21,FILL_W,QUIT,1,657
S224,216,207,17,FILL_W,FOLLOW,1,482
S224,217,205,1,NW_S_SIMP,SOCKETEL,1,792
S224,218,202,9,CW_L,RENTER,1,648
S224,219,202,23,CW_L,KICKING,1,628
S224,220,201,47,CW_S,MOSSY,0,991
S224,221,203,3,NW_S_COMP,LIDARY,1,1005
S224,222,207,29,FILL_W,BAKE,0,694
S224,223,208,25,FILL_NW,GILN,1,800
S224,224,205,24,NW_S_SIMP,FEVERIME,1,830
S224,225,208,44,FILL_NW,TUEER,1,688
S224,226,202,8,CW_L,LOCKER,1,836
S224,227,207,24,FILL_W,FIERCE,0,797
S224,228,205,6,NW_S_SIMP,RAMPIME,1,739
S224,229,207,31,FILL_W,FAINT,1,614
S224,230,202,11,CW_L,DANCER,1,586
S224,231,208,45,FILL_NW,ULNS,1,618
S224,232,201,12,CW_S,RAIDER,1,731
S224,233,206,11,NW_L_SIMP,WITCHITH,1,695
S224,234,201,6,CW_S,DIETARY,1,646
S224,235,206,12,NW_L_SIMP,EARILT,1,767
S224,236,205,8,NW_S_SIMP,OPPOSEMANT,0,968
S224,237,207,5,FILL_W,BLEAK,1,631
S224,238,201,32,CW_S,DENSELY,1,675
S224,239,207,41,FILL_W,PACK,1,694
S224,240,207,42,FILL_W,BOX,1,587
S224,241,206,1,NW_L_SIMP,PRAYANGE,1,677
S224,242,207,9,FILL_W,LEAK,1,606
S224,243,205,16,NW_S_SIMP,ACREMANT,1,811
S224,244,202,26,CW_L,GUARDING,1,606
S224,245,208,35,FILL_NW,PHEEKS,1,776
S224,246,207,4,FILL_W,BLUNT,1,468
S224,247,202,40,CW_L,BLINDNESS,1,690
S224,248,205,10,NW_S_SIMP,BASKODY,1,588
S224,249,208,36,FILL_NW,PIFTH,1,621
S224,250,204,20,NW_L_COMP,NORTHIZE,1,792
S224,251,202,15,CW_L,CLEANER,1,564
S224,252,208,24,FILL_NW,GIKE,1,698
S224,253,206,14,NW_L_SIMP,NUTLA,1,766
S224,254,207,22,FILL_W,SPLICE,1,613
S224,255,202,35,CW_L,SHAPELY,1,709
S224,256,207,14,FILL_W,GLOOM,1,675
S224,257,201,36,CW_S,COSTLY,1,569
S224,258,201,7,CW_S,WIDOWED,1,644
S224,259,202,50,CW_L,VERBAL,1,607
S224,260,205,21,NW_S_SIMP,WINKIDY,1,968
S224,261,201,37,CW_S,LOCALLY,1,674
S224,262,208,13,FILL_NW,DASP,1,694
S224,263,207,44,FILL_W,OLD,1,595
S224,264,205,18,NW_S_SIMP,MEDICALADY,1,1021
S224,265,203,11,NW_S_COMP,CURTITY,1,713
S224,266,208,27,FILL_NW,HEEM,1,810
S224,267,203,12,NW_S_COMP,DUMBITY,1,847
S224,268,201,33,CW_S,NEATLY,1,739
S224,269,203,18,NW_S_COMP,HEIGHTENCE,1,1047
S224,270,208,11,FILL_NW,DARM,1,1061
S224,271,208,21,FILL_NW,FROES,1,840
S224,272,202,12,CW_L,DREAMER,1,547
S224,273,201,9,CW_S,INSISTENT,1,974
S224,274,206,8,NW_L_SIMP,BEANITH,1,608
S224,275,201,30,CW_S,EFFORTLESS,1,587
S224,276,202,21,CW_L,DOUBTFUL,1,723
S224,277,206,15,NW_L_SIMP,TOWERLA,1,765
S224,278,206,24,NW_L_SIMP,BLOODEL,1,1010
S224,279,207,35,FILL_W,LEGAL,1,753
S224,280,208,29,FILL_NW,HESK,1,735
S224,281,208,5,FILL_NW,BUTE,1,707
S224,282,202,39,CW_L,DEAFNESS,1,609
S224,283,201,38,CW_S,AMUSEMENT,1,851
S224,284,206,22,NW_L_SIMP,CRITICANGE,1,594
S224,285,204,12,NW_L_COMP,MUDLY,1,640
S224,286,208,40,FILL_NW,PUCTS,1,829
S224,287,203,14,NW_S_COMP,TREASONIZE,1,687
S224,288,208,47,FILL_NW,VOGS,1,596
S224,289,203,4,NW_S_COMP,FIGER,1,869
S224,290,208,12,FILL_NW,DASK,0,564
S224,291,204,18,NW_L_COMP,BOILOUS,0,656
S224,292,208,22,FILL_NW,FROT,1,642
S224,293,202,22,CW_L,FLEXIBLE,1,577
S224,294,202,43,CW_L,SAILOR,1,846
S224,295,203,16,NW_S_COMP,BRANCHER,1,630
S224,296,207,1,FILL_W,FLIRT,1,604
S224,297,202,20,CW_L,FAITHFUL,1,716
S224,298,201,10,CW_S,TOASTER,1,687
S224,299,205,14,NW_S_SIMP,HELMETOES,1,670
S224,300,207,45,FILL_W,TAX,1,541
S225,1,202,26,CW_L,GUARDING,0,1220
S225,2,202,21,CW_L,DOUBTFUL,0,1220
S225,3,205,23,NW_S_SIMP,NULLITH,0,1220
S225,4,207,7,FILL_W,PREACH,0,1220
S225,5,202,13,CW_L,PUSHER,0,1220
S225,6,202,2,CW_L,BARKER,1,893
S225,7,206,4,NW_L_SIMP,BEGENGE,0,951
S225,8,206,6,NW_L_SIMP,TAXFIL,0,1220
S225,9,208,23,FILL_NW,GAIRS,1,714
S225,10,206,17,NW_L_SIMP,LONGNELS,1,926
S225,11,201,40,CW_S,ENJOYMENT,1,805
S225,12,201,9,CW_S,INSISTENT,1,797
S225,13,201,39,CW_S,AMAZEMENT,1,760
S225,14,206,8,NW_L_SIMP,BEANITH,1,792
S225,15,207,1,FILL_W,FLIRT,1,689
S225,16,202,18,CW_L,PAINTER,1,800
S225,17,207,41,FILL_W,PACK,1,707
S225,18,205,5,NW_S_SIMP,URNILT,1,638
S225,19,204,15,NW_L_COMP,FREENESS,0,706
S225,20,205,7,NW_S_SIMP,JAWLA,1,676
S225,21,201,11,CW_S,LENDER,0,676
S225,22,202,41,CW_L,MADNESS,1,599
S225,23,207,27,FILL_W,STALK,1,550
S225,24,201,24,CW_S,THRUSTER,1,959
S225,25,207,3,FILL_W,BALD,1,571
S225,26,201,18,CW_S,LISTENER,0,444
S225,27,205,21,NW_S_SIMP,WINKIDY,1,660
S225,28,205,19,NW_S_SIMP,ZOOMFIL,1,796
S225,29,208,6,FILL_NW,CINDS,1,717
S225,30,202,48,CW_L,WEEDY,1,526
S225,31,201,5,CW_S,ALLOWANCE,1,902
S225,32,204,2,NW_L_COMP,TRIPARY,1,661
S225,33,205,13,NW_S_SIMP,BOLTOES,1,855
S225,34,203,6,NW_S_COMP,FANFUL,1,847
S225,35,208,22,FILL_NW,FROT,1,597
S225,36,203,23,NW_S_COMP,YANKORY,1,238
S225,37,208,30,FILL_NW,HOITS,1,642
S225,38,207,17,FILL_W,FOLLOW,1,595
S225,39,201,10,CW_S,TOASTER,1,649
S225,40,205,8,NW_S_SIMP,OPPOSEMANT,1,796
S225,41,208,38,FILL_NW,POLT,1,783
S225,42,203,7,NW_S_COMP,ALTARIC,1,519
S225,43,208,2,FILL_NW,BALFS,1,704
S225,44,208,10,FILL_NW,DARF,1,907
S225,45,208,11,FILL_NW,DARM,1,1123
S225,46,203,3,NW_S_COMP,LIDARY,1,607
S225,47,206,25,NW_L_SIMP,BEARILT,1,726
S225,48,201,49,CW_S,BOSSY,1,597
S225,49,207,48,FILL_W,TREAT,1,528
S225,50,208,27,FILL_NW,HEEM,1,874
S225,51,208,1,FILL_NW,BAFED,1,523
S225,52,201,3,CW_S,NOTICEABLE,1,582
S225,53,208,49,FILL_NW,VUNKS,1,600
S225,54,201,6,CW_S,DIETARY,1,638
S225,55,208,50,FILL_NW,BORMS,1,606
S225,56,202,25,CW_L,PARKING,1,639
S225,57,201,31,CW_S,GRIMLY,0,782
S225,58,201,22,CW_S,PLANNER,1,550
S225,59,204,7,NW_L_COMP,ANGELISH,0,1000
S225,60,203,8,NW_S_COMP,ANTISM,1,851
S225,61,207,49,FILL_W,SUIT,1,515
S225,62,208,48,FILL_NW,VOOFS,1,577
S225,63,202,30,CW_L,JUMPING,1,714
S225,64,208,33,FILL_NW,KRAISE,1,708
S225,65,207,4,FILL_W,BLUNT,1,554
S225,66,207,42,FILL_W,BOX,1,799
S225,67,201,17,CW_S,SINGER,1,543
S225,68,202,45,CW_L,EDITOR,1,560
S225,69,207,20,FILL_W,CRUNCH,1,604
S225,70,208,19,FILL_NW,FALONS,1,897
S225,71,207,47,FILL_W,TEST,1,591
S225,72,201,50,CW_S,RISKY,1,505
S225,73,204,22,NW_L_COMP,BINDIC,1,566
S225,74,201,46,CW_S,STRANGENESS,1,525
S225,75,207,46,FILL_W,SAVE,1,774
S225,76,201,41,CW_S,BOLDNESS,1,1174
S225,77,203,17,NW_S_COMP,PRINCEMENT,0,787
S225,78,204,21,NW_L_COMP,EMPLOYNESS,0,816
S225,79,201,36,CW_S,COSTLY,1,506
