SubjID,TestSite,ExclReason,Included VSL2,Included LDT,Date ,Sex,Age,Ethnicity,Race,handedness_score,read_for_pleasure,born_in_us,first_language,language_disability,spl_cor,spl_inc,spl_perc,vcb_cor,vcb_inc,vcb_perc,art_cor,art_inc,art_diff,TOWRE_rank,TOWRE_descriptor,hits,misses,correctRejections,falseAlarms,totalTrials,hit_rate,fa_rate,hit_rate_z,fa_rate_z,d_prime_raw,d_prime_zscore,sensitivity
217,Providence,,1,1,7/11/2023,Male,,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,,67,13,83.75,34,16,68,35,31,4,70,average,24,8,24,8,32,0.75,0.25,1.0221388985459800,-1.0221388985459800,0.5,2.0442777970919700,Sensitive
218,Providence,,1,1,9/27/2023,Male,19,Not Hispanic or Latino,White,83,1-3 hours,Yes,English,,63,17,78.75,24,26,48,43,23,20,,,15,16,15,16,31,0.4838709677419360,0.5161290322580650,-0.6212438140086410,0.6212438140086410,-0.032258064516129000,-1.242487628017280,Insensitive
219,Providence,,1,1,10/4/2023,Female,20,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,,73,7,91.25,37,13,74,41,25,16,39,Average,15,14,15,14,29,0.5172413793103450,0.4827586206896550,-0.41517701619614900,0.41517701619614900,0.03448275862068970,-0.830354032392298,Insensitive
220,Providence,,1,1,10/6/2023,Male,20,Not Hispanic or Latino,White,100,6+ hours,Yes,English,,62,18,77.5,30,20,60,35,31,4,89,Above Average,19,12,19,12,31,0.6129032258064520,0.3870967741935480,0.17554780419966200,-0.17554780419966200,0.22580645161290300,0.3510956083993240,Insensitive
221,Providence,,1,1,10/13/2023,Female,19,Not Hispanic or Latino,White,83,Not at all only for school,Yes,English,,66,14,82.5,27,23,54,36,30,6,42,average,13,19,13,19,32,0.40625,0.59375,-1.1005637718370700,1.100563771837070,-0.1875,-2.2011275436741500,Insensitive
222,Providence,,1,1,10/17/2023,Male,19,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,,67,13,83.75,41,9,82,48,18,30,25,Average,26,6,26,6,32,0.8125,0.1875,1.4080848386156300,-1.4080848386156300,0.625,2.8161696772312600,Sensitive
223,Providence,,1,1,10/18/2023,Female,21,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,,57,23,71.25,29,21,58,37,29,8,47,Average,29,2,29,2,31,0.9354838709677420,0.06451612903225810,2.1675268497204200,-2.167526849720420,0.8709677419354840,4.335053699440840,Sensitive
224,Providence,,1,1,10/19/2023,Female,19,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,,63,17,78.75,29,21,58,37,29,8,32,Average,30,2,30,2,32,0.9375,0.0625,2.1799767187549200,-2.1799767187549200,0.875,4.359953437509850,Sensitive
225,Providence,,1,1,10/20/2023,Female,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,,59,21,73.75,23,27,46,35,31,4,32,Average,13,19,13,19,32,0.40625,0.59375,-1.1005637718370700,1.100563771837070,-0.1875,-2.2011275436741500,Insensitive
226,Providence,,1,1,10/26/2023,Female,19,Not Hispanic or Latino,White,91.3,1-3 hours,Yes,English,,63,17,78.75,31,19,62,41,25,16,65,average,17,14,17,14,31,0.5483870967741940,0.45161290322580600,-0.2228480049044900,0.22284800490448900,0.09677419354838710,-0.44569600980898000,Insensitive
227,Providence,EEGError,0,1,10/26/2023,Female,18,Not Hispanic or Latino,White,100,Not at all only for school,Yes,english,,54,26,67.5,17,33,34,26,40,-14,58,average,,,,,,,,,,,,
228,Providence,,1,1,11/8/2023,Female,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,english,,58,22,72.5,25,25,50,39,27,12,30,Average,17,15,17,15,32,0.53125,0.46875,-0.32867189169778000,0.32867189169778000,0.0625,-0.65734378339556,Insensitive
229,Providence,,1,1,11/29/2023,Female,19,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,,53,27,66.25,29,21,58,35,31,4,35,average,14,18,14,18,32,0.4375,0.5625,-0.9075908018022500,0.9075908018022500,-0.125,-1.8151816036045,Insensitive
230,Providence,,1,1,11/30/2023,Female,21,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,,61,19,76.25,34,16,68,37,29,8,95,Superior,19,13,19,13,32,0.59375,0.40625,0.05727404837186660,-0.057274048371866900,0.1875,0.11454809674373300,Insensitive
231,Providence,MissingEEG,0,0,12/7/2023,Female,20,Not Hispanic or Latino,White,100,1-3 hours,Yes,english,,61,19,76.25,25,25,50,37,29,8,65,Average,,,,,,,,,,,,
232,Providence,,1,1,12/7/2023,Male,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,,61,19,76.25,27,23,54,35,31,4,,,24,8,24,8,32,0.75,0.25,1.0221388985459800,-1.0221388985459800,0.5,2.0442777970919700,Sensitive
233,Providence,,1,1,12/8/2023,Male,20,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,,62,18,77.5,33,17,66,44,22,22,,,16,16,16,16,32,0.5,0.5,-0.5216448617326040,0.521644861732603,0,-1.0432897234652100,Insensitive
234,Providence,EEGError,0,1,12/12/2023,Male,22,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,,52,28,65,29,21,58,37,29,8,,,,,,,,,,,,,,
235,Providence,,1,1,2/12/2024,Male,20,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,,57,23,71.25,38,12,76,39,27,12,,,12,19,12,19,31,0.3870967741935480,0.6129032258064520,-1.2188375276648700,1.2188375276648700,-0.22580645161290300,-2.437675055329740,Insensitive
236,Providence,,1,1,2/15/2024,Male,20,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,,68,12,85,41,9,82,42,24,18,,,31,1,31,1,32,0.96875,0.03125,2.3729496887897500,-2.3729496887897500,0.9375,4.7458993775794900,Sensitive
237,Providence,,1,1,2/15/2024,Female,19,Not Hispanic or Latino,White,100,1-3 hours,Yes,english,,64,16,80,36,14,72,41,25,16,,,15,17,15,17,32,0.46875,0.53125,-0.7146178317674270,0.7146178317674260,-0.0625,-1.4292356635348500,Insensitive
238,Providence,,1,1,2/26/2024,Female,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,,47,33,58.75,28,22,56,33,33,0,,,19,13,19,13,32,0.59375,0.40625,0.05727404837186660,-0.057274048371866900,0.1875,0.11454809674373300,Insensitive
239,Providence,,1,1,2/29/2024,Male,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,,55,25,68.75,27,23,54,43,23,20,,,13,17,13,17,30,0.43333333333333300,0.5666666666666670,-0.9333205311402270,0.9333205311402260,-0.1333333333333330,-1.8666410622804500,Insensitive
240,Providence,,1,1,3/4/2024,Female,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,,60,20,75,34,16,68,43,23,20,,,18,14,18,14,32,0.5625,0.4375,-0.1356989216629570,0.1356989216629560,0.125,-0.2713978433259130,Insensitive
241,Providence,,1,1,4/4/2024,Female,19,Not Hispanic or Latino,White,100,1-3 hours,Yes,english,,65,15,81.25,37,13,74,42,24,18,,,17,15,17,15,32,0.53125,0.46875,-0.32867189169778000,0.32867189169778000,0.0625,-0.65734378339556,Insensitive
242,Providence,,1,1,4/10/2024,Male,22,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,,64,16,80,32,18,64,38,28,10,,,11,20,11,20,31,0.3548387096774190,0.6451612903225810,-1.4180354322169400,1.4180354322169400,-0.29032258064516100,-2.836070864433890,Insensitive
243,Providence,,1,1,4/11/2024,Female,20,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,,53,27,66.25,25,25,50,38,28,10,,,18,14,18,14,32,0.5625,0.4375,-0.1356989216629570,0.1356989216629560,0.125,-0.2713978433259130,Insensitive
244,Providence,,1,1,4/22/2024,Male,20,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,,61,19,76.25,28,22,56,36,30,6,,,18,14,18,14,32,0.5625,0.4375,-0.1356989216629570,0.1356989216629560,0.125,-0.2713978433259130,Insensitive
245,Providence,,1,1,5/2/2024,Female,20,Not Hispanic or Latino,White,100,Not at all only for school,Yes,english,,55,25,68.75,28,22,56,38,28,10,,,13,19,13,19,32,0.40625,0.59375,-1.1005637718370700,1.100563771837070,-0.1875,-2.2011275436741500,Insensitive
