SubjID,value,chindex,chlabel,bini,family_size,complexity,List,time_window,z_vcb,z_spl,z_art,Dim.1,Dim.2
S101,-5.095,1,FP1,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.109,2,Fz,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.886,3,F3,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-2.619,4,F7,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.964,5,FC5,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.783,6,FC1,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.872,7,C3,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-2.569,8,T7,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-2.909,9,CP5,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,1.258,10,CP1,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.88,11,Pz,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.064,12,P3,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.242,13,P7,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-2.628,14,O1,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.922,15,O2,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.101,16,P4,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.523,17,P8,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.68,18,CP6,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,0.103,19,CP2,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.069,20,CZ,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.191,21,C4,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,0.688,22,T8,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,0.504,23,FC6,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,0.157,24,FC2,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.777,25,F4,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,0.619,26,F8,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.613,27,FP2,3,Small,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.172,1,FP1,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,1.083,2,Fz,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.364,3,F3,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.751,4,F7,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.432,5,FC5,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,0.695,6,FC1,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,0.864,7,C3,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.627,8,T7,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.279,9,CP5,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.511,10,CP1,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,0.657,11,Pz,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.963,12,P3,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.327,13,P7,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.785,14,O1,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.35,15,O2,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,0.157,16,P4,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.643,17,P8,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.259,18,CP6,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,0.074,19,CP2,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,0.773,20,CZ,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,0.68,21,C4,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,0.003,22,T8,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,1.268,23,FC6,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,1.515,24,FC2,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,0.02,25,F4,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,2.086,26,F8,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,0.236,27,FP2,4,Large,Complex,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-5.936,1,FP1,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-2.362,2,Fz,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.462,3,F3,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.583,4,F7,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.24,5,FC5,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.859,6,FC1,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-2.04,7,C3,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.362,8,T7,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-2.321,9,CP5,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.392,10,CP1,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,0.747,11,Pz,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-2.317,12,P3,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.208,13,P7,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-2.64,14,O1,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.651,15,O2,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.401,16,P4,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.97,17,P8,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.569,18,CP6,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.93,19,CP2,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.792,20,CZ,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-2.153,21,C4,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.982,22,T8,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-4.086,23,FC6,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.807,24,FC2,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.762,25,F4,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-0.505,26,F8,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.651,27,FP2,5,Small,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.603,1,FP1,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-2.42,2,Fz,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.712,3,F3,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.89,4,F7,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.916,5,FC5,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-2.824,6,FC1,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-2.874,7,C3,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.325,8,T7,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.061,9,CP5,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.062,10,CP1,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-2.818,11,Pz,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-2.427,12,P3,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-4.48,13,P7,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.854,14,O1,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.062,15,O2,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.48,16,P4,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-5.713,17,P8,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-4.615,18,CP6,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.882,19,CP2,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.909,20,CZ,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.025,21,C4,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.357,22,T8,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-6.4,23,FC6,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-1.822,24,FC2,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.356,25,F4,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-3.016,26,F8,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S101,-2.158,27,FP2,6,Large,Simple,AB,N250,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007
S104,-0.965,1,FP1,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.318,2,Fz,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.62,3,F3,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.967,4,F7,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.294,5,FC5,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.051,6,FC1,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-1.836,7,C3,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.553,8,T7,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-3.415,9,CP5,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-0.479,10,CP1,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,0.307,11,Pz,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.803,12,P3,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-5.371,13,P7,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-9.179,14,O1,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-8.611,15,O2,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.214,16,P4,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-6.811,17,P8,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.976,18,CP6,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-0.333,19,CP2,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-0.308,20,CZ,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-1.891,21,C4,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-1.332,22,T8,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-0.698,23,FC6,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-1.807,24,FC2,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-1.217,25,F4,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,0.131,26,F8,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,0.53,27,FP2,3,Small,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-1.085,1,FP1,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.362,2,Fz,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.692,3,F3,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-1.931,4,F7,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-1.23,5,FC5,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.543,6,FC1,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-1.023,7,C3,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,0.111,8,T7,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-1.873,9,CP5,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-0.81,10,CP1,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-1.275,11,Pz,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.182,12,P3,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-3.665,13,P7,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-8.756,14,O1,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-8.631,15,O2,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.898,16,P4,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-6.444,17,P8,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.734,18,CP6,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-1.231,19,CP2,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-1.81,20,CZ,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-1.065,21,C4,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-0.171,22,T8,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-0.261,23,FC6,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-1.547,24,FC2,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-1.548,25,F4,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,0.085,26,F8,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-0.099,27,FP2,4,Large,Complex,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,0.246,1,FP1,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,0.408,2,Fz,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-0.65,3,F3,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-0.87,4,F7,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-0.534,5,FC5,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,0.563,6,FC1,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-0.229,7,C3,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-0.867,8,T7,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.097,9,CP5,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,0.54,10,CP1,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,0.566,11,Pz,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.435,12,P3,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-5.476,13,P7,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-9.103,14,O1,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-8.334,15,O2,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-2.623,16,P4,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-5.804,17,P8,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,-3.045,18,CP6,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
S104,0.524,19,CP2,5,Small,Simple,AB,N250,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962
