subject_nr,counter,cond_trig,word_trig,targ_type,target,correct,response_time,InvRT,LogRT
S203,227,206,25,NW_L_SIMP,BEARILT,1,1149,0.000870322019147084,3.06032002868829
S203,228,201,21,CW_S,BUYER,1,662,0.00151057401812689,2.8208579894397
S203,229,203,25,NW_S_COMP,HUMIDOUS,1,977,0.00102354145342886,2.98989456371877
S203,230,201,39,CW_S,AMAZEMENT,1,641,0.0015600624024961,2.80685802951882
S203,231,207,22,FILL_W,SPLICE,1,894,0.00111856823266219,2.95133751879592
S203,232,206,10,NW_L_SIMP,ELBOWILM,1,721,0.0013869625520111,2.85793526471943
S203,233,205,15,NW_S_SIMP,SCHEMENELS,1,753,0.00132802124833997,2.8767949762007
S203,234,207,19,FILL_W,DRUNK,1,703,0.00142247510668563,2.84695532501982
S203,235,201,2,CW_S,AVOIDABLE,1,881,0.00113507377979569,2.94497590841205
S203,236,206,23,NW_L_SIMP,VALIDEL,1,805,0.00124223602484472,2.90579588036787
S203,237,208,25,FILL_NW,GILN,1,769,0.00130039011703511,2.88592633980143
S203,238,204,23,NW_L_COMP,BREAKITY,1,755,0.00132450331125828,2.87794695162919
S203,239,204,21,NW_L_COMP,EMPLOYNESS,1,771,0.0012970168612192,2.88705437805096
S203,240,205,3,NW_S_SIMP,HEIRIG,1,588,0.00170068027210884,2.76937732607614
S203,241,203,12,NW_S_COMP,DUMBITY,1,922,0.00108459869848156,2.96473092105363
S203,242,207,5,FILL_W,BLEAK,0,1221,0.000819000819000819,3.08671566394488
S203,243,202,44,CW_L,CONDUCTOR,1,646,0.00154798761609907,2.81023251799508
S203,244,207,27,FILL_W,STALK,1,552,0.00181159420289855,2.7419390777292
S203,245,206,13,NW_L_SIMP,POORIDY,1,702,0.00142450142450142,2.84633711212981
S203,246,208,36,FILL_NW,PIFTH,1,794,0.00125944584382872,2.8998205024271
S203,247,206,12,NW_L_SIMP,EARILT,1,698,0.00143266475644699,2.84385542262316
S203,248,207,37,FILL_W,SHIP,1,889,0.00112485939257593,2.94890176097021
S203,249,207,28,FILL_W,GOLF,1,627,0.00159489633173844,2.79726754083072
S203,250,208,45,FILL_NW,ULNS,1,641,0.0015600624024961,2.80685802951882
S203,251,202,41,CW_L,MADNESS,1,1014,0.000986193293885602,3.00603795499732
S203,252,208,23,FILL_NW,GAIRS,1,863,0.00115874855156431,2.93601079571521
S203,253,202,35,CW_L,SHAPELY,1,998,0.00100200400801603,2.99913054128737
S203,254,207,35,FILL_W,LEGAL,1,803,0.0012453300124533,2.90471554527868
S203,255,201,45,CW_S,RICHNESS,1,843,0.00118623962040332,2.92582757462474
S203,256,208,46,FILL_NW,VELT,0,1221,0.000819000819000819,3.08671566394488
S203,257,202,43,CW_L,SAILOR,1,931,0.00107411385606874,2.96894968098134
S203,258,205,2,NW_S_SIMP,GUMFIL,1,723,0.00138312586445367,2.85913829729453
S203,259,203,1,NW_S_COMP,MELTANCE,1,758,0.00131926121372032,2.87966920563205
S203,260,208,2,FILL_NW,BALFS,1,719,0.00139082058414465,2.85672889038288
S203,261,207,32,FILL_W,FLESH,1,992,0.00100806451612903,2.99651167215418
S203,262,207,7,FILL_W,PREACH,1,613,0.00163132137030995,2.78746047451842
S203,263,202,32,CW_L,BOOTLESS,1,1177,0.000849617672047579,3.07077646284343
S203,264,208,48,FILL_NW,VOOFS,1,1000,0.001,3
S203,265,203,19,NW_S_COMP,ADOPTISH,1,566,0.00176678445229682,2.75281643118827
S203,266,204,22,NW_L_COMP,BINDIC,1,499,0.00200400801603206,2.69810054562339
S203,267,203,21,NW_S_COMP,WELDIC,1,832,0.00120192307692308,2.92012332629072
S203,268,208,38,FILL_NW,POLT,1,567,0.0017636684303351,2.75358305889291
S203,269,207,21,FILL_W,QUIT,1,855,0.00116959064327485,2.93196611472817
S203,270,205,12,NW_S_SIMP,WARNODY,1,731,0.00136798905608755,2.86391737695786
S203,271,203,13,NW_S_COMP,PILLIZE,1,828,0.00120772946859903,2.91803033678488
S203,272,201,31,CW_S,GRIMLY,1,1216,0.000822368421052632,3.08493357493672
S203,273,202,10,CW_L,HUNTER,1,840,0.00119047619047619,2.92427928606188
S203,274,202,48,CW_L,WEEDY,1,699,0.00143061516452074,2.84447717574568
S203,275,208,40,FILL_NW,PUCTS,1,902,0.00110864745011086,2.95520653754194
S203,276,205,18,NW_S_SIMP,MEDICALADY,1,934,0.00107066381156317,2.97034687623009
S203,277,207,12,FILL_W,WEAVE,1,741,0.00134952766531714,2.86981820797933
S203,278,202,38,CW_L,EXCITEMENT,1,921,0.001085776330076,2.96425963019685
S203,279,203,7,NW_S_COMP,ALTARIC,1,594,0.00168350168350168,2.77378644498119
S203,280,207,42,FILL_W,BOX,1,618,0.00161812297734628,2.79098847508882
S203,281,206,11,NW_L_SIMP,WITCHITH,1,773,0.00129366106080207,2.88817949391832
S203,282,208,19,FILL_NW,FALONS,0,747,0.00133868808567604,2.8733206018154
S203,283,201,44,CW_S,AWARENESS,1,791,0.00126422250316056,2.89817648349768
S203,284,208,3,FILL_NW,BLANTH,1,675,0.00148148148148148,2.82930377283102
S203,285,201,14,CW_S,DESTROYER,1,750,0.00133333333333333,2.8750612633917
S203,286,208,24,FILL_NW,GIKE,1,1118,0.000894454382826476,3.0484418035504
S203,287,201,35,CW_S,HUGELY,1,887,0.00112739571589628,2.94792361983173
S203,288,207,23,FILL_W,LITHE,0,911,0.00109769484083425,2.959518376973
S203,289,202,4,CW_L,KNOCKER,1,795,0.00125786163522013,2.90036712865647
S203,290,201,11,CW_S,LENDER,0,1222,0.000818330605564648,3.08707120590654
S203,291,207,50,FILL_W,SMOKE,1,715,0.0013986013986014,2.85430604180108
S203,292,202,13,CW_L,PUSHER,1,701,0.0014265335235378,2.84571801796666
S203,293,202,50,CW_L,VERBAL,1,501,0.00199600798403194,2.69983772586725
S203,294,201,13,CW_S,JAILER,1,989,0.00101112234580384,2.99519629159718
S203,295,206,6,NW_L_SIMP,TAXFIL,1,971,0.00102986611740474,2.987219229908
S203,296,205,25,NW_S_SIMP,ADVERTISELA,1,718,0.00139275766016713,2.8561244442423
S203,297,202,24,CW_L,COOLING,1,716,0.00139664804469274,2.85491302230786
S203,298,206,21,NW_L_SIMP,DRESSODY,1,623,0.00160513643659711,2.79448804665917
S203,299,203,2,NW_S_COMP,HAPPENANCE,1,824,0.00121359223300971,2.91592721169712
S203,300,201,25,CW_S,ANGELIC,1,683,0.00146412884333821,2.83442070368153
S204,1,204,24,NW_L_COMP,AGREELY,0,1220,0.000819672131147541,3.08635983067475
S204,2,208,17,FILL_NW,DROES,1,1076,0.000929368029739777,3.03181227133037
S204,3,208,19,FILL_NW,FALONS,0,1220,0.000819672131147541,3.08635983067475
S204,4,208,9,FILL_NW,BUWL,1,864,0.00115740740740741,2.93651374247889
S204,5,202,32,CW_L,BOOTLESS,1,906,0.0011037527593819,2.95712819767681
S204,6,207,6,FILL_W,SLIM,1,704,0.00142045454545455,2.84757265914211
S204,7,206,14,NW_L_SIMP,NUTLA,1,1220,0.000819672131147541,3.08635983067475
S204,8,201,39,CW_S,AMAZEMENT,0,1221,0.000819000819000819,3.08671566394488
S204,9,208,44,FILL_NW,TUEER,1,1004,0.00099601593625498,3.001733712809
S204,10,207,33,FILL_W,IRON,1,833,0.00120048019207683,2.92064500140679
S204,11,202,33,CW_L,CLOUDLESS,0,1220,0.000819672131147541,3.08635983067475
S204,12,204,1,NW_L_COMP,STIRANCE,0,1220,0.000819672131147541,3.08635983067475
S204,13,202,21,CW_L,DOUBTFUL,1,837,0.001194743130227,2.92272545799326
S204,14,207,22,FILL_W,SPLICE,0,1220,0.000819672131147541,3.08635983067475
S204,15,202,29,CW_L,STYLISH,1,739,0.0013531799729364,2.86864443839483
S204,16,207,32,FILL_W,FLESH,0,1220,0.000819672131147541,3.08635983067475
S204,17,201,21,CW_S,BUYER,1,881,0.00113507377979569,2.94497590841205
S204,18,202,40,CW_L,BLINDNESS,1,1143,0.000874890638670166,3.05804623039528
S204,19,201,14,CW_S,DESTROYER,1,772,0.00129533678756477,2.88761730033574
S204,20,207,17,FILL_W,FOLLOW,1,563,0.00177619893428064,2.75050839485135
S204,21,202,4,CW_L,KNOCKER,1,1164,0.000859106529209622,3.06595298031387
S204,22,201,5,CW_S,ALLOWANCE,1,1060,0.000943396226415094,3.02530586526477
S204,23,201,4,CW_S,MAGICAL,1,741,0.00134952766531714,2.86981820797933
S204,24,202,3,CW_L,SPELLER,1,659,0.00151745068285281,2.81888541459401
S204,25,202,8,CW_L,LOCKER,1,711,0.00140646976090014,2.85186960072977
S204,26,207,20,FILL_W,CRUNCH,0,1221,0.000819000819000819,3.08671566394488
S204,27,201,46,CW_S,STRANGENESS,1,1199,0.000834028356964137,3.07881918309885
S204,28,206,17,NW_L_SIMP,LONGNELS,0,1221,0.000819000819000819,3.08671566394488
S204,29,205,23,NW_S_SIMP,NULLITH,0,1220,0.000819672131147541,3.08635983067475
S204,30,202,22,CW_L,FLEXIBLE,1,1204,0.000830564784053156,3.08062648692181
S204,31,208,24,FILL_NW,GIKE,1,737,0.00135685210312076,2.86746748785905
S204,32,204,15,NW_L_COMP,FREENESS,1,900,0.00111111111111111,2.95424250943932
S204,33,207,39,FILL_W,LIFT,1,617,0.00162074554294976,2.79028516403324
S204,34,206,18,NW_L_SIMP,CLASSOES,1,1148,0.000871080139372822,3.05994188806195
S204,35,205,5,NW_S_SIMP,URNILT,1,1065,0.000938967136150235,3.02734960777476
S204,36,203,5,NW_S_COMP,BEERER,1,790,0.00126582278481013,2.89762709129044
S204,37,202,5,CW_L,SWIMMER,0,1221,0.000819000819000819,3.08671566394488
S204,38,201,9,CW_S,INSISTENT,0,1221,0.000819000819000819,3.08671566394488
S204,39,203,10,NW_S_COMP,ELMIST,1,815,0.00122699386503067,2.91115760873998
S204,40,201,32,CW_S,DENSELY,1,789,0.00126742712294043,2.89707700320942
S204,41,203,17,NW_S_COMP,PRINCEMENT,1,998,0.00100200400801603,2.99913054128737
S204,42,207,16,FILL_W,STEEP,0,1220,0.000819672131147541,3.08635983067475
S204,43,205,1,NW_S_SIMP,SOCKETEL,1,1069,0.000935453695042095,3.02897770520878
S204,44,201,45,CW_S,RICHNESS,0,1220,0.000819672131147541,3.08635983067475
S204,45,208,42,FILL_NW,SMADE,0,1220,0.000819672131147541,3.08635983067475
S204,46,204,13,NW_L_COMP,ADDMENT,1,1012,0.000988142292490119,3.00518051250378
S204,47,202,7,CW_L,BOMBER,1,812,0.00123152709359606,2.90955602924118
S204,48,202,1,CW_L,PUNCHER,1,784,0.00127551020408163,2.89431606268444
S204,49,205,2,NW_S_SIMP,GUMFIL,0,1221,0.000819000819000819,3.08671566394488
S204,50,206,11,NW_L_SIMP,WITCHITH,0,1221,0.000819000819000819,3.08671566394488
S204,51,205,18,NW_S_SIMP,MEDICALADY,1,1117,0.000895255147717099,3.04805317311561
S204,52,208,21,FILL_NW,FROES,1,1138,0.000878734622144112,3.05614226205905
S204,53,208,7,FILL_NW,CORG,1,757,0.00132100396301189,2.87909587950007
S204,54,202,17,CW_L,STRIKER,1,1143,0.000874890638670166,3.05804623039528
S204,55,201,2,CW_S,AVOIDABLE,1,836,0.00119617224880383,2.92220627743902
S204,56,208,5,FILL_NW,BUTE,0,1220,0.000819672131147541,3.08635983067475
S204,57,208,39,FILL_NW,PORDS,1,1195,0.000836820083682008,3.07736790528416
S204,58,203,19,NW_S_COMP,ADOPTISH,1,1163,0.000859845227858985,3.06557971472845
S204,59,207,1,FILL_W,FLIRT,1,681,0.00146842878120411,2.83314711191279
S204,60,206,13,NW_L_SIMP,POORIDY,1,829,0.00120627261761158,2.91855453055027
S204,61,204,25,NW_L_COMP,PITCHORY,1,797,0.00125470514429109,2.90145832139611
S204,62,208,32,FILL_NW,KEMT,0,1221,0.000819000819000819,3.08671566394488
S204,63,202,31,CW_L,GUILELESS,0,1221,0.000819000819000819,3.08671566394488
S204,64,202,2,CW_L,BARKER,1,733,0.00136425648021828,2.86510397464113
S204,65,201,41,CW_S,BOLDNESS,1,581,0.00172117039586919,2.76417613239033
S204,66,206,22,NW_L_SIMP,CRITICANGE,1,937,0.00106723585912487,2.97173959088778
S204,67,205,15,NW_S_SIMP,SCHEMENELS,1,748,0.00133689839572193,2.87390159786446
S204,68,207,8,FILL_W,BRISK,1,1119,0.000893655049151028,3.04883008652835
S204,69,203,12,NW_S_COMP,DUMBITY,1,1036,0.000965250965250965,3.01535975540921
S204,70,202,28,CW_L,DAMPISH,0,1069,0.000935453695042095,3.02897770520878
S204,71,207,7,FILL_W,PREACH,0,1220,0.000819672131147541,3.08635983067475
S204,72,204,9,NW_L_COMP,ILLIST,1,932,0.00107296137339056,2.96941591235398
S204,73,202,46,CW_L,COLLECTOR,1,1212,0.000825082508250825,3.08350261983027
S204,74,207,13,FILL_W,WRECK,1,622,0.00160771704180064,2.79379038469082
S204,75,205,6,NW_S_SIMP,RAMPIME,1,731,0.00136798905608755,2.86391737695786
S204,76,203,13,NW_S_COMP,PILLIZE,0,1220,0.000819672131147541,3.08635983067475
S204,77,207,34,FILL_W,TASTE,1,614,0.00162866449511401,2.78816837114117
S204,78,201,3,CW_S,NOTICEABLE,1,762,0.00131233595800525,2.8819549713396
S204,79,205,17,NW_S_SIMP,TILTADY,1,785,0.00127388535031847,2.89486965674525
S204,80,206,20,NW_L_SIMP,GROWILT,1,794,0.00125944584382872,2.8998205024271
S204,81,205,13,NW_S_SIMP,BOLTOES,1,822,0.00121654501216545,2.91487181754005
S204,82,208,48,FILL_NW,VOOFS,0,832,0.00120192307692308,2.92012332629072
S204,83,202,39,CW_L,DEAFNESS,1,850,0.00117647058823529,2.92941892571429
S204,84,206,9,NW_L_SIMP,WIGITH,0,1220,0.000819672131147541,3.08635983067475
S204,85,202,20,CW_L,FAITHFUL,1,1135,0.000881057268722467,3.05499586152914
S204,86,204,20,NW_L_COMP,NORTHIZE,1,927,0.00107874865156419,2.9670797341445
S204,87,207,5,FILL_W,BLEAK,0,1221,0.000819000819000819,3.08671566394488
S204,88,202,14,CW_L,FEEDER,0,1221,0.000819000819000819,3.08671566394488
S204,89,205,7,NW_S_SIMP,JAWLA,1,618,0.00161812297734628,2.79098847508882
S204,90,208,23,FILL_NW,GAIRS,1,801,0.00124843945068664,2.90363251608424
S204,91,201,8,CW_S,BEARDED,1,841,0.00118906064209275,2.92479599579791
S204,92,201,40,CW_S,ENJOYMENT,1,962,0.00103950103950104,2.98317507203781
S204,93,201,47,CW_S,MOSSY,1,626,0.00159744408945687,2.79657433321043
S204,94,205,21,NW_S_SIMP,WINKIDY,1,865,0.00115606936416185,2.93701610746481
S204,95,205,8,NW_S_SIMP,OPPOSEMANT,0,1030,0.000970873786407767,3.01283722470517
S204,96,206,5,NW_L_SIMP,PICKENGE,0,1221,0.000819000819000819,3.08671566394488
S204,97,207,49,FILL_W,SUIT,1,689,0.00145137880986938,2.83821922190763
S204,98,204,10,NW_L_COMP,COLDITY,1,761,0.00131406044678055,2.88138465677057
S204,99,208,37,FILL_NW,PLAODS,1,1210,0.000826446280991736,3.08278537031645
S204,100,208,38,FILL_NW,POLT,1,977,0.00102354145342886,2.98989456371877
S204,101,208,3,FILL_NW,BLANTH,1,961,0.00104058272632674,2.98272338766855
S204,102,203,18,NW_S_COMP,HEIGHTENCE,1,1077,0.000928505106778087,3.03221570329798
S204,103,203,16,NW_S_COMP,BRANCHER,1,1176,0.000850340136054422,3.07040732174012
S204,104,201,49,CW_S,BOSSY,1,643,0.0015552099533437,2.80821097292422
S204,105,202,6,CW_L,COMPOSER,1,612,0.00163398692810458,2.78675142214556
S204,106,207,4,FILL_W,BLUNT,1,919,0.00108813928182807,2.96331551138611
S204,107,204,3,NW_L_COMP,FLITENCE,1,764,0.00130890052356021,2.88309335857569
S204,108,207,30,FILL_W,FLOAT,1,1160,0.000862068965517241,3.06445798922692
S204,109,201,22,CW_S,PLANNER,1,617,0.00162074554294976,2.79028516403324
S204,110,207,37,FILL_W,SHIP,1,557,0.00179533213644524,2.74585519517373
S204,111,201,43,CW_S,DULLNESS,1,539,0.00185528756957328,2.73158876518674
S204,112,202,16,CW_L,HEATER,1,649,0.00154083204930663,2.81224469680037
S204,113,208,50,FILL_NW,BORMS,1,680,0.00147058823529412,2.83250891270624
S204,114,204,17,NW_L_COMP,FELLOWOUS,1,921,0.001085776330076,2.96425963019685
S204,115,208,30,FILL_NW,HOITS,1,766,0.00130548302872063,2.8842287696326
S204,116,202,38,CW_L,EXCITEMENT,1,664,0.00150602409638554,2.82216807936802
S204,117,204,18,NW_L_COMP,BOILOUS,0,587,0.00170357751277683,2.76863810124761
S204,118,201,1,CW_S,DETECTABLE,1,915,0.00109289617486339,2.96142109406645
S204,119,208,13,FILL_NW,DASP,1,700,0.00142857142857143,2.84509804001426
S204,120,208,8,FILL_NW,BLAYS,1,1199,0.000834028356964137,3.07881918309885
S204,121,205,24,NW_S_SIMP,FEVERIME,1,1208,0.000827814569536424,3.08206693428511
S204,122,202,19,CW_L,SHAMEFUL,1,734,0.00136239782016349,2.86569605991607
S204,123,207,10,FILL_W,BRASS,1,689,0.00145137880986938,2.83821922190763
S204,124,202,45,CW_L,EDITOR,1,675,0.00148148148148148,2.82930377283102
S204,125,203,22,NW_S_COMP,DEBTISH,1,781,0.00128040973111396,2.8926510338773
S204,126,207,14,FILL_W,GLOOM,1,484,0.00206611570247934,2.68484536164441
S204,127,207,11,FILL_W,CHIP,1,660,0.00151515151515152,2.81954393554187
S204,128,201,30,CW_S,EFFORTLESS,1,731,0.00136798905608755,2.86391737695786
S204,129,208,45,FILL_NW,ULNS,1,794,0.00125944584382872,2.8998205024271
S204,130,203,9,NW_S_COMP,ARIDISM,1,861,0.00116144018583043,2.93500315145365
S204,131,204,11,NW_L_COMP,MOUTHIZE,1,1171,0.00085397096498719,3.06855689507236
S204,132,208,20,FILL_NW,TREMP,1,740,0.00135135135135135,2.86923171973098
S204,133,202,30,CW_L,JUMPING,1,578,0.00173010380622837,2.76192783842053
S204,134,204,4,NW_L_COMP,RIPENCE,1,733,0.00136425648021828,2.86510397464113
S204,135,203,1,NW_S_COMP,MELTANCE,1,713,0.00140252454417952,2.85308952985187
S204,136,208,49,FILL_NW,VUNKS,1,616,0.00162337662337662,2.78958071216443
S204,137,202,13,CW_L,PUSHER,1,688,0.00145348837209302,2.83758843823551
S204,138,203,11,NW_S_COMP,CURTITY,1,1108,0.000902527075812274,3.04453976039241
S204,139,208,36,FILL_NW,PIFTH,0,1220,0.000819672131147541,3.08635983067475
S204,140,204,5,NW_L_COMP,SHEETER,1,1050,0.000952380952380952,3.02118929906994
S204,141,205,11,NW_S_SIMP,DIGODY,1,812,0.00123152709359606,2.90955602924118
S204,142,207,2,FILL_W,WEIRD,1,834,0.00119904076738609,2.92116605063774
S204,143,204,21,NW_L_COMP,EMPLOYNESS,1,738,0.0013550135501355,2.86805636182304
S204,144,203,20,NW_S_COMP,EJECTENCE,1,1115,0.000896860986547085,3.04727486738418
S204,145,203,7,NW_S_COMP,ALTARIC,1,900,0.00111111111111111,2.95424250943932
S204,146,203,23,NW_S_COMP,YANKORY,1,703,0.00142247510668563,2.84695532501982
S204,147,207,44,FILL_W,OLD,1,727,0.00137551581843191,2.86153441085904
S204,148,207,12,FILL_W,WEAVE,1,612,0.00163398692810458,2.78675142214556
S204,149,201,26,CW_S,TOSSING,1,540,0.00185185185185185,2.73239375982297
S204,150,204,16,NW_L_COMP,FLIPORY,1,656,0.00152439024390244,2.81690383937566
S204,151,201,29,CW_S,HARMLESS,1,1048,0.000954198473282443,3.02036128264771
S204,152,205,9,NW_S_SIMP,NEXTNELS,1,1093,0.000914913083257091,3.0386201619497
S204,153,206,25,NW_L_SIMP,BEARILT,0,1221,0.000819000819000819,3.08671566394488
S204,154,208,41,FILL_NW,SCURE,1,1177,0.000849617672047579,3.07077646284343
S204,155,207,50,FILL_W,SMOKE,1,1131,0.000884173297966401,3.05346260492546
S204,156,203,21,NW_S_COMP,WELDIC,1,847,0.00118063754427391,2.92788341033071
S204,157,201,44,CW_S,AWARENESS,1,757,0.00132100396301189,2.87909587950007
S204,158,202,36,CW_L,QUIETLY,1,601,0.00166389351081531,2.77887447200274
S204,159,202,34,CW_L,BONELESS,1,586,0.00170648464163823,2.76789761601809
S204,160,206,10,NW_L_SIMP,ELBOWILM,1,752,0.00132978723404255,2.87621784059164
S204,161,207,48,FILL_W,TREAT,1,667,0.00149925037481259,2.82412583391655
S204,162,208,16,FILL_NW,DOWED,1,892,0.00112107623318386,2.95036485437612
S204,163,208,43,FILL_NW,SOISE,1,716,0.00139664804469274,2.85491302230786
S204,164,201,38,CW_S,AMUSEMENT,1,711,0.00140646976090014,2.85186960072977
S204,165,206,6,NW_L_SIMP,TAXFIL,1,760,0.00131578947368421,2.88081359228079
S204,166,202,35,CW_L,SHAPELY,1,680,0.00147058823529412,2.83250891270624
S204,167,207,29,FILL_W,BAKE,1,857,0.00116686114352392,2.9329808219232
S204,168,206,1,NW_L_SIMP,PRAYANGE,1,762,0.00131233595800525,2.8819549713396
S204,169,205,10,NW_S_SIMP,BASKODY,1,760,0.00131578947368421,2.88081359228079
S204,170,202,27,CW_L,LAUGHING,1,563,0.00177619893428064,2.75050839485135
S204,171,205,22,NW_S_SIMP,THRILLANGE,1,814,0.00122850122850123,2.9106244048892
S204,172,201,50,CW_S,RISKY,1,810,0.00123456790123457,2.90848501887865
S204,173,207,15,FILL_W,STARVE,1,571,0.00175131348511384,2.75663610824585
S204,174,208,35,FILL_NW,PHEEKS,1,856,0.00116822429906542,2.93247376467715
S204,175,207,47,FILL_W,TEST,1,578,0.00173010380622837,2.76192783842053
S204,176,207,45,FILL_W,TAX,1,653,0.00153139356814701,2.81491318127507
S204,177,208,6,FILL_NW,CINDS,1,581,0.00172117039586919,2.76417613239033
S204,178,202,37,CW_L,WRONGLY,1,561,0.0017825311942959,2.74896286125616
S204,179,201,6,CW_S,DIETARY,1,685,0.00145985401459854,2.83569057149243
S204,180,208,2,FILL_NW,BALFS,1,666,0.0015015015015015,2.8234742291703
S204,181,204,2,NW_L_COMP,TRIPARY,0,1221,0.000819000819000819,3.08671566394488
S204,182,201,27,CW_S,TUTORING,1,806,0.00124069478908189,2.90633504180509
S204,183,201,28,CW_S,PEAKING,1,808,0.00123762376237624,2.90741136077459
S204,184,202,48,CW_L,WEEDY,1,896,0.00111607142857143,2.95230800966213
S204,185,208,29,FILL_NW,HESK,1,673,0.00148588410104012,2.82801506422398
S204,186,203,4,NW_S_COMP,FIGER,1,1151,0.000868809730668983,3.06107532362979
S204,187,208,34,FILL_NW,LOLDS,1,887,0.00112739571589628,2.94792361983173
S204,188,202,25,CW_L,PARKING,1,616,0.00162337662337662,2.78958071216443
S204,189,204,6,NW_L_COMP,GASFUL,1,767,0.00130378096479791,2.88479536394898
S204,190,201,19,CW_S,DESIGN,1,1157,0.000864304235090752,3.06333335895175
S204,191,206,16,NW_L_SIMP,SHOOTMANT,1,720,0.00138888888888889,2.85733249643127
S204,192,201,17,CW_S,SINGER,1,716,0.00139664804469274,2.85491302230786
S204,193,208,15,FILL_NW,DOADS,1,689,0.00145137880986938,2.83821922190763
S204,194,204,14,NW_L_COMP,PASSMENT,1,741,0.00134952766531714,2.86981820797933
S204,195,204,19,NW_L_COMP,KINGISM,1,747,0.00133868808567604,2.8733206018154
S204,196,207,35,FILL_W,LEGAL,1,566,0.00176678445229682,2.75281643118827
S204,197,207,38,FILL_W,COOK,1,617,0.00162074554294976,2.79028516403324
S204,198,207,25,FILL_W,EAT,1,836,0.00119617224880383,2.92220627743902
S204,199,201,23,CW_S,TEACHER,1,529,0.00189035916824197,2.72345567203519
S204,200,205,3,NW_S_SIMP,HEIRIG,1,823,0.00121506682867558,2.91539983521227
S204,201,205,12,NW_S_SIMP,WARNODY,1,750,0.00133333333333333,2.8750612633917
S204,202,207,42,FILL_W,BOX,1,829,0.00120627261761158,2.91855453055027
S204,203,206,3,NW_L_SIMP,BANDADY,1,900,0.00111111111111111,2.95424250943932
S204,204,208,27,FILL_NW,HEEM,1,593,0.00168634064080944,2.77305469336426
S204,205,205,4,NW_S_SIMP,AIDIG,1,1092,0.000915750915750916,3.03822263836872
S204,206,202,44,CW_L,CONDUCTOR,1,777,0.00128700128700129,2.89042101880091
S204,207,203,15,NW_S_COMP,TRUENESS,1,838,0.00119331742243437,2.92324401863028
S204,208,207,19,FILL_W,DRUNK,1,613,0.00163132137030995,2.78746047451842
S204,209,204,7,NW_L_COMP,ANGELISH,1,652,0.00153374233128834,2.81424759573192
S204,210,201,33,CW_S,NEATLY,1,941,0.00106269925611052,2.97358962342726
S204,211,204,12,NW_L_COMP,MUDLY,1,855,0.00116959064327485,2.93196611472817
S204,212,201,42,CW_S,MILDNESS,1,994,0.00100603621730382,2.99738638439731
S204,213,207,28,FILL_W,GOLF,1,867,0.00115340253748558,2.93801909747621
S204,214,201,13,CW_S,JAILER,1,861,0.00116144018583043,2.93500315145365
S204,215,205,20,NW_S_SIMP,YIELDILT,0,741,0.00134952766531714,2.86981820797933
S204,216,206,19,NW_L_SIMP,SMOOTHFIL,1,1136,0.000880281690140845,3.055378331375
S204,217,201,36,CW_S,COSTLY,1,637,0.00156985871271586,2.80413943233535
S204,218,202,24,CW_L,COOLING,0,964,0.00103734439834025,2.98407703390283
S204,219,207,26,FILL_W,MOURN,1,917,0.00109051254089422,2.96236933567002
S204,220,205,14,NW_S_SIMP,HELMETOES,0,1221,0.000819000819000819,3.08671566394488
S204,221,201,12,CW_S,RAIDER,1,874,0.0011441647597254,2.9415114326344
S204,222,208,14,FILL_NW,DELP,1,725,0.00137931034482759,2.86033800657099
S204,223,201,35,CW_S,HUGELY,0,1221,0.000819000819000819,3.08671566394488
S204,224,202,26,CW_L,GUARDING,1,682,0.00146627565982405,2.83378437465648
S204,225,202,18,CW_L,PAINTER,1,1062,0.000941619585687382,3.02612451674545
S204,226,207,40,FILL_W,SOUGHT,1,921,0.001085776330076,2.96425963019685
S204,227,203,24,NW_S_COMP,FIENDISM,1,1217,0.000821692686935086,3.08529057823006
S204,228,206,2,NW_L_SIMP,BOGADY,0,1221,0.000819000819000819,3.08671566394488
S204,229,207,18,FILL_W,CEASE,1,698,0.00143266475644699,2.84385542262316
S204,230,208,28,FILL_NW,HEND,1,863,0.00115874855156431,2.93601079571521
S204,231,207,41,FILL_W,PACK,1,760,0.00131578947368421,2.88081359228079
S204,232,202,47,CW_L,PROFESSOR,1,799,0.00125156445556946,2.90254677931399
S204,233,202,41,CW_L,MADNESS,1,622,0.00160771704180064,2.79379038469082
S204,234,202,15,CW_L,CLEANER,1,915,0.00109289617486339,2.96142109406645
S204,235,201,34,CW_S,GUILTY,1,777,0.00128700128700129,2.89042101880091
S204,236,201,48,CW_S,CHILLY,1,715,0.0013986013986014,2.85430604180108
S204,237,207,23,FILL_W,LITHE,0,957,0.00104493207941484,2.98091193777684
S204,238,208,40,FILL_NW,PUCTS,0,1222,0.000818330605564648,3.08707120590654
S204,239,208,22,FILL_NW,FROT,1,1165,0.000858369098712446,3.06632592536204
S204,240,208,33,FILL_NW,KRAISE,1,626,0.00159744408945687,2.79657433321043
S204,241,204,8,NW_L_COMP,INKISM,1,929,0.00107642626480086,2.96801571399364
S204,242,207,46,FILL_W,SAVE,1,850,0.00117647058823529,2.92941892571429
S204,243,202,43,CW_L,SAILOR,1,738,0.0013550135501355,2.86805636182304
S204,244,206,23,NW_L_SIMP,VALIDEL,0,1221,0.000819000819000819,3.08671566394488
S204,245,207,9,FILL_W,LEAK,1,619,0.00161550888529887,2.79169064902012
S204,246,207,3,FILL_W,BALD,1,796,0.00125628140703518,2.90091306773767
