SubjID,nw_target,nw_response_time,nw_famsize,simp_comp,nw_LogBf
S130,helmetoes,674,S,SIMP,5.49
S130,warnody,735,S,SIMP,7.44
S130,flitence,722,L,COMP,6.4
S130,witchith,774,L,SIMP,6.79
S130,pitchory,782,L,COMP,6.41
S130,smoothfil,820,L,SIMP,6.95
S130,towerla,498,L,SIMP,7.07
S130,baskody,587,S,SIMP,4.22
S130,happenance,741,S,COMP,8.85
S130,gumfil,616,S,SIMP,4.04
S130,heightence,925,S,COMP,6.82
S130,passment,862,L,COMP,9.21
S130,zoomfil,528,S,SIMP,3.53
S130,medicalady,707,S,SIMP,7.19
S130,breakity,678,L,COMP,8.76
S130,bloodel,589,L,SIMP,8.29
S130,digody,736,S,SIMP,6.66
S130,jawla,389,S,SIMP,6.03
S130,trueness,803,S,COMP,NA
S130,ejectence,695,S,COMP,4.19
S130,flipory,573,L,COMP,5.21
S130,boltoes,16326,S,SIMP,5.85
S130,bogady,654,L,SIMP,5.56
S130,pillize,484,S,COMP,6.29
S130,opposemant,761,S,SIMP,6.9
S130,beerer,995,S,COMP,6.75
S130,earilt,632,L,SIMP,2.77
S130,lidary,658,S,COMP,6.26
S130,fiendism,814,S,COMP,3.97
S130,figer,625,S,COMP,5.28
S130,pickenge,754,L,SIMP,8.13
S130,taxfil,740,L,SIMP,7.92
S130,brancher,671,S,COMP,7.43
S130,acremant,801,S,SIMP,6.56
S130,aidig,740,S,SIMP,7.06
S130,debtish,870,S,COMP,6.49
S130,nextnels,719,S,SIMP,8.91
S130,aridism,738,S,COMP,4.61
S130,classoes,598,L,SIMP,8.73
S130,northize,842,L,COMP,7.84
S130,tripary,575,L,COMP,7.23
S130,pooridy,771,L,SIMP,8.38
S130,altaric,635,S,COMP,6
S130,nullith,992,S,SIMP,3.81
S131,antilm,990,S,COMP,5.33
S131,warnory,988,S,SIMP,7.44
S131,jawly,951,S,SIMP,6.03
S131,fanfil,743,S,COMP,6.16
S131,coldidy,992,L,COMP,8.18
S131,branchel,989,S,COMP,7.43
S131,helmetous,760,S,SIMP,5.49
S131,curtidy,705,S,COMP,4.48
S131,aridilm,584,S,COMP,4.61
S131,passmant,992,L,COMP,9.21
S131,mouthime,993,L,COMP,7.96
S131,heiric,995,S,SIMP,5.35
S131,beerel,990,S,COMP,6.75
S131,witchish,675,L,SIMP,6.79
S131,breakidy,920,L,COMP,8.76
S131,nextness,990,S,SIMP,8.91
S131,blooder,989,L,SIMP,8.29
S131,freenels,859,L,COMP,8.89
S131,criticance,734,L,SIMP,7.91
S131,classous,689,L,SIMP,8.73
S131,ime,489,L,COMP,7.84
S131,mudla,992,L,COMP,6.82
S131,rampize,673,S,SIMP,4.55
S131,taxful,995,L,SIMP,7.92
S131,acrement,991,S,SIMP,6.56
S131,addmant,979,L,COMP,8.68
S131,smoothful,575,L,SIMP,6.95
S131,longness,994,L,SIMP,9.86
S131,opposement,972,S,SIMP,6.9
S131,weldig,664,S,COMP,4.86
S131,valider,994,L,SIMP,6.43
S131,illilt,668,L,COMP,7.77
S131,treasonime,652,S,COMP,4.93
S131,lidady,722,S,COMP,6.26
S131,pickence,841,L,SIMP,8.13
S131,bindig,792,L,COMP,6.11
S131,bandary,661,L,SIMP,6.89
S131,boltous,994,S,SIMP,5.85
S131,kingilm,622,L,COMP,7.73
S131,agreela,648,L,COMP,8.46
S131,yieldist,990,S,SIMP,6.42
S131,tiltary,856,S,SIMP,5.79
S131,bogary,616,L,SIMP,5.56
S131,flipody,892,L,COMP,5.21
S131,fiendilm,727,S,COMP,3.97
S131,towerly,991,L,SIMP,7.07
S131,gumful,939,S,SIMP,4.04
S131,earist,666,L,SIMP,2.77
S131,advertisely,805,S,SIMP,1.56
S131,dumbidy,691,S,COMP,5.5
S131,growist,829,L,SIMP,9.05
S131,habitic,747,L,SIMP,7.63
S131,ripenge,631,L,COMP,6.15
S131,shootment,865,L,SIMP,7.51
S131,aidic,992,S,SIMP,7.06
S131,pillime,683,S,COMP,6.29
S131,socketer,772,S,SIMP,4.96
S131,angelith,686,L,COMP,6.48
S131,princemant,932,S,COMP,6.81
S131,gasfil,591,L,COMP,7.31
S131,humidoes,682,S,COMP,4.52
S131,flitenge,652,L,COMP,6.4
S131,sheetel,518,L,COMP,6.92
S131,thrillance,697,S,SIMP,5.73
S131,adoptish,783,S,COMP,7.09
S131,zoomful,993,S,SIMP,3.53
S131,dressory,870,L,SIMP,8.26
S131,happenange,807,S,COMP,8.85
S131,baskory,527,S,SIMP,4.22
S131,stirange,702,L,COMP,6.73
S131,schemeness,621,S,SIMP,7.39
S131,altarig,880,S,COMP,6
S131,employnels,686,L,COMP,8.44
S131,tripady,609,L,COMP,7.23
S131,elbowism,675,L,SIMP,7.47
S131,beanish,577,L,SIMP,6.05
S131,fellowoes,715,L,COMP,7.19
S131,yankody,512,S,COMP,3.93
S131,nutly,586,L,SIMP,6.85
S131,medicalary,582,S,SIMP,7.19
S131,debtith,590,S,COMP,6.49
S131,feverize,994,S,SIMP,6.39
S131,digory,556,S,SIMP,6.66
S131,inkilm,678,L,COMP,5.67
S131,meltange,989,S,COMP,6.06
S131,wigish,788,L,SIMP,5.57
S131,nullish,601,S,SIMP,3.81
S131,boil,401,L,COMP,7
S131,prayance,624,L,SIMP,6.96
S131,pitchody,839,L,COMP,6.41
S131,elmilt,989,S,COMP,5.16
S131,figel,551,S,COMP,5.28
S131,ejectenge,516,S,COMP,4.19
S131,truenels,663,S,COMP,NA
S131,poority,995,L,SIMP,8.38
S131,bearist,673,L,SIMP,7.87
S131,winkity,983,S,SIMP,5.38
S131,urnist,711,S,SIMP,4.22
S131,heightenge,504,S,COMP,6.82
S131,begence,754,L,SIMP,6.4
S132,nutla,672,L,SIMP,6.85
S132,fanful,627,S,COMP,6.16
S132,flitence,641,L,COMP,6.4
S132,pitchory,663,L,COMP,6.41
S132,wigith,520,L,SIMP,5.57
S132,earilt,631,L,SIMP,2.77
S132,northize,727,L,COMP,7.84
S132,helmetoes,708,S,SIMP,5.49
S132,feverime,698,S,SIMP,6.39
S132,medicalady,997,S,SIMP,7.19
S132,heightence,797,S,COMP,6.82
S132,nullith,546,S,SIMP,3.81
S132,ripence,664,L,COMP,6.15
S132,breakity,659,L,COMP,8.76
S132,elmist,649,S,COMP,5.16
S132,schemenels,636,S,SIMP,7.39
S132,aidig,537,S,SIMP,7.06
S132,weldic,742,S,COMP,4.86
S132,inkism,932,L,COMP,5.67
S132,kingism,627,L,COMP,7.73
S132,happenance,542,S,COMP,8.85
S132,warnody,590,S,SIMP,7.44
S132,treasonize,710,S,COMP,4.93
S132,dumbity,699,S,COMP,5.5
S132,yankory,652,S,COMP,3.93
S132,prayange,665,L,SIMP,6.96
S132,stirance,655,L,COMP,6.73
S132,addment,693,L,COMP,8.68
S132,growilt,521,L,SIMP,9.05
S132,zoomfil,636,S,SIMP,3.53
S132,trueness,994,S,COMP,NA
S132,curtity,664,S,COMP,4.48
S132,angelish,980,L,COMP,6.48
S132,habitig,723,L,SIMP,7.63
S132,validel,582,L,SIMP,6.43
S132,pillize,608,S,COMP,6.29
S132,heirig,567,S,SIMP,5.35
S132,elbowilm,787,L,SIMP,7.47
S132,bandady,611,L,SIMP,6.89
S132,smoothfil,916,L,SIMP,6.95
S132,pickenge,571,L,SIMP,8.13
S132,winkidy,686,S,SIMP,5.38
S132,altaric,713,S,COMP,6
S132,longnels,689,L,SIMP,9.86
S132,classoes,700,L,SIMP,8.73
S132,flipory,613,L,COMP,5.21
S132,shootmant,515,L,SIMP,7.51
S132,acremant,527,S,SIMP,6.56
S132,towerla,540,L,SIMP,7.07
S132,bindic,648,L,COMP,6.11
S132,baskody,586,S,SIMP,4.22
S132,figer,815,S,COMP,5.28
S132,witchith,27330,L,SIMP,6.79
S132,taxfil,698,L,SIMP,7.92
S132,begenge,659,L,SIMP,6.4
S132,freeness,899,L,COMP,8.89
S132,rampime,919,S,SIMP,4.55
S132,ejectence,862,S,COMP,4.19
S132,opposemant,755,S,SIMP,6.9
S132,adoptish,577,S,COMP,7.09
S132,yieldilt,691,S,SIMP,6.42
S132,gasful,789,L,COMP,7.31
S132,advertisela,667,S,SIMP,1.56
S132,mouthize,773,L,COMP,7.96
S132,pooridy,677,L,SIMP,8.38
S132,digody,599,S,SIMP,6.66
S132,mudly,810,L,COMP,6.82
S132,passment,772,L,COMP,9.21
S132,illist,687,L,COMP,7.77
S132,thrillange,679,S,SIMP,5.73
S132,boilous,649,L,COMP,7
S132,antism,648,S,COMP,5.33
S132,bogady,650,L,SIMP,5.56
S132,jawla,587,S,SIMP,6.03
S132,criticange,608,L,SIMP,7.91
S132,debtish,662,S,COMP,6.49
S132,humidous,995,S,COMP,4.52
S132,brancher,994,S,COMP,7.43
S132,bloodel,714,L,SIMP,8.29
S132,nextnels,761,S,SIMP,8.91
S132,aridism,751,S,COMP,4.61
S132,fiendism,550,S,COMP,3.97
S132,tiltady,642,S,SIMP,5.79
S132,gumfil,681,S,SIMP,4.04
S132,sheeter,806,L,COMP,6.92
S132,dressody,690,L,SIMP,8.26
S132,agreely,590,L,COMP,8.46
S132,urnilt,478,S,SIMP,4.22
S132,employness,791,L,COMP,8.44
S132,socketel,648,S,SIMP,4.96
S132,meltance,566,S,COMP,6.06
S132,beerer,579,S,COMP,6.75
S132,bearilt,618,L,SIMP,7.87
S132,princement,653,S,COMP,6.81
S132,lidary,791,S,COMP,6.26
S132,coldity,680,L,COMP,8.18
S132,beanith,842,L,SIMP,6.05
S132,boltoes,724,S,SIMP,5.85
S132,fellowous,697,L,COMP,7.19
S132,tripary,649,L,COMP,7.23
S133,ejectenge,991,S,COMP,4.19
S133,fiendilm,398,S,COMP,3.97
S133,bearist,930,L,SIMP,7.87
S133,heightenge,623,S,COMP,6.82
S133,adoptish,966,S,COMP,7.09
S133,nullish,994,S,SIMP,3.81
S133,treasonime,926,S,COMP,4.93
S133,earist,862,L,SIMP,2.77
S133,medicalary,645,S,SIMP,7.19
S133,heiric,860,S,SIMP,5.35
S133,warnory,529,S,SIMP,7.44
S133,elbowism,516,L,SIMP,7.47
S133,prayance,746,L,SIMP,6.96
S133,altarig,718,S,COMP,6
S133,helmetous,568,S,SIMP,5.49
S133,begence,814,L,SIMP,6.4
S133,pitchody,901,L,COMP,6.41
S133,kingilm,667,L,COMP,7.73
S133,weldig,607,S,COMP,4.86
S133,thrillance,872,S,SIMP,5.73
S133,debtith,637,S,COMP,6.49
S133,gasfil,544,L,COMP,7.31
S133,antilm,994,S,COMP,5.33
S133,beerel,757,S,COMP,6.75
S133,yieldist,838,S,SIMP,6.42
S133,employnels,576,L,COMP,8.44
S133,mouthime,479,L,COMP,7.96
S133,pickence,696,L,SIMP,8.13
S133,angelith,774,L,COMP,6.48
S133,lidady,559,S,COMP,6.26
S133,branchel,832,S,COMP,7.43
S133,tiltary,992,S,SIMP,5.79
S133,truenels,701,S,COMP,NA
S133,agreela,779,L,COMP,8.46
S133,valider,792,L,SIMP,6.43
S133,tripady,628,L,COMP,7.23
S133,illilt,992,L,COMP,7.77
S133,habitic,786,L,SIMP,7.63
S133,urnist,989,S,SIMP,4.22
S133,baskory,754,S,SIMP,4.22
S133,shootment,941,L,SIMP,7.51
S133,zoomful,880,S,SIMP,3.53
S133,criticance,780,L,SIMP,7.91
S133,nextness,992,S,SIMP,8.91
S133,freenels,578,L,COMP,8.89
S133,growist,630,L,SIMP,9.05
S133,meltange,668,S,COMP,6.06
S133,taxful,557,L,SIMP,7.92
S133,stirange,881,L,COMP,6.73
S133,classous,768,L,SIMP,8.73
S133,towerly,927,L,SIMP,7.07
S133,nutly,994,L,SIMP,6.85
S133,aridilm,677,S,COMP,4.61
S133,curtidy,638,S,COMP,4.48
S133,fanfil,699,S,COMP,6.16
S133,pillime,956,S,COMP,6.29
S133,boil,991,L,COMP,7
S133,flipody,920,L,COMP,5.21
S133,winkity,532,S,SIMP,5.38
S133,feverize,993,S,SIMP,6.39
S133,inkilm,864,L,COMP,5.67
S133,digory,889,S,SIMP,6.66
S133,acrement,585,S,SIMP,6.56
S133,breakidy,812,L,COMP,8.76
S133,socketer,995,S,SIMP,4.96
S133,blooder,989,L,SIMP,8.29
S133,smoothful,990,L,SIMP,6.95
S133,humidoes,636,S,COMP,4.52
S133,rampize,993,S,SIMP,4.55
S133,schemeness,992,S,SIMP,7.39
S133,coldidy,901,L,COMP,8.18
S133,fellowoes,996,L,COMP,7.19
S133,poority,858,L,SIMP,8.38
S133,longness,953,L,SIMP,9.86
S133,mudla,691,L,COMP,6.82
S133,advertisely,992,S,SIMP,1.56
S133,jawly,832,S,SIMP,6.03
S133,ime,720,L,COMP,7.84
S133,happenange,604,S,COMP,8.85
S133,dressory,991,L,SIMP,8.26
S133,passmant,541,L,COMP,9.21
S133,sheetel,589,L,COMP,6.92
S133,aidic,683,S,SIMP,7.06
S133,beanish,844,L,SIMP,6.05
S133,bogary,945,L,SIMP,5.56
S133,elmilt,696,S,COMP,5.16
S133,figel,631,S,COMP,5.28
S133,opposement,926,S,SIMP,6.9
S133,boltous,809,S,SIMP,5.85
S133,yankody,732,S,COMP,3.93
S133,ripenge,635,L,COMP,6.15
S133,bandary,992,L,SIMP,6.89
S133,bindig,720,L,COMP,6.11
S133,dumbidy,882,S,COMP,5.5
S133,addmant,995,L,COMP,8.68
S133,gumful,993,S,SIMP,4.04
S133,witchish,991,L,SIMP,6.79
S133,wigish,990,L,SIMP,5.57
S133,princemant,701,S,COMP,6.81
S133,flitenge,651,L,COMP,6.4
S134,acremant,372,S,SIMP,6.56
S134,bandady,510,L,SIMP,6.89
S134,helmetoes,422,S,SIMP,5.49
S134,breakity,468,L,COMP,8.76
S134,stirance,334,L,COMP,6.73
S134,pickenge,575,L,SIMP,8.13
S134,mouthize,673,L,COMP,7.96
S134,habitig,553,L,SIMP,7.63
S134,elmist,506,S,COMP,5.16
S134,bogady,468,L,SIMP,5.56
S134,boltoes,573,S,SIMP,5.85
S134,treasonize,648,S,COMP,4.93
S134,nullith,619,S,SIMP,3.81
S134,antism,752,S,COMP,5.33
S134,gasful,611,L,COMP,7.31
S134,elbowilm,599,L,SIMP,7.47
S134,winkidy,638,S,SIMP,5.38
S134,addment,719,L,COMP,8.68
S134,opposemant,745,S,SIMP,6.9
S134,pitchory,548,L,COMP,6.41
S134,tiltady,496,S,SIMP,5.79
S134,medicalady,721,S,SIMP,7.19
S134,warnody,644,S,SIMP,7.44
S134,baskody,582,S,SIMP,4.22
S134,meltance,535,S,COMP,6.06
S134,thrillange,392,S,SIMP,5.73
S134,pooridy,989,L,SIMP,8.38
S134,happenance,309,S,COMP,8.85
S134,northize,684,L,COMP,7.84
S134,digody,489,S,SIMP,6.66
S134,coldity,579,L,COMP,8.18
S134,criticange,692,L,SIMP,7.91
S134,beerer,597,S,COMP,6.75
S134,prayange,762,L,SIMP,6.96
S134,jawla,486,S,SIMP,6.03
S134,classoes,578,L,SIMP,8.73
S134,earilt,627,L,SIMP,2.77
S134,bindic,414,L,COMP,6.11
S134,ripence,403,L,COMP,6.15
S134,inkism,556,L,COMP,5.67
S134,yieldilt,447,S,SIMP,6.42
S134,begenge,487,L,SIMP,6.4
S134,agreely,453,L,COMP,8.46
S134,heirig,492,S,SIMP,5.35
S134,fellowous,574,L,COMP,7.19
S134,tripary,567,L,COMP,7.23
S134,curtity,440,S,COMP,4.48
S134,passment,536,L,COMP,9.21
S134,weldic,540,S,COMP,4.86
S134,debtish,558,S,COMP,6.49
S134,boilous,579,L,COMP,7
S134,bloodel,508,L,SIMP,8.29
S134,yankory,630,S,COMP,3.93
S134,nextnels,574,S,SIMP,8.91
S134,rampime,450,S,SIMP,4.55
S134,smoothfil,740,L,SIMP,6.95
S134,longnels,465,L,SIMP,9.86
S134,fanful,527,S,COMP,6.16
S134,adoptish,403,S,COMP,7.09
S134,sheeter,337,L,COMP,6.92
S134,socketel,572,S,SIMP,4.96
S134,lidary,565,S,COMP,6.26
S134,pillize,562,S,COMP,6.29
S134,beanith,469,L,SIMP,6.05
S134,towerla,422,L,SIMP,7.07
S134,schemenels,437,S,SIMP,7.39
S134,validel,531,L,SIMP,6.43
S134,ejectence,527,S,COMP,4.19
S134,figer,453,S,COMP,5.28
S134,heightence,596,S,COMP,6.82
S134,shootmant,993,L,SIMP,7.51
S134,altaric,515,S,COMP,6
S134,employness,472,L,COMP,8.44
S134,growilt,342,L,SIMP,9.05
S134,freeness,433,L,COMP,8.89
S134,mudly,548,L,COMP,6.82
S134,brancher,946,S,COMP,7.43
S134,kingism,679,L,COMP,7.73
S134,dumbity,459,S,COMP,5.5
S134,fiendism,586,S,COMP,3.97
S134,witchith,460,L,SIMP,6.79
S134,princement,490,S,COMP,6.81
S134,aidig,545,S,SIMP,7.06
S134,trueness,452,S,COMP,NA
S134,nutla,485,L,SIMP,6.85
S134,bearilt,529,L,SIMP,7.87
S134,taxfil,482,L,SIMP,7.92
S134,advertisela,416,S,SIMP,1.56
S134,wigith,310,L,SIMP,5.57
S134,zoomfil,398,S,SIMP,3.53
S134,flipory,476,L,COMP,5.21
S134,flitence,480,L,COMP,6.4
S134,aridism,523,S,COMP,4.61
S134,feverime,466,S,SIMP,6.39
S134,urnilt,404,S,SIMP,4.22
S134,dressody,459,L,SIMP,8.26
S134,gumfil,651,S,SIMP,4.04
S134,illist,593,L,COMP,7.77
S134,angelish,522,L,COMP,6.48
S134,humidous,436,S,COMP,4.52
S135,humidoes,797,S,COMP,4.52
S135,sheetel,928,L,COMP,6.92
S135,ripenge,995,L,COMP,6.15
S135,nullish,867,S,SIMP,3.81
S135,smoothful,783,L,SIMP,6.95
S135,warnory,992,S,SIMP,7.44
S135,adoptish,809,S,COMP,7.09
S135,feverize,996,S,SIMP,6.39
S135,bindig,795,L,COMP,6.11
S135,lidady,723,S,COMP,6.26
S135,opposement,703,S,SIMP,6.9
S135,bogary,993,L,SIMP,5.56
S135,rampize,965,S,SIMP,4.55
S135,dumbidy,852,S,COMP,5.5
S135,treasonime,787,S,COMP,4.93
S135,elbowism,985,L,SIMP,7.47
S135,gasfil,693,L,COMP,7.31
S135,meltange,866,S,COMP,6.06
S135,altarig,700,S,COMP,6
S135,breakidy,790,L,COMP,8.76
S135,branchel,669,S,COMP,7.43
S135,agreela,667,L,COMP,8.46
S135,helmetous,0,S,SIMP,5.49
S135,bearist,797,L,SIMP,7.87
S135,zoomful,822,S,SIMP,3.53
S135,happenange,635,S,COMP,8.85
S135,antilm,615,S,COMP,5.33
S135,fiendilm,609,S,COMP,3.97
S135,passmant,699,L,COMP,9.21
S135,habitic,992,L,SIMP,7.63
S135,wigish,806,L,SIMP,5.57
S135,elmilt,652,S,COMP,5.16
S135,classous,723,L,SIMP,8.73
S135,winkity,720,S,SIMP,5.38
S135,advertisely,603,S,SIMP,1.56
S135,beerel,679,S,COMP,6.75
S135,urnist,871,S,SIMP,4.22
S135,ejectenge,795,S,COMP,4.19
S135,illilt,965,L,COMP,7.77
S135,yankody,611,S,COMP,3.93
S135,heightenge,926,S,COMP,6.82
S135,shootment,756,L,SIMP,7.51
S135,curtidy,805,S,COMP,4.48
S135,fellowoes,676,L,COMP,7.19
S135,stirange,584,L,COMP,6.73
S135,inkilm,526,L,COMP,5.67
S135,beanish,547,L,SIMP,6.05
S135,earist,810,L,SIMP,2.77
S135,nextness,795,S,SIMP,8.91
S135,begence,642,L,SIMP,6.4
S135,mudla,571,L,COMP,6.82
S135,debtith,505,S,COMP,6.49
S135,boil,508,L,COMP,7
S135,flipody,638,L,COMP,5.21
S135,witchish,880,L,SIMP,6.79
S135,taxful,568,L,SIMP,7.92
S135,aidic,991,S,SIMP,7.06
S135,princemant,720,S,COMP,6.81
S135,criticance,810,L,SIMP,7.91
S135,dressory,647,L,SIMP,8.26
S135,medicalary,722,S,SIMP,7.19
S135,figel,546,S,COMP,5.28
S135,fanfil,710,S,COMP,6.16
S135,heiric,645,S,SIMP,5.35
S135,schemeness,994,S,SIMP,7.39
S135,angelith,560,L,COMP,6.48
S135,socketer,917,S,SIMP,4.96
S135,poority,711,L,SIMP,8.38
S135,blooder,527,L,SIMP,8.29
S135,baskory,654,S,SIMP,4.22
S135,tripady,588,L,COMP,7.23
S135,growist,688,L,SIMP,9.05
S135,mouthime,736,L,COMP,7.96
S135,pitchody,555,L,COMP,6.41
S135,kingilm,646,L,COMP,7.73
S135,tiltary,485,S,SIMP,5.79
S135,pickence,597,L,SIMP,8.13
S135,truenels,481,S,COMP,NA
S135,bandary,539,L,SIMP,6.89
S135,prayance,541,L,SIMP,6.96
S135,employnels,742,L,COMP,8.44
S135,aridilm,421,S,COMP,4.61
S135,coldidy,737,L,COMP,8.18
S135,valider,722,L,SIMP,6.43
S135,freenels,603,L,COMP,8.89
S135,boltous,550,S,SIMP,5.85
S135,thrillance,518,S,SIMP,5.73
S135,weldig,682,S,COMP,4.86
S135,pillime,631,S,COMP,6.29
S135,gumful,754,S,SIMP,4.04
S135,jawly,497,S,SIMP,6.03
S135,nutly,932,L,SIMP,6.85
S135,addmant,635,L,COMP,8.68
S135,longness,482,L,SIMP,9.86
S135,digory,621,S,SIMP,6.66
S135,towerly,803,L,SIMP,7.07
S135,yieldist,645,S,SIMP,6.42
S135,acrement,669,S,SIMP,6.56
S135,ime,755,L,COMP,7.84
S135,flitenge,678,L,COMP,6.4
S136,dressody,577,L,SIMP,8.26
S136,trueness,528,S,COMP,NA
S136,aidig,560,S,SIMP,7.06
S136,socketel,569,S,SIMP,4.96
S136,humidous,603,S,COMP,4.52
S136,feverime,728,S,SIMP,6.39
S136,validel,615,L,SIMP,6.43
S136,heightence,578,S,COMP,6.82
S136,debtish,562,S,COMP,6.49
S136,nullith,584,S,SIMP,3.81
S136,helmetoes,557,S,SIMP,5.49
S136,weldic,681,S,COMP,4.86
S136,passment,664,L,COMP,9.21
S136,bogady,538,L,SIMP,5.56
S136,flitence,800,L,COMP,6.4
S136,acremant,566,S,SIMP,6.56
S136,brancher,738,S,COMP,7.43
S136,boltoes,512,S,SIMP,5.85
S136,zoomfil,515,S,SIMP,3.53
S136,curtity,667,S,COMP,4.48
S136,medicalady,539,S,SIMP,7.19
S136,taxfil,515,L,SIMP,7.92
S136,towerla,482,L,SIMP,7.07
S136,winkidy,700,S,SIMP,5.38
S136,baskody,543,S,SIMP,4.22
S136,pickenge,515,L,SIMP,8.13
S136,agreely,599,L,COMP,8.46
S136,mouthize,594,L,COMP,7.96
S136,advertisela,687,S,SIMP,1.56
S136,criticange,527,L,SIMP,7.91
S136,meltance,530,S,COMP,6.06
S136,yankory,507,S,COMP,3.93
S136,witchith,552,L,SIMP,6.79
S136,princement,553,S,COMP,6.81
S136,fanful,561,S,COMP,6.16
S136,thrillange,666,S,SIMP,5.73
S136,lidary,473,S,COMP,6.26
S136,elbowilm,433,L,SIMP,7.47
S136,dumbity,565,S,COMP,5.5
S136,wigith,489,L,SIMP,5.57
S136,addment,533,L,COMP,8.68
S136,rampime,614,S,SIMP,4.55
S136,pitchory,580,L,COMP,6.41
S136,illist,513,L,COMP,7.77
S136,prayange,557,L,SIMP,6.96
S136,tiltady,553,S,SIMP,5.79
S136,longnels,757,L,SIMP,9.86
S136,breakity,502,L,COMP,8.76
S136,ejectence,8157,S,COMP,4.19
S136,warnody,561,S,SIMP,7.44
S136,employness,717,L,COMP,8.44
S136,jawla,426,S,SIMP,6.03
S136,pillize,713,S,COMP,6.29
S136,nextnels,590,S,SIMP,8.91
S136,ripence,489,L,COMP,6.15
S136,earilt,557,L,SIMP,2.77
S136,digody,452,S,SIMP,6.66
S136,fiendism,579,S,COMP,3.97
S136,figer,582,S,COMP,5.28
S136,beanith,718,L,SIMP,6.05
S136,fellowous,698,L,COMP,7.19
S136,nutla,689,L,SIMP,6.85
S136,freeness,835,L,COMP,8.89
S136,beerer,544,S,COMP,6.75
S136,sheeter,637,L,COMP,6.92
S136,flipory,489,L,COMP,5.21
S136,stirance,535,L,COMP,6.73
S136,adoptish,637,S,COMP,7.09
S136,pooridy,569,L,SIMP,8.38
S136,coldity,527,L,COMP,8.18
S136,habitig,415,L,SIMP,7.63
S136,classoes,576,L,SIMP,8.73
S136,begenge,473,L,SIMP,6.4
S136,northize,497,L,COMP,7.84
S136,growilt,496,L,SIMP,9.05
S136,bandady,499,L,SIMP,6.89
S136,urnilt,588,S,SIMP,4.22
S136,heirig,659,S,SIMP,5.35
S136,kingism,489,L,COMP,7.73
S136,smoothfil,799,L,SIMP,6.95
S136,inkism,606,L,COMP,5.67
S136,boilous,527,L,COMP,7
S136,altaric,537,S,COMP,6
S136,mudly,475,L,COMP,6.82
S136,bearilt,529,L,SIMP,7.87
S136,antism,528,S,COMP,5.33
S136,tripary,494,L,COMP,7.23
S136,aridism,491,S,COMP,4.61
S136,opposemant,548,S,SIMP,6.9
S136,happenance,681,S,COMP,8.85
S136,shootmant,493,L,SIMP,7.51
S136,bloodel,540,L,SIMP,8.29
S136,angelish,595,L,COMP,6.48
S136,schemenels,552,S,SIMP,7.39
S136,elmist,611,S,COMP,5.16
S136,yieldilt,428,S,SIMP,6.42
S136,bindic,488,L,COMP,6.11
S136,gasful,499,L,COMP,7.31
S136,treasonize,535,S,COMP,4.93
S136,gumfil,512,S,SIMP,4.04
S137,gumful,801,S,SIMP,4.04
S137,coldidy,997,L,COMP,8.18
S137,ime,713,L,COMP,7.84
S137,flitenge,930,L,COMP,6.4
S137,elbowism,996,L,SIMP,7.47
S137,boltous,812,S,SIMP,5.85
S137,weldig,735,S,COMP,4.86
S137,heiric,753,S,SIMP,5.35
S137,smoothful,649,L,SIMP,6.95
S137,dressory,821,L,SIMP,8.26
S137,altarig,718,S,COMP,6
S137,adoptish,683,S,COMP,7.09
S137,breakidy,747,L,COMP,8.76
S137,sheetel,663,L,COMP,6.92
S137,humidoes,764,S,COMP,4.52
S137,elmilt,663,S,COMP,5.16
S137,passmant,675,L,COMP,9.21
S137,truenels,634,S,COMP,NA
S137,pillime,994,S,COMP,6.29
S137,debtith,820,S,COMP,6.49
S137,nullish,689,S,SIMP,3.81
S137,yieldist,895,S,SIMP,6.42
S137,nutly,28859,L,SIMP,6.85
S137,feverize,991,S,SIMP,6.39
S137,fiendilm,748,S,COMP,3.97
S137,opposement,772,S,SIMP,6.9
S137,nextness,972,S,SIMP,8.91
S137,employnels,747,L,COMP,8.44
S137,figel,634,S,COMP,5.28
S137,branchel,684,S,COMP,7.43
S137,valider,642,L,SIMP,6.43
S137,acrement,809,S,SIMP,6.56
S137,baskory,797,S,SIMP,4.22
S137,dumbidy,748,S,COMP,5.5
S137,gasfil,612,L,COMP,7.31
S137,tripady,872,L,COMP,7.23
S137,warnory,775,S,SIMP,7.44
S137,towerly,896,L,SIMP,7.07
S137,mudla,739,L,COMP,6.82
S137,winkity,759,S,SIMP,5.38
S137,bogary,701,L,SIMP,5.56
S137,boil,574,L,COMP,7
S137,heightenge,894,S,COMP,6.82
S137,lidady,744,S,COMP,6.26
S137,inkilm,746,L,COMP,5.67
S137,mouthime,982,L,COMP,7.96
S137,aridilm,676,S,COMP,4.61
S137,bandary,615,L,SIMP,6.89
S137,illilt,29470,L,COMP,7.77
S137,criticance,828,L,SIMP,7.91
S137,taxful,658,L,SIMP,7.92
S137,beerel,775,S,COMP,6.75
S137,treasonime,991,S,COMP,4.93
S137,bindig,658,L,COMP,6.11
S137,prayance,935,L,SIMP,6.96
S137,shootment,885,L,SIMP,7.51
S137,pitchody,691,L,COMP,6.41
S137,fellowoes,720,L,COMP,7.19
S137,kingilm,726,L,COMP,7.73
S137,happenange,806,S,COMP,8.85
S137,beanish,638,L,SIMP,6.05
S137,antilm,662,S,COMP,5.33
S137,angelith,763,L,COMP,6.48
S137,rampize,956,S,SIMP,4.55
