Marker,ConditionCode,TimeMS,Size,ChanNum,RT,PrevCondition1,PrevCondition2,SubjID
Mk774,221,562926,1,0,580,204,36,S176
Mk777,220,565235,1,0,580,208,24,S176
Mk780,220,566805,1,0,600,207,31,S176
Mk783,220,568297,1,0,576,201,48,S176
Mk786,220,570612,1,0,586,203,8,S176
Mk789,220,572246,1,0,574,202,9,S176
Mk792,220,573793,1,0,583,203,21,S176
Mk795,220,576012,1,0,573,204,19,S176
Mk798,220,577493,1,0,575,205,16,S176
Mk801,220,578964,1,0,575,201,7,S176
Mk804,220,581283,1,0,581,208,12,S176
Mk807,220,582847,1,0,574,202,43,S176
Mk810,220,584381,1,0,575,203,25,S176
Mk813,220,586686,1,0,584,201,11,S176
Mk816,220,588215,1,0,592,208,9,S176
Mk819,220,589807,1,0,575,202,10,S176
Mk822,220,592119,1,0,574,206,23,S176
Mk825,220,593666,1,0,575,208,7,S176
Mk828,220,595138,1,0,585,201,42,S176
Mk831,221,597470,1,0,579,202,7,S176
Mk834,220,599015,1,0,582,202,31,S176
Mk837,220,600577,1,0,573,208,45,S176
Mk840,220,602897,1,0,580,201,17,S176
Mk843,220,604478,1,0,599,207,21,S176
Mk846,221,605997,1,0,576,205,38,S176
Mk849,220,608300,1,0,579,208,1,S176
Mk852,220,609761,1,0,586,201,49,S176
Mk855,220,611279,1,0,587,202,38,S176
Mk858,220,613542,1,0,575,206,11,S176
Mk861,220,615100,1,0,574,207,18,S176
Mk864,220,616588,1,0,583,207,45,S176
Mk867,220,618833,1,0,594,202,28,S176
Mk870,220,620422,1,0,587,206,7,S176
Mk873,220,621914,1,0,575,203,21,S176
Mk876,220,624212,1,0,635,206,14,S176
Mk879,220,625747,1,0,574,202,3,S176
Mk882,220,627264,1,0,575,208,16,S176
Mk885,220,629515,1,0,575,203,6,S176
Mk888,220,631038,1,0,581,201,4,S176
Mk891,220,632549,1,0,576,206,22,S176
Mk894,220,634776,1,0,577,204,20,S176
Mk897,220,636306,1,0,578,208,23,S176
Mk900,220,637843,1,0,585,202,3,S176
Mk3,221,57176,1,0,587,201,,S177
Mk6,220,58699,1,0,589,208,31,S177
Mk9,220,60264,1,0,574,201,27,S177
Mk12,220,62489,1,0,583,206,40,S177
Mk15,220,64152,1,0,583,205,7,S177
Mk18,221,65751,1,0,598,206,14,S177
Mk21,220,68058,1,0,584,202,19,S177
Mk24,220,69714,1,0,594,205,7,S177
Mk27,221,71302,1,0,578,208,10,S177
Mk30,221,73547,1,0,573,205,6,S177
Mk33,220,75158,1,0,575,207,6,S177
Mk36,220,76746,1,0,592,201,14,S177
Mk39,221,79097,1,0,585,208,14,S177
Mk42,220,80607,1,0,574,203,16,S177
Mk45,220,82132,1,0,573,202,13,S177
Mk48,220,84462,1,0,595,202,6,S177
Mk51,221,86095,1,0,590,205,8,S177
Mk54,220,87733,1,0,574,203,4,S177
Mk57,220,90010,1,0,572,201,10,S177
Mk60,220,91515,1,0,618,207,25,S177
Mk63,221,93128,1,0,573,202,18,S177
Mk66,220,95465,1,0,580,206,3,S177
Mk69,220,97146,1,0,582,207,2,S177
Mk72,220,98690,1,0,580,208,42,S177
Mk75,220,101074,1,0,589,204,28,S177
Mk78,220,102661,1,0,592,208,12,S177
Mk81,220,104223,1,0,583,202,31,S177
Mk84,220,106566,1,0,580,202,29,S177
Mk87,220,108108,1,0,585,202,19,S177
Mk90,220,109687,1,0,576,208,10,S177
Mk93,220,111997,1,0,577,202,47,S177
Mk96,220,113572,1,0,590,207,23,S177
Mk99,220,115154,1,0,592,207,33,S177
Mk102,220,117492,1,0,601,202,3,S177
Mk105,220,119076,1,0,589,208,11,S177
Mk108,220,120598,1,0,590,208,40,S177
Mk111,221,122895,1,0,574,208,49,S177
Mk114,220,124478,1,0,599,205,19,S177
Mk117,220,126091,1,0,574,205,13,S177
Mk120,220,128403,1,0,598,202,21,S177
Mk123,220,130074,1,0,573,201,40,S177
Mk126,220,131646,1,0,579,204,43,S177
Mk129,220,133879,1,0,582,201,6,S177
Mk132,220,135390,1,0,581,204,21,S177
Mk135,221,136943,1,0,575,201,23,S177
Mk138,220,139284,1,0,575,206,11,S177
Mk141,220,140926,1,0,603,206,10,S177
Mk144,220,142473,1,0,605,207,4,S177
Mk147,220,144787,1,0,577,204,41,S177
Mk150,220,146417,1,0,606,208,21,S177
Mk153,220,148024,1,0,589,206,7,S177
Mk156,220,150391,1,0,580,207,23,S177
Mk159,221,151951,1,0,586,202,13,S177
Mk162,220,153501,1,0,577,204,26,S177
Mk165,220,155813,1,0,585,207,24,S177
Mk168,221,157369,1,0,591,204,10,S177
Mk171,220,159039,1,0,573,208,18,S177
Mk174,220,161273,1,0,574,201,23,S177
Mk177,220,162920,1,0,608,205,32,S177
Mk180,220,164561,1,0,582,201,5,S177
Mk183,220,166866,1,0,578,207,20,S177
Mk186,220,168415,1,0,577,207,26,S177
Mk189,220,170050,1,0,600,202,16,S177
Mk192,220,172380,1,0,580,207,42,S177
Mk195,220,173967,1,0,591,201,22,S177
Mk198,220,175566,1,0,578,205,46,S177
Mk201,220,177837,1,0,573,201,12,S177
Mk204,221,179456,1,0,601,206,8,S177
Mk207,220,180995,1,0,602,203,17,S177
Mk210,221,183267,1,0,574,205,4,S177
Mk213,220,184821,1,0,573,202,20,S177
Mk216,220,186401,1,0,582,201,13,S177
Mk219,221,188752,1,0,583,202,12,S177
Mk222,220,190282,1,0,576,207,32,S177
Mk225,220,191855,1,0,578,208,9,S177
Mk228,221,205716,1,0,600,206,1,S177
Mk231,221,207334,1,0,588,206,20,S177
Mk234,220,208892,1,0,580,205,3,S177
Mk237,220,211137,1,0,582,204,2,S177
Mk240,220,212696,1,0,596,206,16,S177
Mk243,220,214291,1,0,582,207,14,S177
Mk246,221,216531,1,0,580,206,46,S177
Mk249,220,218076,1,0,580,206,11,S177
Mk252,220,219690,1,0,605,208,25,S177
Mk255,221,221993,1,0,575,204,15,S177
Mk258,220,223572,1,0,575,203,11,S177
Mk261,220,225079,1,0,582,208,1,S177
Mk264,220,227353,1,0,581,207,39,S177
Mk267,220,228891,1,0,610,206,37,S177
Mk270,220,230517,1,0,573,208,18,S177
Mk273,220,232883,1,0,577,207,24,S177
Mk276,221,234385,1,0,587,207,30,S177
Mk279,220,235960,1,0,574,204,2,S177
Mk282,220,238280,1,0,565,201,4,S177
Mk285,220,239822,1,0,590,208,34,S177
Mk288,220,241319,1,0,582,201,42,S177
Mk291,220,243615,1,0,599,207,4,S177
Mk294,220,245121,1,0,580,206,15,S177
Mk297,220,246724,1,0,583,208,13,S177
Mk300,220,249113,1,0,601,207,17,S177
Mk303,220,250708,1,0,575,203,23,S177
Mk306,220,252337,1,0,587,208,21,S177
Mk309,221,254679,1,0,575,206,26,S177
Mk312,220,256259,1,0,580,202,12,S177
Mk315,220,257792,1,0,575,202,27,S177
Mk318,220,260026,1,0,584,201,46,S177
Mk321,220,261609,1,0,571,203,16,S177
Mk324,220,263188,1,0,583,204,18,S177
Mk327,221,265572,1,0,575,205,7,S177
Mk330,220,267189,1,0,575,203,15,S177
Mk333,220,268803,1,0,580,201,17,S177
Mk336,220,271053,1,0,580,202,18,S177
Mk339,220,272642,1,0,586,208,5,S177
Mk342,220,274238,1,0,574,202,10,S177
Mk345,220,276502,1,0,583,203,43,S177
Mk348,220,278151,1,0,594,201,15,S177
Mk351,220,279678,1,0,580,208,29,S177
Mk354,220,281990,1,0,600,202,41,S177
Mk357,220,283595,1,0,576,201,30,S177
Mk360,220,285247,1,0,594,206,45,S177
Mk363,220,287570,1,0,579,207,1,S177
Mk366,220,289073,1,0,586,201,27,S177
Mk369,220,290692,1,0,588,201,9,S177
Mk372,220,293001,1,0,610,201,38,S177
Mk375,220,294548,1,0,590,208,28,S177
Mk378,221,296091,1,0,574,201,34,S177
Mk381,220,298463,1,0,575,205,7,S177
Mk384,220,300007,1,0,594,204,3,S177
Mk387,220,301542,1,0,575,208,5,S177
Mk390,220,303869,1,0,585,207,14,S177
Mk393,220,305498,1,0,577,201,19,S177
Mk396,220,307058,1,0,590,207,22,S177
Mk399,221,309314,1,0,588,207,5,S177
Mk402,220,310947,1,0,575,207,21,S177
Mk405,220,312592,1,0,594,207,25,S177
Mk408,220,314915,1,0,592,207,6,S177
Mk411,220,316579,1,0,598,202,11,S177
Mk414,221,318139,1,0,591,207,49,S177
Mk417,220,320387,1,0,576,208,24,S177
Mk420,220,321991,1,0,609,203,32,S177
Mk423,220,323603,1,0,579,202,25,S177
Mk426,220,325939,1,0,590,204,17,S177
Mk429,220,327488,1,0,610,202,15,S177
Mk432,220,329121,1,0,614,203,25,S177
Mk435,220,331389,1,0,581,207,19,S177
Mk438,220,332960,1,0,598,204,29,S177
Mk441,220,334564,1,0,598,202,8,S177
Mk444,220,336884,1,0,580,208,21,S177
Mk447,220,338341,1,0,575,201,11,S177
Mk450,220,339906,1,0,581,204,41,S177
Mk453,220,356143,1,0,600,207,14,S177
Mk456,220,357682,1,0,605,202,35,S177
Mk459,220,359258,1,0,577,201,47,S177
Mk462,220,361583,1,0,576,202,19,S177
Mk465,220,363172,1,0,578,203,24,S177
Mk468,220,364654,1,0,581,207,8,S177
Mk471,220,366937,1,0,576,203,50,S177
Mk474,221,368482,1,0,575,208,24,S177
Mk477,220,369995,1,0,579,207,38,S177
Mk480,220,372267,1,0,585,202,45,S177
Mk483,220,373822,1,0,577,207,38,S177
Mk486,220,375469,1,0,595,204,20,S177
Mk489,221,377809,1,0,588,205,22,S177
Mk492,220,379422,1,0,585,201,25,S177
Mk495,221,381082,1,0,578,207,2,S177
Mk498,220,383443,1,0,576,201,31,S177
Mk501,221,385053,1,0,595,201,13,S177
Mk504,220,386644,1,0,602,202,42,S177
Mk507,220,388985,1,0,580,205,18,S177
Mk510,220,390580,1,0,575,203,17,S177
Mk513,221,392121,1,0,578,202,3,S177
Mk516,220,394349,1,0,581,202,34,S177
Mk519,220,395962,1,0,590,202,4,S177
Mk522,220,397580,1,0,587,203,37,S177
Mk525,220,399946,1,0,611,202,22,S177
Mk528,220,401560,1,0,604,208,44,S177
Mk531,220,403069,1,0,592,201,44,S177
Mk534,220,405331,1,0,587,202,44,S177
Mk537,220,406897,1,0,578,207,12,S177
Mk540,220,408411,1,0,583,204,7,S177
Mk543,220,410730,1,0,586,205,20,S177
Mk546,221,412295,1,0,579,202,8,S177
Mk549,220,413796,1,0,580,207,39,S177
Mk552,221,416085,1,0,581,205,36,S177
Mk555,221,417624,1,0,575,205,19,S177
Mk558,220,419280,1,0,589,201,9,S177
Mk561,220,421579,1,0,592,208,3,S177
Mk564,220,423155,1,0,580,202,12,S177
Mk567,220,424746,1,0,579,208,50,S177
Mk570,220,427056,1,0,597,208,20,S177
Mk573,220,428661,1,0,611,201,35,S177
Mk576,220,430261,1,0,581,204,6,S177
Mk579,221,432579,1,0,586,203,19,S177
Mk582,220,434120,1,0,598,205,16,S177
Mk585,220,435691,1,0,586,201,1,S177
Mk588,220,438000,1,0,586,205,47,S177
Mk591,221,439598,1,0,576,205,11,S177
Mk594,220,441127,1,0,575,207,22,S177
Mk597,221,443390,1,0,580,201,47,S177
Mk600,220,444943,1,0,591,206,35,S177
Mk603,220,446559,1,0,594,207,9,S177
Mk606,220,448911,1,0,605,206,17,S177
Mk609,220,450544,1,0,583,208,24,S177
Mk612,220,452118,1,0,598,205,18,S177
Mk615,220,454415,1,0,591,208,23,S177
Mk618,220,455958,1,0,584,202,36,S177
Mk621,220,457490,1,0,583,202,48,S177
Mk624,220,459838,1,0,580,208,14,S177
Mk627,220,461560,1,0,594,202,43,S177
Mk630,220,463194,1,0,598,202,45,S177
Mk633,220,465566,1,0,575,208,1,S177
Mk636,220,467197,1,0,589,208,45,S177
Mk639,220,468796,1,0,587,208,3,S177
Mk642,221,471070,1,0,611,202,4,S177
Mk645,220,472678,1,0,586,206,9,S177
Mk648,220,474284,1,0,579,206,8,S177
Mk651,220,476547,1,0,575,206,15,S177
Mk654,221,478149,1,0,573,202,21,S177
Mk657,221,479752,1,0,576,202,33,S177
Mk660,220,482115,1,0,580,202,2,S177
Mk663,220,483776,1,0,591,201,36,S177
Mk666,220,485352,1,0,575,208,10,S177
Mk669,220,487628,1,0,576,203,25,S177
Mk672,220,489142,1,0,582,204,6,S177
Mk675,220,490791,1,0,605,206,3,S177
Mk678,221,509683,1,0,595,208,22,S177
Mk681,220,511303,1,0,586,201,46,S177
Mk684,220,512909,1,0,580,207,39,S177
Mk687,220,515164,1,0,585,204,32,S177
Mk690,220,516801,1,0,584,203,2,S177
Mk693,220,518406,1,0,584,205,7,S177
Mk696,220,520752,1,0,584,204,24,S177
Mk699,220,522283,1,0,574,202,25,S177
Mk702,221,523837,1,0,577,203,22,S177
Mk705,220,526169,1,0,584,203,20,S177
Mk708,220,527695,1,0,593,202,23,S177
Mk711,221,529327,1,0,575,201,20,S177
Mk714,220,531634,1,0,599,208,15,S177
Mk717,220,533247,1,0,574,203,2,S177
Mk720,220,534887,1,0,580,208,9,S177
Mk723,221,537141,1,0,580,201,22,S177
Mk726,220,538696,1,0,572,207,48,S177
Mk729,220,540205,1,0,573,203,48,S177
Mk732,220,542465,1,0,603,208,12,S177
Mk735,220,543986,1,0,574,201,37,S177
Mk738,220,545520,1,0,575,201,26,S177
Mk741,220,547798,1,0,574,201,27,S177
Mk744,220,549442,1,0,584,207,23,S177
Mk747,220,551001,1,0,593,207,43,S177
Mk750,220,553313,1,0,596,204,4,S177
Mk753,220,554849,1,0,599,207,1,S177
Mk756,221,556420,1,0,599,202,40,S177
Mk759,220,558781,1,0,585,207,28,S177
Mk762,220,560283,1,0,578,204,12,S177
Mk765,220,561916,1,0,586,208,13,S177
Mk768,220,564216,1,0,590,201,48,S177
Mk771,220,565823,1,0,584,201,5,S177
Mk774,220,567367,1,0,578,202,1,S177
Mk777,220,569695,1,0,585,207,16,S177
Mk780,220,571236,1,0,588,201,38,S177
Mk783,220,572910,1,0,587,202,17,S177
Mk786,220,575230,1,0,574,208,41,S177
Mk789,220,576803,1,0,584,205,9,S177
Mk792,220,578325,1,0,606,206,7,S177
Mk795,221,580713,1,0,589,206,5,S177
Mk798,220,582324,1,0,600,201,6,S177
Mk801,221,583960,1,0,603,201,49,S177
Mk804,220,586330,1,0,585,204,33,S177
Mk807,220,587899,1,0,579,206,17,S177
Mk810,220,589500,1,0,588,207,16,S177
Mk813,220,591801,1,0,576,208,49,S177
Mk816,220,593313,1,0,580,207,30,S177
Mk819,220,594861,1,0,574,207,8,S177
Mk822,220,597240,1,0,581,208,1,S177
Mk825,220,598731,1,0,581,208,8,S177
Mk828,220,600380,1,0,592,203,50,S177
Mk831,220,602705,1,0,576,201,11,S177
Mk834,220,604206,1,0,576,208,24,S177
Mk837,220,605779,1,0,578,207,33,S177
Mk840,221,608036,1,0,589,203,44,S177
Mk843,220,609603,1,0,593,201,14,S177
Mk846,220,611272,1,0,575,204,30,S177
Mk849,220,613630,1,0,574,201,9,S177
Mk852,221,615233,1,0,589,202,36,S177
Mk855,220,616917,1,0,598,205,35,S177
Mk858,220,619280,1,0,578,207,18,S177
Mk861,220,620797,1,0,574,208,34,S177
Mk864,221,622293,1,0,582,204,29,S177
Mk867,220,624680,1,0,585,203,10,S177
Mk870,220,626255,1,0,573,203,2,S177
Mk873,220,627819,1,0,574,207,5,S177
Mk876,220,630066,1,0,588,208,28,S177
Mk879,220,631639,1,0,586,208,13,S177
Mk882,220,633334,1,0,588,208,5,S177
Mk885,221,635673,1,0,577,202,21,S177
Mk888,220,637345,1,0,612,207,31,S177
Mk891,221,638978,1,0,574,205,39,S177
Mk894,220,641287,1,0,574,201,16,S177
Mk897,220,642857,1,0,585,202,50,S177
Mk900,220,644516,1,0,603,201,15,S177
Mk4,S221,138914,1,0,1221,S 13,S206,S201
Mk7,S221,142113,1,0,117,S 50,S207,S201
Mk10,S221,146279,1,0,1220,S 38,S201,S201
Mk13,S220,151657,1,0,980,S 18,S202,S201
Mk16,S220,155361,1,0,704,S 23,S202,S201
Mk19,S220,159201,1,0,837,S 13,S202,S201
Mk22,S220,164281,1,0,649,S 24,S202,S201
Mk25,S220,167953,1,0,597,S 25,S207,S201
Mk28,S220,171770,1,0,775,S 43,S208,S201
Mk31,S220,177145,1,0,807,S  1,S205,S201
Mk34,S220,181090,1,0,990,S 26,S201,S201
Mk37,S220,184682,1,0,700,S 29,S208,S201
Mk40,S220,189746,1,0,713,S 43,S202,S201
Mk43,S220,193378,1,0,777,S 35,S208,S201
Mk46,S220,197074,1,0,779,S 17,S206,S201
Mk49,S221,202745,1,0,1220,S  3,S205,S201
Mk52,S220,206442,1,0,742,S 33,S207,S201
Mk55,S220,210106,1,0,707,S  2,S208,S201
Mk58,S220,215435,1,0,776,S 10,S204,S201
Mk61,S221,219704,1,0,1219,S 32,S202,S201
Mk64,S220,223267,1,0,722,S 38,S208,S201
Mk67,S221,228884,1,0,1221,S  6,S204,S201
Mk70,S220,232354,1,0,621,S 40,S202,S201
Mk73,S220,236291,1,0,888,S 16,S208,S201
Mk76,S220,241467,1,0,751,S 13,S208,S201
Mk79,S220,245611,1,0,1140,S 44,S201,S201
Mk82,S220,249539,1,0,1029,S 13,S205,S201
Mk85,S220,254795,1,0,748,S 49,S201,S201
Mk88,S220,258364,1,0,559,S 38,S207,S201
Mk91,S220,261931,1,0,663,S 45,S207,S201
Mk94,S221,267496,1,0,1221,S  3,S204,S201
Mk97,S220,271491,1,0,917,S 23,S204,S201
Mk100,S220,275147,1,0,774,S  6,S201,S201
Mk103,S220,280404,1,0,684,S  9,S208,S201
Mk106,S220,284100,1,0,798,S 46,S208,S201
Mk109,S220,288308,1,0,1165,S 20,S206,S201
Mk112,S221,293908,1,0,1221,S 33,S201,S201
Mk115,S220,297780,1,0,828,S 37,S208,S201
Mk118,S220,301396,1,0,686,S 30,S208,S201
Mk121,S221,306971,1,0,1220,S 14,S203,S201
Mk124,S220,310700,1,0,833,S  1,S206,S201
Mk127,S221,314865,1,0,1220,S 42,S201,S201
Mk130,S220,320124,1,0,837,S  7,S206,S201
Mk133,S220,323901,1,0,762,S 24,S207,S201
Mk136,S220,327589,1,0,788,S 50,S208,S201
Mk139,S220,332916,1,0,780,S  3,S206,S201
Mk142,S220,336821,1,0,955,S  4,S204,S201
Mk145,S220,340581,1,0,709,S 10,S207,S201
Mk148,S220,345725,1,0,789,S 18,S208,S201
Mk151,S220,349837,1,0,1157,S 24,S204,S201
Mk154,S220,353701,1,0,864,S 12,S207,S201
Mk157,S220,358853,1,0,722,S 44,S207,S201
Mk160,S221,362921,1,0,1220,S  8,S201,S201
Mk163,S221,367133,1,0,1220,S 28,S202,S201
Mk166,S221,372817,1,0,1221,S 16,S207,S201
Mk169,S220,376557,1,0,688,S 29,S202,S201
Mk172,S220,380293,1,0,685,S 47,S201,S201
Mk175,S220,385710,1,0,996,S 30,S201,S201
Mk178,S220,389350,1,0,594,S 43,S207,S201
Mk181,S220,393190,1,0,940,S 19,S203,S201
Mk184,S220,398246,1,0,688,S 16,S201,S201
Mk187,S221,402182,1,0,1036,S 48,S202,S201
Mk190,S220,405750,1,0,614,S 22,S202,S201
Mk193,S220,411222,1,0,1071,S 25,S206,S201
Mk196,S220,414862,1,0,727,S 37,S201,S201
Mk199,S220,418662,1,0,947,S 12,S204,S201
Mk202,S220,424207,1,0,1123,S  7,S202,S201
Mk205,S220,427942,1,0,733,S 22,S208,S201
Mk208,S221,432028,1,0,1220,S  4,S202,S201
Mk211,S220,437079,1,0,589,S 19,S201,S201
Mk214,S220,440783,1,0,649,S 45,S202,S201
Mk217,S221,445027,1,0,1221,S 41,S207,S201
Mk220,S220,450647,1,0,1203,S 32,S207,S201
Mk223,S220,454631,1,0,1124,S 25,S205,S201
Mk226,S220,458431,1,0,746,S 28,S207,S201
Mk229,S221,472273,1,0,1221,S 27,S202,S201
Mk232,S220,475863,1,0,700,S  3,S202,S201
Mk235,S220,479663,1,0,748,S 21,S203,S201
Mk238,S220,484872,1,0,704,S 39,S202,S201
Mk241,S220,488903,1,0,1132,S 23,S207,S201
Mk244,S220,492584,1,0,642,S 39,S207,S201
Mk247,S220,497680,1,0,576,S 42,S207,S201
Mk250,S220,501240,1,0,597,S  5,S201,S201
Mk253,S220,505072,1,0,787,S 21,S202,S201
Mk256,S220,510312,1,0,795,S 23,S206,S201
Mk259,S220,514312,1,0,960,S 21,S205,S201
Mk262,S220,517976,1,0,720,S 28,S208,S201
Mk265,S220,523536,1,0,1009,S 21,S208,S201
Mk268,S220,527728,1,0,1144,S 18,S203,S201
Mk271,S220,531809,1,0,1066,S 14,S201,S201
Mk274,S220,536944,1,0,661,S 19,S207,S201
Mk277,S221,540896,1,0,889,S 31,S202,S201
Mk280,S220,544585,1,0,684,S 17,S207,S201
Mk283,S221,550309,1,0,1221,S  8,S203,S201
Mk286,S220,553801,1,0,636,S 10,S202,S201
Mk289,S220,557665,1,0,847,S  9,S203,S201
Mk292,S220,563161,1,0,932,S  4,S205,S201
Mk295,S221,567429,1,0,1221,S 24,S203,S201
Mk298,S220,571457,1,0,1038,S 11,S206,S201
Mk301,S220,576978,1,0,1006,S 18,S205,S201
Mk304,S220,580906,1,0,891,S 49,S202,S201
Mk307,S220,584633,1,0,845,S 38,S202,S201
Mk310,S221,590265,1,0,1164,S  7,S204,S201
Mk313,S220,594218,1,0,879,S 17,S204,S201
Mk316,S220,597826,1,0,654,S  1,S207,S201
Mk319,S220,602970,1,0,592,S 13,S207,S201
Mk322,S220,606394,1,0,580,S 34,S201,S201
Mk325,S220,610490,1,0,1150,S 22,S203,S201
Mk328,S220,615786,1,0,792,S  4,S203,S201
Mk331,S220,619602,1,0,831,S 26,S202,S201
Mk334,S220,623330,1,0,719,S  4,S208,S201
Mk337,S220,628587,1,0,913,S 32,S201,S201
Mk340,S220,632618,1,0,1035,S 22,S205,S201
Mk343,S220,636114,1,0,658,S 46,S202,S201
Mk346,S220,641322,1,0,857,S 17,S205,S201
Mk349,S220,644987,1,0,720,S  5,S206,S201
Mk352,S221,649208,1,0,1221,S 25,S203,S201
Mk355,S221,654951,1,0,1221,S 22,S206,S201
Mk358,S220,658675,1,0,721,S 34,S207,S201
Mk361,S220,662291,1,0,658,S  4,S201,S201
Mk364,S220,667443,1,0,697,S 33,S208,S201
Mk367,S220,671139,1,0,695,S  5,S207,S201
Mk370,S220,674611,1,0,638,S 27,S207,S201
Mk373,S220,679771,1,0,800,S  3,S208,S201
Mk376,S220,683795,1,0,1023,S 43,S201,S201
Mk379,S220,687563,1,0,762,S  9,S206,S201
Mk382,S220,692883,1,0,688,S  4,S207,S201
Mk385,S220,696932,1,0,1090,S 20,S203,S201
Mk388,S220,700652,1,0,714,S 49,S207,S201
Mk391,S220,705644,1,0,589,S 18,S201,S201
Mk394,S220,709220,1,0,727,S 15,S208,S201
Mk397,S220,712876,1,0,656,S 14,S207,S201
Mk400,S220,717996,1,0,618,S 46,S207,S201
Mk403,S220,721996,1,0,1139,S 12,S201,S201
Mk406,S220,725700,1,0,657,S 48,S201,S201
Mk409,S220,731012,1,0,792,S  2,S205,S201
Mk412,S220,734652,1,0,780,S 39,S208,S201
Mk415,S220,738245,1,0,749,S 16,S204,S201
Mk418,S220,743181,1,0,570,S 20,S207,S201
Mk421,S220,746773,1,0,548,S 20,S202,S201
Mk424,S220,750725,1,0,885,S 19,S206,S201
Mk427,S220,755741,1,0,605,S  8,S202,S201
Mk430,S220,759846,1,0,1053,S 13,S204,S201
Mk433,S220,763501,1,0,710,S 25,S201,S201
Mk436,S220,768421,1,0,576,S 21,S207,S201
Mk439,S220,772117,1,0,658,S 12,S202,S201
Mk442,S220,776037,1,0,1019,S  5,S204,S201
Mk445,S220,781157,1,0,657,S 50,S202,S201
Mk448,S220,784957,1,0,951,S 12,S208,S201
Mk451,S220,788557,1,0,653,S  6,S207,S201
Mk454,S220,814118,1,0,739,S  1,S202,S201
Mk457,S221,817854,1,0,742,S 18,S204,S201
Mk460,S220,821542,1,0,635,S 10,S208,S201
Mk463,S221,826958,1,0,919,S 35,S201,S201
Mk466,S220,830486,1,0,627,S 15,S206,S201
Mk469,S220,833902,1,0,554,S  9,S202,S201
Mk472,S221,839254,1,0,847,S  2,S202,S201
Mk475,S220,842838,1,0,593,S  8,S207,S201
Mk478,S220,846622,1,0,755,S  8,S206,S201
Mk481,S221,851911,1,0,826,S 15,S201,S201
Mk484,S220,855383,1,0,619,S 17,S202,S201
Mk487,S220,858823,1,0,543,S 17,S201,S201
Mk490,S220,864159,1,0,831,S 13,S201,S201
Mk493,S220,867935,1,0,885,S 16,S206,S201
Mk496,S220,871487,1,0,663,S 34,S208,S201
Mk499,S220,876784,1,0,902,S  2,S203,S201
Mk502,S220,880303,1,0,685,S 31,S201,S201
Mk505,S221,884422,1,0,1220,S 16,S203,S201
Mk508,S221,890073,1,0,1220,S 21,S204,S201
Mk511,S220,893728,1,0,713,S 29,S201,S201
Mk514,S220,897127,1,0,510,S  2,S207,S201
Mk517,S220,902432,1,0,795,S 14,S202,S201
Mk520,S220,906208,1,0,769,S  7,S205,S201
Mk523,S220,909704,1,0,653,S 47,S202,S201
Mk526,S220,914960,1,0,798,S 16,S205,S201
Mk529,S220,918576,1,0,626,S 25,S204,S201
Mk532,S220,922200,1,0,776,S 44,S202,S201
Mk535,S220,927520,1,0,769,S 20,S204,S201
Mk538,S220,931072,1,0,606,S  9,S207,S201
Mk541,S220,934688,1,0,602,S 37,S207,S201
Mk544,S220,939848,1,0,765,S 36,S207,S201
Mk547,S220,943600,1,0,817,S 19,S205,S201
Mk550,S220,947585,1,0,1088,S 35,S202,S201
Mk553,S220,952793,1,0,647,S 40,S207,S201
Mk556,S220,956505,1,0,813,S 36,S208,S201
Mk559,S220,960209,1,0,813,S  2,S204,S201
Mk562,S220,965201,1,0,599,S  7,S207,S201
Mk565,S220,968825,1,0,731,S 26,S208,S201
Mk568,S221,973071,1,0,1221,S  5,S203,S201
Mk571,S220,978073,1,0,587,S 36,S201,S201
Mk574,S220,981746,1,0,782,S 25,S208,S201
Mk577,S220,985201,1,0,613,S 19,S202,S201
Mk580,S220,990410,1,0,853,S 46,S201,S201
Mk583,S220,994337,1,0,932,S 19,S204,S201
Mk586,S220,998386,1,0,1093,S 11,S204,S201
Mk589,S220,1003610,1,0,715,S 10,S201,S201
Mk592,S220,1007570,1,0,937,S 20,S205,S201
Mk595,S220,1011202,1,0,691,S 27,S208,S201
Mk598,S220,1016338,1,0,673,S 24,S206,S201
Mk601,S221,1020601,1,0,1221,S  9,S201,S201
Mk604,S220,1024274,1,0,728,S 10,S206,S201
Mk607,S220,1029642,1,0,917,S  7,S201,S201
Mk610,S220,1033434,1,0,744,S  5,S205,S201
Mk613,S220,1037347,1,0,867,S 32,S208,S201
Mk616,S220,1042379,1,0,549,S 50,S201,S201
Mk619,S220,1046050,1,0,730,S 17,S208,S201
Mk622,S221,1050026,1,0,938,S 19,S208,S201
Mk625,S220,1055059,1,0,660,S 23,S201,S201
Mk628,S220,1059043,1,0,992,S 41,S208,S201
Mk631,S220,1063091,1,0,1088,S  6,S206,S201
Mk634,S220,1068227,1,0,672,S  2,S201,S201
Mk637,S220,1072091,1,0,798,S 13,S203,S201
Mk640,S220,1076075,1,0,1144,S 15,S202,S201
Mk643,S220,1081275,1,0,634,S 24,S208,S201
Mk646,S220,1085083,1,0,768,S 31,S207,S201
Mk649,S220,1089107,1,0,1020,S 41,S202,S201
Mk652,S220,1094555,1,0,994,S 36,S202,S201
Mk655,S220,1098371,1,0,727,S 14,S208,S201
Mk658,S220,1102196,1,0,828,S 12,S206,S201
Mk661,S220,1107452,1,0,759,S 45,S201,S201
Mk664,S220,1111452,1,0,1000,S  3,S201,S201
