SubjID,response_time,correct,targ_type,cond_trig,word_trig,target,experiment_file,ART_correct,vocab_correct,spell_correct,z_ART,z_vocab,z_spell,Dim.1,Dim.2,lang_type,word,base,complexity,affix,Source,FS,BF,LogBF,FS_Split,BF_Split,BaseLength,WholeFormLength,Sublist,famsize
S119,957,1,NW_S_SIMP,205,6,RAMPIZE,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,rampize,ramp,Complex,ize,Crepaldi,1,95,4.55,S,S,4,7,2,Small
S119,951,1,NW_S_SIMP,205,7,JAWLY,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,jawly,jaw,Complex,ly,Crepaldi,7,414,6.03,S,S,3,5,2,Small
S119,741,1,NW_S_SIMP,205,8,OPPOSEMENT,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,opposement,oppose,Complex,ment,Crepaldi,1,994,6.9,S,L,6,10,2,Small
S119,951,1,NW_S_SIMP,205,9,NEXTNESS,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,nextness,next,Complex,ness,Crepaldi,4,7415,8.91,S,L,4,8,2,Small
S119,752,1,NW_S_SIMP,205,10,BASKORY,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,baskory,bask,Complex,ory,Crepaldi,1,68,4.22,S,S,4,7,2,Small
S119,634,1,NW_S_SIMP,205,11,DIGORY,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,digory,dig,Complex,ory,Crepaldi,3,777,6.66,S,L,3,6,2,Small
S119,691,1,NW_S_SIMP,205,12,WARNORY,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,warnory,warn,Complex,ory,Crepaldi,5,1697,7.44,S,L,4,7,2,Small
S119,712,1,NW_S_SIMP,205,13,BOLTOUS,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,boltous,bolt,Complex,ous,Crepaldi,6,348,5.85,S,S,4,7,2,Small
S119,774,1,NW_S_SIMP,205,14,HELMETOUS,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,helmetous,helmet,Complex,ous,Crepaldi,6,242,5.49,S,S,6,9,2,Small
S119,802,1,NW_S_SIMP,205,15,SCHEMENESS,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,schemeness,scheme,Complex,ness,Graves,3,1619,7.39,S,L,6,10,2,Small
S119,863,0,NW_S_SIMP,205,16,ACREMENT,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,acrement,acre,Complex,ment,Rastle,3,708,6.56,S,L,4,8,2,Small
S119,557,1,NW_S_SIMP,205,17,TILTARY,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,tiltary,tilt,Complex,ary,RastleFiller,3,328,5.79,S,S,4,7,2,Small
S119,765,1,NW_S_SIMP,205,18,MEDICALARY,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,medicalary,medical,Complex,ary,RastleFiller,3,1323,7.19,S,L,7,10,2,Small
S119,877,1,NW_S_SIMP,205,19,ZOOMFUL,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,zoomful,zoom,Complex,ful,RastleFiller,2,34,3.53,S,S,4,7,2,Small
S119,813,1,NW_S_SIMP,205,20,YIELDIST,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,yieldist,yield,Complex,ist,RastleFiller,4,613,6.42,S,S,5,8,2,Small
S119,867,1,NW_S_SIMP,205,21,WINKITY,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,winkity,wink,Complex,ity,RastleFiller,4,216,5.38,S,S,4,7,2,Small
S119,800,1,NW_S_SIMP,205,22,THRILLANCE,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,thrillance,thrill,Complex,ance,XuTaft,4,307,5.73,S,S,6,10,2,Small
S119,840,1,NW_S_SIMP,205,23,NULLISH,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,nullish,null,Complex,ish,XuTaft,4,45,3.81,S,S,4,7,2,Small
S119,863,1,NW_S_SIMP,205,24,FEVERIZE,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,feverize,fever,Complex,ize,XuTaft,4,594,6.39,S,S,5,8,2,Small
S119,951,0,NW_S_SIMP,205,25,ADVERTISELY,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,advertisely,advertise,Complex,ly,XuTaft,4,4.76,1.56,S,S,9,11,2,Small
S119,737,1,NW_L_SIMP,206,1,PRAYANCE,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,prayance,pray,Complex,ance,Crepaldi,9,1055,6.96,L,L,4,8,2,Large
S119,739,1,NW_L_SIMP,206,2,BOGARY,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,bogary,bog,Complex,ary,Crepaldi,12,259,5.56,L,S,3,6,2,Large
S119,808,1,NW_L_SIMP,206,3,BANDARY,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,bandary,band,Complex,ary,Crepaldi,26,981,6.89,L,L,4,7,2,Large
S119,622,1,NW_L_SIMP,206,4,BEGENCE,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,begence,beg,Complex,ence,Crepaldi,8,604,6.4,L,S,3,7,2,Large
S119,781,1,NW_L_SIMP,206,5,PICKENCE,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,pickence,pick,Complex,ence,Crepaldi,20,3385,8.13,L,L,4,8,2,Large
S119,994,0,NW_L_SIMP,206,6,TAXFUL,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,taxful,tax,Complex,ful,Crepaldi,14,2763,7.92,L,L,3,6,2,Large
S119,918,1,NW_L_SIMP,206,7,HABITIC,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,habitic,habit,Complex,ic,Crepaldi,16,2066,7.63,L,L,5,7,2,Large
S119,984,1,NW_L_SIMP,206,8,BEANISH,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,beanish,bean,Complex,ish,Crepaldi,9,425,6.05,L,S,4,7,2,Large
S119,890,1,NW_L_SIMP,206,9,WIGISH,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,wigish,wig,Complex,ish,Crepaldi,8,262,5.57,L,S,3,6,2,Large
S119,855,1,NW_L_SIMP,206,10,ELBOWISM,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,elbowism,elbow,Complex,ish,Crepaldi,18,1756,7.47,L,L,5,8,2,Large
S119,778,1,NW_L_SIMP,206,11,WITCHISH,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,witchish,witch,Complex,ish,Crepaldi,11,890,6.79,L,L,5,8,2,Large
S119,990,0,NW_L_SIMP,206,12,EARIST,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,earist,ear,Complex,ist,Crepaldi,16,1711,2.77,L,S,3,6,2,Large
S119,836,1,NW_L_SIMP,206,13,POORITY,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,poority,poor,Complex,ity,Crepaldi,11,4350,8.38,L,L,4,7,2,Large
S119,774,1,NW_L_SIMP,206,14,NUTLY,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,nutly,nut,Complex,ly,Crepaldi,31,946,6.85,L,L,3,5,2,Large
S119,925,1,NW_L_SIMP,206,15,TOWERLY,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,towerly,tower,Complex,ly,Crepaldi,9,1180,7.07,L,L,5,7,2,Large
S119,952,1,NW_L_SIMP,206,16,SHOOTMENT,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,shootment,shoot,Complex,ment,Crepaldi,23,1828,7.51,L,L,5,9,2,Large
S119,593,0,NW_L_SIMP,206,17,LONGNESS,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,longness,long,Complex,ness,Crepaldi,59,19076,9.86,L,L,4,8,2,Large
S119,991,0,NW_L_SIMP,206,18,CLASSOUS,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,classous,class,Complex,ous,Crepaldi,29,6216,8.73,L,L,5,8,2,Large
S119,833,0,NW_L_SIMP,206,19,SMOOTHFUL,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,smoothful,smooth,Complex,ful,Graves,12,1042,6.95,L,L,6,9,2,Large
S119,991,0,NW_L_SIMP,206,20,GROWIST,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,growist,grow,Complex,ic,Graves,14,8545,9.05,L,L,4,7,2,Large
S119,735,1,NW_L_SIMP,206,21,DRESSORY,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,dressory,dress,Complex,ory,Graves,33,3885,8.26,L,L,5,9,2,Large
S119,995,0,NW_L_SIMP,206,22,CRITICANCE,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,criticance,critic,Complex,ize,Rastle,11,2720,7.91,L,L,6,10,2,Large
S119,960,1,NW_L_SIMP,206,23,VALIDER,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,valider,valid,Complex,er,RastleFiller,13,618,6.43,L,S,5,7,2,Large
S119,988,0,NW_L_SIMP,206,24,BLOODER,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,blooder,blood,Complex,er,RastleFiller,53,3988,8.29,L,L,5,7,2,Large
S119,991,0,NW_L_SIMP,206,25,BEARIST,BA_m21,49,43,61,1.137245754734323,0.3812617329246447,-0.5367133201094095,-0.11080378419394056,-0.6543201746207499,Semantic,bearist,bear,Complex,ist,RastleFiller,30,2626,7.87,L,L,4,7,2,Large
S120,759,0,NW_S_COMP,203,1,MELTANCE,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,meltance,melt,Complex,ance,Crepaldi,5,429,6.06,S,S,4,8,1,Small
S120,825,1,NW_S_COMP,203,2,HAPPENANCE,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,happenance,happen,Complex,ance,Crepaldi,3,6982,8.85,S,L,6,10,1,Small
S120,687,1,NW_S_COMP,203,3,LIDARY,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,lidary,lid,Complex,ary,Crepaldi,3,523,6.26,S,S,3,6,1,Small
S120,912,1,NW_S_COMP,203,4,FIGER,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,figer,fig,Complex,er,Crepaldi,3,196,5.28,S,S,3,5,1,Small
S120,802,1,NW_S_COMP,203,5,BEERER,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,beerer,beer,Complex,er,Crepaldi,2,853,6.75,S,L,4,6,1,Small
S120,639,0,NW_S_COMP,203,6,FANFUL,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,fanful,fan,Complex,ful,Crepaldi,4,473,6.16,S,S,3,6,1,Small
S120,625,0,NW_S_COMP,203,7,ALTARIC,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,altaric,altar,Complex,ic,Crepaldi,2,403,6,S,S,5,7,1,Small
S120,769,1,NW_S_COMP,203,8,ANTISM,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,antism,ant,Complex,ish,Crepaldi,1,206,5.33,S,S,3,6,1,Small
S120,621,1,NW_S_COMP,203,9,ARIDISM,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,aridism,arid,Complex,ish,Crepaldi,3,100,4.61,S,S,4,7,1,Small
S120,648,1,NW_S_COMP,203,10,ELMIST,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,elmist,elm,Complex,ist,Crepaldi,2,175,5.16,S,S,3,6,1,Small
S120,993,0,NW_S_COMP,203,11,CURTITY,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,curtity,curt,Complex,ity,Crepaldi,3,88,4.48,S,S,4,7,1,Small
S120,762,0,NW_S_COMP,203,12,DUMBITY,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,dumbity,dumb,Complex,ity,Crepaldi,6,244,5.5,S,S,4,7,1,Small
S120,544,1,NW_S_COMP,203,13,PILLIZE,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,pillize,pill,Complex,ize,Crepaldi,5,537,6.29,S,S,4,7,1,Small
S120,492,1,NW_S_COMP,203,14,TREASONIZE,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,treasonize,treason,Complex,ize,Crepaldi,4,138,4.93,S,S,7,10,1,Small
S120,729,0,NW_S_COMP,203,15,TRUENESS,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,trueness,true,Complex,ness,Crepaldi,6,6,1.79,S,S,4,8,1,Small
S120,714,0,NW_S_COMP,203,16,BRANCHER,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,brancher,branch,Complex,er,Graves,3,1692,7.43,S,L,6,8,1,Small
S120,992,0,NW_S_COMP,203,17,PRINCEMENT,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,princement,prince,Complex,ment,Graves,4,910,6.81,S,L,6,10,1,Small
S120,908,0,NW_S_COMP,203,18,HEIGHTENCE,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,heightence,height,Complex,ence,Rastle,2,912,6.82,S,L,6,10,1,Small
S120,666,0,NW_S_COMP,203,19,ADOPTISH,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,adoptish,adopt,Simple,ish,Rastle,4,1205,7.09,S,L,5,5,1,Small
S120,996,0,NW_S_COMP,203,20,EJECTENCE,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,ejectence,eject,Complex,ence,RastleFiller,5,66,4.19,S,S,5,9,1,Small
S120,987,0,NW_S_COMP,203,21,WELDIC,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,weldic,weld,Complex,ic,RastleFiller,3,129,4.86,S,S,4,6,1,Small
S120,571,1,NW_S_COMP,203,22,DEBTISH,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,debtish,debt,Complex,ish,RastleFiller,4,656,6.49,S,S,4,7,1,Small
S120,737,1,NW_S_COMP,203,23,YANKORY,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,yankory,yank,Complex,ory,RastleFiller,2,51,3.93,S,S,4,7,1,Small
S120,669,1,NW_S_COMP,203,24,FIENDISM,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,fiendism,fiend,Complex,ism,XuTaft,4,53,3.97,S,S,5,8,1,Small
S120,634,1,NW_S_COMP,203,25,HUMIDOUS,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,humidous,humid,Complex,ous,XuTaft,4,92,4.52,S,S,5,8,1,Small
S120,740,1,NW_L_COMP,204,1,STIRANCE,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,stirance,stir,Complex,ance,Crepaldi,12,841,6.73,L,L,4,8,1,Large
S120,834,1,NW_L_COMP,204,2,TRIPARY,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,tripary,trip,Complex,ary,Crepaldi,9,1382,7.23,L,L,4,7,1,Large
S120,897,1,NW_L_COMP,204,3,FLITENCE,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,flitence,flit,Complex,ence,Crepaldi,11,599,6.4,L,S,4,8,1,Large
S120,929,1,NW_L_COMP,204,4,RIPENCE,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,ripence,rip,Complex,ence,Crepaldi,8,471,6.15,L,S,3,7,1,Large
S120,708,1,NW_L_COMP,204,5,SHEETER,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,sheeter,sheet,Complex,er,Crepaldi,14,1009,6.92,L,L,5,7,1,Large
S120,652,1,NW_L_COMP,204,6,GASFUL,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,gasful,gas,Complex,ful,Crepaldi,33,1501,7.31,L,L,3,6,1,Large
S120,605,0,NW_L_COMP,204,7,ANGELISH,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,angelish,angel,Complex,ish,Crepaldi,17,652,6.48,L,S,5,8,1,Large
S120,730,1,NW_L_COMP,204,8,INKISM,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,inkism,ink,Complex,ish,Crepaldi,12,290,5.67,L,S,3,6,1,Large
S120,741,0,NW_L_COMP,204,9,ILLIST,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,illist,ill,Complex,ist,Crepaldi,27,2375,7.77,L,L,3,6,1,Large
S120,779,1,NW_L_COMP,204,10,COLDITY,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,coldity,cold,Complex,ity,Crepaldi,14,3585,8.18,L,L,4,7,1,Large
S120,852,1,NW_L_COMP,204,11,MOUTHIZE,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,mouthize,mouth,Complex,ize,Crepaldi,18,2866,7.96,L,L,5,8,1,Large
S120,688,1,NW_L_COMP,204,12,MUDLY,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,mudly,mud,Complex,ly,Crepaldi,16,912,6.82,L,L,3,5,1,Large
S120,890,1,NW_L_COMP,204,13,ADDMENT,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,addment,add,Complex,ment,Crepaldi,10,5883,8.68,L,L,3,7,1,Large
S120,713,1,NW_L_COMP,204,14,PASSMENT,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,passment,pass,Complex,ment,Crepaldi,43,10035,9.21,L,L,4,8,1,Large
S120,826,1,NW_L_COMP,204,15,FREENESS,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,freeness,free,Complex,ness,Crepaldi,88,7277,8.89,L,L,4,8,1,Large
S120,722,1,NW_L_COMP,204,16,FLIPORY,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,flipory,flip,Complex,ory,Crepaldi,10,184,5.21,L,S,4,7,1,Large
S120,913,1,NW_L_COMP,204,17,FELLOWOUS,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,fellowous,fellow,Complex,ous,Crepaldi,11,1324,7.19,L,L,6,9,1,Large
S120,689,1,NW_L_COMP,204,18,BOILOUS,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,boilous,boil,Complex,ous,Graves,13,1102,7,L,L,4,7,1,Large
S120,799,1,NW_L_COMP,204,19,KINGISM,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,kingism,king,Complex,ish,Rastle,11,2275,7.73,L,L,4,7,1,Large
S120,747,1,NW_L_COMP,204,20,NORTHIZE,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,northize,north,Complex,ize,Rastle,30,2541,7.84,L,L,5,8,1,Large
S120,844,1,NW_L_COMP,204,21,EMPLOYNESS,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,employness,employ,Complex,ness,Rastle,12,4622,8.44,L,L,6,10,1,Large
S120,622,1,NW_L_COMP,204,22,BINDIC,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,bindic,bind,Complex,ic,RastleFiller,14,451,6.11,L,S,4,6,1,Large
S120,957,0,NW_L_COMP,204,23,BREAKITY,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,breakity,break,Complex,ity,RastleFiller,43,6366,8.76,L,L,5,8,1,Large
S120,617,0,NW_L_COMP,204,24,AGREELY,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,agreely,agree,Complex,ly,RastleFiller,9,4745,8.46,L,L,5,7,1,Large
S120,750,1,NW_L_COMP,204,25,PITCHORY,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,pitchory,pitch,Complex,ory,RastleFiller,10,610,6.41,L,S,5,8,1,Large
S120,715,1,NW_S_SIMP,205,1,SOCKETEL,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,socketel,socket,Simple,er,Crepaldi,1,143,4.96,S,S,6,8,2,Small
S120,426,1,NW_S_SIMP,205,2,GUMFIL,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,gumfil,gum,Simple,ful,Crepaldi,2,57,4.04,S,S,3,6,2,Small
S120,614,1,NW_S_SIMP,205,3,HEIRIG,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,heirig,heir,Simple,ic,Crepaldi,3,211,5.35,S,S,4,6,2,Small
S120,611,1,NW_S_SIMP,205,4,AIDIG,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,aidig,aid,Simple,ic,Crepaldi,4,1159,7.06,S,L,3,5,2,Small
S120,720,1,NW_S_SIMP,205,5,URNILT,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,urnilt,urn,Simple,ist,Crepaldi,2,68,4.22,S,S,3,6,2,Small
S120,766,1,NW_S_SIMP,205,6,RAMPIME,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,rampime,ramp,Simple,ize,Crepaldi,1,95,4.55,S,S,4,7,2,Small
S120,639,1,NW_S_SIMP,205,7,JAWLA,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,jawla,jaw,Simple,ly,Crepaldi,7,414,6.03,S,S,3,5,2,Small
S120,897,1,NW_S_SIMP,205,8,OPPOSEMANT,AB_m21,42,42,55,-0.2109407448297534,0.20845965253433835,-1.471633297074188,-0.9003730514678646,-1.1975474807659776,Semantic,opposemant,oppose,Simple,ment,Crepaldi,1,994,6.9,S,L,6,10,2,Small
