Marker,response_trig,TimeMS,Size,ChanNum,RT,word_trig,cond_trig,subject_nr
Mk4,S221,138914,1,0,1221,13,206,S201
Mk7,S221,142113,1,0,117,50,207,S201
Mk10,S221,146279,1,0,1220,38,201,S201
Mk13,S220,151657,1,0,980,18,202,S201
Mk16,S220,155361,1,0,704,23,202,S201
Mk19,S220,159201,1,0,837,13,202,S201
Mk22,S220,164281,1,0,649,24,202,S201
Mk25,S220,167953,1,0,597,25,207,S201
Mk28,S220,171770,1,0,775,43,208,S201
Mk31,S220,177145,1,0,807,1,205,S201
Mk34,S220,181090,1,0,990,26,201,S201
Mk37,S220,184682,1,0,700,29,208,S201
Mk40,S220,189746,1,0,713,43,202,S201
Mk43,S220,193378,1,0,777,35,208,S201
Mk46,S220,197074,1,0,779,17,206,S201
Mk49,S221,202745,1,0,1220,3,205,S201
Mk52,S220,206442,1,0,742,33,207,S201
Mk55,S220,210106,1,0,707,2,208,S201
Mk58,S220,215435,1,0,776,10,204,S201
Mk61,S221,219704,1,0,1219,32,202,S201
Mk64,S220,223267,1,0,722,38,208,S201
Mk67,S221,228884,1,0,1221,6,204,S201
Mk70,S220,232354,1,0,621,40,202,S201
Mk73,S220,236291,1,0,888,16,208,S201
Mk76,S220,241467,1,0,751,13,208,S201
Mk79,S220,245611,1,0,1140,44,201,S201
Mk82,S220,249539,1,0,1029,13,205,S201
Mk85,S220,254795,1,0,748,49,201,S201
Mk88,S220,258364,1,0,559,38,207,S201
Mk91,S220,261931,1,0,663,45,207,S201
Mk94,S221,267496,1,0,1221,3,204,S201
Mk97,S220,271491,1,0,917,23,204,S201
Mk100,S220,275147,1,0,774,6,201,S201
Mk103,S220,280404,1,0,684,9,208,S201
Mk106,S220,284100,1,0,798,46,208,S201
Mk109,S220,288308,1,0,1165,20,206,S201
Mk112,S221,293908,1,0,1221,33,201,S201
Mk115,S220,297780,1,0,828,37,208,S201
Mk118,S220,301396,1,0,686,30,208,S201
Mk121,S221,306971,1,0,1220,14,203,S201
Mk124,S220,310700,1,0,833,1,206,S201
Mk127,S221,314865,1,0,1220,42,201,S201
Mk130,S220,320124,1,0,837,7,206,S201
Mk133,S220,323901,1,0,762,24,207,S201
Mk136,S220,327589,1,0,788,50,208,S201
Mk139,S220,332916,1,0,780,3,206,S201
Mk142,S220,336821,1,0,955,4,204,S201
Mk145,S220,340581,1,0,709,10,207,S201
Mk148,S220,345725,1,0,789,18,208,S201
Mk151,S220,349837,1,0,1157,24,204,S201
Mk154,S220,353701,1,0,864,12,207,S201
Mk157,S220,358853,1,0,722,44,207,S201
Mk160,S221,362921,1,0,1220,8,201,S201
Mk163,S221,367133,1,0,1220,28,202,S201
Mk166,S221,372817,1,0,1221,16,207,S201
Mk169,S220,376557,1,0,688,29,202,S201
Mk172,S220,380293,1,0,685,47,201,S201
Mk175,S220,385710,1,0,996,30,201,S201
Mk178,S220,389350,1,0,594,43,207,S201
Mk181,S220,393190,1,0,940,19,203,S201
Mk184,S220,398246,1,0,688,16,201,S201
Mk187,S221,402182,1,0,1036,48,202,S201
Mk190,S220,405750,1,0,614,22,202,S201
Mk193,S220,411222,1,0,1071,25,206,S201
Mk196,S220,414862,1,0,727,37,201,S201
Mk199,S220,418662,1,0,947,12,204,S201
Mk202,S220,424207,1,0,1123,7,202,S201
Mk205,S220,427942,1,0,733,22,208,S201
Mk208,S221,432028,1,0,1220,4,202,S201
Mk211,S220,437079,1,0,589,19,201,S201
Mk214,S220,440783,1,0,649,45,202,S201
Mk217,S221,445027,1,0,1221,41,207,S201
Mk220,S220,450647,1,0,1203,32,207,S201
Mk223,S220,454631,1,0,1124,25,205,S201
Mk226,S220,458431,1,0,746,28,207,S201
Mk229,S221,472273,1,0,1221,27,202,S201
Mk232,S220,475863,1,0,700,3,202,S201
Mk235,S220,479663,1,0,748,21,203,S201
Mk238,S220,484872,1,0,704,39,202,S201
Mk241,S220,488903,1,0,1132,23,207,S201
Mk244,S220,492584,1,0,642,39,207,S201
Mk247,S220,497680,1,0,576,42,207,S201
Mk250,S220,501240,1,0,597,5,201,S201
Mk253,S220,505072,1,0,787,21,202,S201
Mk256,S220,510312,1,0,795,23,206,S201
Mk259,S220,514312,1,0,960,21,205,S201
Mk262,S220,517976,1,0,720,28,208,S201
Mk265,S220,523536,1,0,1009,21,208,S201
Mk268,S220,527728,1,0,1144,18,203,S201
Mk271,S220,531809,1,0,1066,14,201,S201
Mk274,S220,536944,1,0,661,19,207,S201
Mk277,S221,540896,1,0,889,31,202,S201
Mk280,S220,544585,1,0,684,17,207,S201
Mk283,S221,550309,1,0,1221,8,203,S201
Mk286,S220,553801,1,0,636,10,202,S201
Mk289,S220,557665,1,0,847,9,203,S201
Mk292,S220,563161,1,0,932,4,205,S201
Mk295,S221,567429,1,0,1221,24,203,S201
Mk298,S220,571457,1,0,1038,11,206,S201
Mk301,S220,576978,1,0,1006,18,205,S201
Mk304,S220,580906,1,0,891,49,202,S201
Mk307,S220,584633,1,0,845,38,202,S201
Mk310,S221,590265,1,0,1164,7,204,S201
Mk313,S220,594218,1,0,879,17,204,S201
Mk316,S220,597826,1,0,654,1,207,S201
Mk319,S220,602970,1,0,592,13,207,S201
Mk322,S220,606394,1,0,580,34,201,S201
Mk325,S220,610490,1,0,1150,22,203,S201
Mk328,S220,615786,1,0,792,4,203,S201
Mk331,S220,619602,1,0,831,26,202,S201
Mk334,S220,623330,1,0,719,4,208,S201
Mk337,S220,628587,1,0,913,32,201,S201
Mk340,S220,632618,1,0,1035,22,205,S201
Mk343,S220,636114,1,0,658,46,202,S201
Mk346,S220,641322,1,0,857,17,205,S201
Mk349,S220,644987,1,0,720,5,206,S201
Mk352,S221,649208,1,0,1221,25,203,S201
Mk355,S221,654951,1,0,1221,22,206,S201
Mk358,S220,658675,1,0,721,34,207,S201
Mk361,S220,662291,1,0,658,4,201,S201
Mk364,S220,667443,1,0,697,33,208,S201
Mk367,S220,671139,1,0,695,5,207,S201
Mk370,S220,674611,1,0,638,27,207,S201
Mk373,S220,679771,1,0,800,3,208,S201
Mk376,S220,683795,1,0,1023,43,201,S201
Mk379,S220,687563,1,0,762,9,206,S201
Mk382,S220,692883,1,0,688,4,207,S201
Mk385,S220,696932,1,0,1090,20,203,S201
Mk388,S220,700652,1,0,714,49,207,S201
Mk391,S220,705644,1,0,589,18,201,S201
Mk394,S220,709220,1,0,727,15,208,S201
Mk397,S220,712876,1,0,656,14,207,S201
Mk400,S220,717996,1,0,618,46,207,S201
Mk403,S220,721996,1,0,1139,12,201,S201
Mk406,S220,725700,1,0,657,48,201,S201
Mk409,S220,731012,1,0,792,2,205,S201
Mk412,S220,734652,1,0,780,39,208,S201
Mk415,S220,738245,1,0,749,16,204,S201
Mk418,S220,743181,1,0,570,20,207,S201
Mk421,S220,746773,1,0,548,20,202,S201
Mk424,S220,750725,1,0,885,19,206,S201
Mk427,S220,755741,1,0,605,8,202,S201
Mk430,S220,759846,1,0,1053,13,204,S201
Mk433,S220,763501,1,0,710,25,201,S201
Mk436,S220,768421,1,0,576,21,207,S201
Mk439,S220,772117,1,0,658,12,202,S201
Mk442,S220,776037,1,0,1019,5,204,S201
Mk445,S220,781157,1,0,657,50,202,S201
Mk448,S220,784957,1,0,951,12,208,S201
Mk451,S220,788557,1,0,653,6,207,S201
Mk454,S220,814118,1,0,739,1,202,S201
Mk457,S221,817854,1,0,742,18,204,S201
Mk460,S220,821542,1,0,635,10,208,S201
Mk463,S221,826958,1,0,919,35,201,S201
Mk466,S220,830486,1,0,627,15,206,S201
Mk469,S220,833902,1,0,554,9,202,S201
Mk472,S221,839254,1,0,847,2,202,S201
Mk475,S220,842838,1,0,593,8,207,S201
Mk478,S220,846622,1,0,755,8,206,S201
Mk481,S221,851911,1,0,826,15,201,S201
Mk484,S220,855383,1,0,619,17,202,S201
Mk487,S220,858823,1,0,543,17,201,S201
Mk490,S220,864159,1,0,831,13,201,S201
Mk493,S220,867935,1,0,885,16,206,S201
Mk496,S220,871487,1,0,663,34,208,S201
Mk499,S220,876784,1,0,902,2,203,S201
Mk502,S220,880303,1,0,685,31,201,S201
Mk505,S221,884422,1,0,1220,16,203,S201
Mk508,S221,890073,1,0,1220,21,204,S201
Mk511,S220,893728,1,0,713,29,201,S201
Mk514,S220,897127,1,0,510,2,207,S201
Mk517,S220,902432,1,0,795,14,202,S201
Mk520,S220,906208,1,0,769,7,205,S201
Mk523,S220,909704,1,0,653,47,202,S201
Mk526,S220,914960,1,0,798,16,205,S201
Mk529,S220,918576,1,0,626,25,204,S201
Mk532,S220,922200,1,0,776,44,202,S201
Mk535,S220,927520,1,0,769,20,204,S201
Mk538,S220,931072,1,0,606,9,207,S201
Mk541,S220,934688,1,0,602,37,207,S201
Mk544,S220,939848,1,0,765,36,207,S201
Mk547,S220,943600,1,0,817,19,205,S201
Mk550,S220,947585,1,0,1088,35,202,S201
Mk553,S220,952793,1,0,647,40,207,S201
Mk556,S220,956505,1,0,813,36,208,S201
Mk559,S220,960209,1,0,813,2,204,S201
Mk562,S220,965201,1,0,599,7,207,S201
Mk565,S220,968825,1,0,731,26,208,S201
Mk568,S221,973071,1,0,1221,5,203,S201
Mk571,S220,978073,1,0,587,36,201,S201
Mk574,S220,981746,1,0,782,25,208,S201
Mk577,S220,985201,1,0,613,19,202,S201
Mk580,S220,990410,1,0,853,46,201,S201
Mk583,S220,994337,1,0,932,19,204,S201
Mk586,S220,998386,1,0,1093,11,204,S201
Mk589,S220,1003610,1,0,715,10,201,S201
Mk592,S220,1007570,1,0,937,20,205,S201
Mk595,S220,1011202,1,0,691,27,208,S201
Mk598,S220,1016338,1,0,673,24,206,S201
Mk601,S221,1020601,1,0,1221,9,201,S201
Mk604,S220,1024274,1,0,728,10,206,S201
Mk607,S220,1029642,1,0,917,7,201,S201
Mk610,S220,1033434,1,0,744,5,205,S201
Mk613,S220,1037347,1,0,867,32,208,S201
Mk616,S220,1042379,1,0,549,50,201,S201
Mk619,S220,1046050,1,0,730,17,208,S201
Mk622,S221,1050026,1,0,938,19,208,S201
Mk625,S220,1055059,1,0,660,23,201,S201
Mk628,S220,1059043,1,0,992,41,208,S201
Mk631,S220,1063091,1,0,1088,6,206,S201
Mk634,S220,1068227,1,0,672,2,201,S201
Mk637,S220,1072091,1,0,798,13,203,S201
Mk640,S220,1076075,1,0,1144,15,202,S201
Mk643,S220,1081275,1,0,634,24,208,S201
Mk646,S220,1085083,1,0,768,31,207,S201
Mk649,S220,1089107,1,0,1020,41,202,S201
Mk652,S220,1094555,1,0,994,36,202,S201
Mk655,S220,1098371,1,0,727,14,208,S201
Mk658,S220,1102196,1,0,828,12,206,S201
Mk661,S220,1107452,1,0,759,45,201,S201
Mk664,S220,1111452,1,0,1000,3,201,S201
Mk667,S220,1115100,1,0,736,3,203,S201
Mk670,S221,1120718,1,0,1222,25,202,S201
Mk673,S220,1124596,1,0,883,42,208,S201
Mk676,S220,1128284,1,0,834,5,202,S201
Mk679,S221,1157707,1,0,1222,34,202,S201
Mk682,S220,1161581,1,0,1030,6,205,S201
Mk685,S220,1165725,1,0,1103,24,205,S201
Mk688,S220,1171101,1,0,893,5,208,S201
Mk691,S220,1174965,1,0,799,40,201,S201
Mk694,S220,1178581,1,0,760,8,208,S201
Mk697,S220,1183517,1,0,568,12,205,S201
Mk700,S220,1187046,1,0,580,11,205,S201
Mk703,S220,1190533,1,0,587,9,205,S201
Mk706,S220,1195525,1,0,537,31,208,S201
Mk709,S221,1199069,1,0,553,11,207,S201
Mk712,S220,1202902,1,0,786,20,208,S201
Mk715,S220,1208134,1,0,789,11,203,S201
Mk718,S220,1211678,1,0,609,48,207,S201
Mk721,S220,1215214,1,0,625,29,207,S201
Mk724,S220,1220182,1,0,524,35,207,S201
Mk727,S220,1223702,1,0,679,6,202,S201
Mk730,S220,1227534,1,0,890,21,206,S201
Mk733,S220,1232750,1,0,803,23,205,S201
Mk736,S220,1236326,1,0,736,42,202,S201
Mk739,S220,1240118,1,0,738,6,208,S201
Mk742,S221,1245690,1,0,1222,15,204,S201
Mk745,S220,1249334,1,0,734,23,203,S201
Mk748,S220,1252831,1,0,648,16,202,S201
Mk751,S220,1257863,1,0,579,3,207,S201
Mk754,S220,1261447,1,0,631,33,202,S201
Mk757,S220,1265191,1,0,703,15,205,S201
Mk760,S220,1270415,1,0,673,21,201,S201
Mk763,S221,1274584,1,0,1222,9,204,S201
Mk766,S220,1278407,1,0,874,10,205,S201
Mk769,S220,1283639,1,0,709,30,207,S201
Mk772,S220,1287183,1,0,709,44,208,S201
Mk775,S220,1291031,1,0,998,11,208,S201
Mk778,S220,1296367,1,0,975,47,208,S201
Mk781,S220,1299903,1,0,566,30,202,S201
Mk784,S220,1303520,1,0,618,45,208,S201
Mk787,S220,1308776,1,0,707,10,203,S201
Mk790,S220,1312224,1,0,607,23,208,S201
Mk793,S220,1315776,1,0,682,49,208,S201
Mk796,S221,1321000,1,0,863,11,201,S201
Mk799,S220,1324920,1,0,919,1,201,S201
Mk802,S220,1328416,1,0,547,20,201,S201
Mk805,S220,1333480,1,0,616,41,201,S201
Mk808,S220,1337032,1,0,710,48,208,S201
Mk811,S220,1340912,1,0,921,22,207,S201
Mk814,S221,1346619,1,0,1222,1,203,S201
Mk817,S220,1350257,1,0,799,37,202,S201
Mk820,S220,1354001,1,0,705,28,201,S201
Mk823,S220,1359008,1,0,614,15,207,S201
Mk826,S220,1362705,1,0,805,18,207,S201
Mk829,S220,1366441,1,0,676,39,201,S201
Mk832,S220,1371425,1,0,491,27,201,S201
Mk835,S220,1375577,1,0,1162,2,206,S201
Mk838,S221,1379869,1,0,1222,1,204,S201
Mk841,S220,1384825,1,0,539,22,201,S201
Mk844,S220,1388713,1,0,992,7,208,S201
Mk847,S220,1392665,1,0,914,4,206,S201
Mk850,S220,1397769,1,0,635,40,208,S201
Mk853,S220,1401441,1,0,827,14,204,S201
Mk856,S220,1405129,1,0,637,11,202,S201
Mk859,S220,1410122,1,0,554,47,207,S201
Mk862,S220,1414074,1,0,1113,17,203,S201
Mk865,S221,1418042,1,0,968,15,203,S201
Mk868,S220,1423474,1,0,872,22,204,S201
Mk871,S220,1427242,1,0,829,1,208,S201
Mk874,S220,1431234,1,0,1031,6,203,S201
Mk877,S220,1436386,1,0,788,8,205,S201
Mk880,S220,1439930,1,0,703,12,203,S201
Mk883,S220,1443498,1,0,705,8,204,S201
Mk886,S220,1448706,1,0,706,7,203,S201
Mk889,S221,1452563,1,0,814,26,207,S201
Mk892,S220,1456282,1,0,777,14,206,S201
Mk895,S221,1461835,1,0,1051,24,201,S201
Mk898,S220,1465491,1,0,807,14,205,S201
Mk901,S220,1469163,1,0,729,18,206,S201
Mk4,S221,46335,1,0,1221,20,207,S202
Mk7,S220,50354,1,0,956,1,205,S202
Mk10,S220,54538,1,0,1197,11,205,S202
Mk13,S220,59610,1,0,634,4,201,S202
Mk16,S220,63259,1,0,702,6,207,S202
Mk19,S220,67363,1,0,1191,17,206,S202
Mk22,S220,72739,1,0,897,49,202,S202
Mk25,S220,76499,1,0,864,8,205,S202
Mk28,S220,80115,1,0,764,17,201,S202
Mk31,S220,85419,1,0,795,32,208,S202
Mk34,S221,89594,1,0,1221,8,206,S202
Mk37,S220,93347,1,0,809,17,202,S202
Mk40,S220,98411,1,0,665,17,207,S202
Mk43,S220,102075,1,0,667,5,208,S202
Mk46,S220,105843,1,0,716,31,207,S202
Mk49,S220,110996,1,0,648,35,202,S202
Mk52,S220,114612,1,0,543,50,201,S202
Mk55,S220,118060,1,0,496,30,207,S202
Mk58,S220,123108,1,0,665,25,208,S202
Mk61,S220,126492,1,0,498,10,201,S202
Mk64,S220,130268,1,0,770,41,208,S202
Mk67,S220,135324,1,0,566,26,207,S202
Mk70,S220,138948,1,0,661,7,205,S202
Mk73,S220,142556,1,0,729,22,203,S202
Mk76,S220,147636,1,0,550,7,202,S202
Mk79,S220,151332,1,0,694,14,202,S202
Mk82,S220,154908,1,0,565,45,202,S202
Mk85,S220,159884,1,0,467,8,202,S202
Mk88,S220,163660,1,0,727,16,203,S202
Mk91,S220,167300,1,0,691,18,208,S202
Mk94,S220,172269,1,0,516,36,201,S202
Mk97,S220,175637,1,0,468,9,207,S202
Mk100,S220,179245,1,0,578,49,201,S202
Mk103,S220,184501,1,0,687,20,203,S202
Mk106,S221,188605,1,0,1093,35,201,S202
Mk109,S220,192093,1,0,575,40,202,S202
Mk112,S220,197197,1,0,550,5,207,S202
Mk115,S220,200549,1,0,503,27,207,S202
Mk118,S220,203989,1,0,583,16,202,S202
Mk121,S220,208957,1,0,495,15,202,S202
Mk124,S220,212470,1,0,468,50,202,S202
Mk127,S220,215974,1,0,630,21,204,S202
Mk130,S220,221134,1,0,681,40,208,S202
Mk133,S220,224646,1,0,659,6,205,S202
Mk136,S220,228326,1,0,606,9,203,S202
Mk139,S220,233486,1,0,592,16,205,S202
Mk142,S220,237486,1,0,984,24,203,S202
Mk145,S221,241705,1,0,1220,15,203,S202
Mk148,S220,246846,1,0,540,16,201,S202
Mk151,S220,250606,1,0,836,9,208,S202
Mk154,S220,254158,1,0,653,12,204,S202
Mk157,S220,259078,1,0,519,7,207,S202
Mk160,S220,262694,1,0,715,25,206,S202
Mk163,S220,266254,1,0,638,13,205,S202
Mk166,S220,271215,1,0,507,48,207,S202
Mk169,S220,274831,1,0,696,12,202,S202
Mk172,S220,278191,1,0,469,38,207,S202
Mk175,S220,283343,1,0,746,13,208,S202
Mk178,S220,287295,1,0,930,17,203,S202
Mk181,S220,290927,1,0,639,17,208,S202
Mk184,S220,296087,1,0,610,6,208,S202
Mk187,S220,299511,1,0,573,15,204,S202
Mk190,S220,302936,1,0,530,24,204,S202
Mk193,S220,307991,1,0,548,9,206,S202
Mk196,S220,311472,1,0,483,37,208,S202
Mk199,S220,315016,1,0,634,26,202,S202
Mk202,S220,320240,1,0,706,2,202,S202
Mk205,S220,324024,1,0,786,43,201,S202
Mk208,S220,327641,1,0,598,12,201,S202
Mk211,S220,332840,1,0,647,39,208,S202
Mk214,S220,336344,1,0,660,41,201,S202
Mk217,S220,339760,1,0,546,43,202,S202
Mk220,S220,344848,1,0,737,4,203,S202
Mk223,S220,348528,1,0,720,43,208,S202
Mk226,S220,352632,1,0,1053,14,206,S202
Mk229,S221,366113,1,0,1221,5,206,S202
Mk232,S221,369720,1,0,612,19,202,S202
Mk235,S220,373321,1,0,737,22,208,S202
Mk238,S220,378193,1,0,466,24,202,S202
Mk241,S220,381889,1,0,628,5,204,S202
Mk244,S220,385377,1,0,526,30,202,S202
Mk247,S221,391107,1,0,1220,13,203,S202
Mk250,S220,394481,1,0,522,22,202,S202
Mk253,S220,397913,1,0,522,40,201,S202
Mk256,S220,402969,1,0,692,46,208,S202
Mk259,S220,406506,1,0,487,13,207,S202
Mk262,S220,409961,1,0,609,3,203,S202
Mk265,S220,414801,1,0,439,27,201,S202
Mk268,S220,418601,1,0,881,9,205,S202
Mk271,S220,422122,1,0,567,47,201,S202
Mk274,S220,427058,1,0,540,20,202,S202
Mk277,S220,431178,1,0,1045,24,206,S202
Mk280,S220,434706,1,0,485,47,207,S202
Mk283,S220,439714,1,0,638,1,203,S202
Mk286,S220,443274,1,0,656,1,204,S202
Mk289,S220,446770,1,0,550,29,201,S202
Mk292,S220,451826,1,0,653,38,201,S202
Mk295,S220,455346,1,0,660,32,207,S202
Mk298,S220,458939,1,0,726,11,208,S202
Mk301,S220,463714,1,0,429,38,202,S202
Mk304,S220,467402,1,0,789,11,201,S202
Mk307,S220,471275,1,0,866,12,206,S202
Mk310,S220,476355,1,0,566,20,201,S202
Mk313,S220,480139,1,0,833,21,201,S202
Mk316,S220,483795,1,0,696,12,207,S202
Mk319,S220,488947,1,0,740,13,202,S202
Mk322,S220,492587,1,0,743,2,201,S202
Mk325,S220,496203,1,0,556,21,203,S202
Mk328,S220,501875,1,0,1161,42,201,S202
Mk331,S220,505379,1,0,599,13,201,S202
Mk334,S220,508908,1,0,633,23,201,S202
Mk337,S220,514019,1,0,610,7,203,S202
Mk340,S221,518294,1,0,1221,31,201,S202
Mk343,S220,521899,1,0,707,14,203,S202
Mk346,S220,527068,1,0,758,35,208,S202
Mk349,S220,530548,1,0,574,10,203,S202
Mk352,S220,533996,1,0,601,41,207,S202
Mk355,S221,539076,1,0,685,25,205,S202
Mk358,S220,542692,1,0,568,34,202,S202
Mk361,S220,546060,1,0,519,5,201,S202
Mk364,S220,551116,1,0,489,11,202,S202
Mk367,S220,554741,1,0,718,25,204,S202
Mk370,S221,558819,1,0,1220,24,201,S202
Mk373,S220,563964,1,0,780,19,203,S202
Mk376,S220,567613,1,0,800,2,205,S202
Mk379,S220,571293,1,0,835,3,207,S202
Mk382,S220,576469,1,0,703,28,208,S202
Mk385,S220,580309,1,0,787,20,206,S202
Mk388,S220,583949,1,0,804,48,202,S202
Mk391,S220,589085,1,0,670,21,206,S202
Mk394,S220,592613,1,0,632,19,204,S202
Mk397,S220,596237,1,0,682,10,207,S202
Mk400,S220,601246,1,0,661,10,208,S202
Mk403,S220,604933,1,0,652,3,205,S202
Mk406,S220,608805,1,0,922,9,201,S202
Mk409,S220,613925,1,0,646,29,202,S202
Mk412,S221,617542,1,0,567,19,206,S202
Mk415,S220,621229,1,0,776,7,204,S202
Mk418,S220,626350,1,0,571,2,207,S202
Mk421,S221,630605,1,0,1221,42,202,S202
Mk424,S220,634286,1,0,643,19,201,S202
Mk427,S220,639494,1,0,648,4,204,S202
Mk430,S220,643343,1,0,800,50,208,S202
Mk433,S220,646982,1,0,589,21,202,S202
Mk436,S220,652110,1,0,641,25,203,S202
Mk439,S220,655750,1,0,615,11,203,S202
Mk442,S220,659566,1,0,855,4,206,S202
Mk445,S220,664622,1,0,596,30,208,S202
Mk448,S221,668534,1,0,1053,28,202,S202
Mk451,S220,672463,1,0,977,24,205,S202
Mk454,S221,688421,1,0,1221,13,204,S202
Mk457,S220,691935,1,0,569,14,207,S202
Mk460,S220,695495,1,0,564,14,201,S202
Mk463,S220,700727,1,0,778,18,207,S202
Mk466,S221,704727,1,0,951,23,205,S202
Mk469,S220,708175,1,0,587,18,201,S202
Mk472,S220,713351,1,0,825,15,206,S202
Mk475,S220,716847,1,0,626,37,201,S202
Mk478,S220,720191,1,0,492,37,202,S202
Mk481,S220,725736,1,0,973,39,202,S202
Mk484,S220,729760,1,0,1108,11,204,S202
Mk487,S220,733328,1,0,570,10,202,S202
Mk490,S220,738304,1,0,478,33,207,S202
Mk493,S220,742048,1,0,769,3,206,S202
Mk496,S220,745552,1,0,557,1,202,S202
Mk499,S220,750896,1,0,835,5,205,S202
Mk502,S220,754640,1,0,695,29,208,S202
Mk505,S220,758056,1,0,566,15,207,S202
Mk508,S220,763185,1,0,706,23,208,S202
Mk511,S220,766584,1,0,556,1,207,S202
Mk514,S220,770225,1,0,575,44,201,S202
Mk517,S220,775313,1,0,682,26,208,S202
Mk520,S220,778888,1,0,550,18,202,S202
Mk523,S220,782481,1,0,587,3,201,S202
Mk526,S220,787354,1,0,476,21,207,S202
Mk529,S220,791249,1,0,802,8,201,S202
Mk532,S220,794921,1,0,662,4,208,S202
Mk535,S220,800505,1,0,1203,13,206,S202
Mk538,S220,804169,1,0,602,8,203,S202
Mk541,S220,807537,1,0,524,42,207,S202
Mk544,S220,812625,1,0,634,23,204,S202
Mk547,S220,816146,1,0,629,17,204,S202
Mk550,S220,819705,1,0,608,7,206,S202
Mk553,S220,824697,1,0,499,11,207,S202
Mk556,S220,828738,1,0,977,15,201,S202
Mk559,S220,832138,1,0,551,34,201,S202
Mk562,S220,837226,1,0,628,15,205,S202
Mk565,S220,840914,1,0,637,49,207,S202
Mk568,S220,844402,1,0,585,8,204,S202
Mk571,S220,849498,1,0,593,45,201,S202
Mk574,S220,853234,1,0,718,6,203,S202
Mk577,S220,856738,1,0,662,16,206,S202
Mk580,S220,861802,1,0,668,10,205,S202
Mk583,S220,865410,1,0,610,1,208,S202
Mk586,S220,869202,1,0,818,1,201,S202
Mk589,S220,874219,1,0,559,1,206,S202
Mk592,S220,877659,1,0,480,44,207,S202
Mk595,S220,881099,1,0,578,24,208,S202
Mk598,S220,886363,1,0,713,22,206,S202
Mk601,S221,889939,1,0,575,19,205,S202
Mk604,S220,893699,1,0,858,32,202,S202
Mk607,S220,898931,1,0,867,16,207,S202
Mk610,S220,902811,1,0,824,22,201,S202
Mk613,S220,906627,1,0,909,3,202,S202
Mk616,S220,911851,1,0,645,6,206,S202
Mk619,S220,915444,1,0,641,25,202,S202
Mk622,S221,918979,1,0,530,18,204,S202
Mk625,S220,924411,1,0,855,23,206,S202
Mk628,S220,928188,1,0,725,38,208,S202
Mk631,S220,931876,1,0,792,5,203,S202
Mk634,S220,937028,1,0,753,2,203,S202
Mk637,S220,940724,1,0,840,11,206,S202
Mk640,S220,944356,1,0,632,36,202,S202
Mk643,S220,949564,1,0,637,37,207,S202
Mk646,S220,953332,1,0,863,18,203,S202
Mk649,S220,957029,1,0,679,9,202,S202
Mk652,S221,962332,1,0,789,31,202,S202
Mk655,S220,966084,1,0,754,18,206,S202
Mk658,S220,969636,1,0,502,45,207,S202
Mk661,S220,974453,1,0,467,50,207,S202
Mk664,S220,977996,1,0,646,42,208,S202
Mk667,S220,981629,1,0,763,12,205,S202
Mk670,S220,986597,1,0,479,29,207,S202
Mk673,S220,990141,1,0,588,4,205,S202
Mk676,S221,994037,1,0,845,16,208,S202
Mk679,S221,1011922,1,0,1222,15,208,S202
Mk682,S221,1015397,1,0,466,22,204,S202
Mk685,S220,1019125,1,0,752,10,206,S202
Mk688,S220,1024190,1,0,603,32,201,S202
Mk691,S220,1027773,1,0,570,19,207,S202
Mk694,S220,1031750,1,0,914,27,208,S202
Mk697,S220,1036750,1,0,515,43,207,S202
Mk700,S220,1040230,1,0,579,39,201,S202
Mk703,S220,1043686,1,0,450,4,207,S202
Mk706,S220,1048702,1,0,569,39,207,S202
Mk709,S220,1052430,1,0,730,19,208,S202
Mk712,S220,1055702,1,0,432,46,207,S202
Mk715,S220,1060742,1,0,682,49,208,S202
Mk718,S220,1064206,1,0,613,5,202,S202
Mk721,S220,1067951,1,0,752,31,208,S202
Mk724,S220,1073134,1,0,665,48,208,S202
Mk727,S220,1076910,1,0,816,20,205,S202
Mk730,S220,1080520,1,0,667,6,202,S202
Mk733,S220,1085759,1,0,788,3,208,S202
Mk736,S220,1089247,1,0,496,36,207,S202
Mk739,S220,1092847,1,0,660,14,204,S202
Mk742,S220,1097983,1,0,584,9,204,S202
Mk745,S220,1101535,1,0,579,48,201,S202
Mk748,S220,1105175,1,0,626,20,204,S202
Mk751,S220,1110288,1,0,650,20,208,S202
Mk754,S220,1113999,1,0,737,12,203,S202
Mk757,S220,1117431,1,0,564,28,201,S202
Mk760,S220,1122511,1,0,620,6,204,S202
Mk763,S220,1126207,1,0,856,41,202,S202
Mk766,S220,1129728,1,0,574,46,202,S202
Mk769,S220,1134752,1,0,681,7,208,S202
Mk772,S220,1138368,1,0,574,2,208,S202
Mk775,S220,1142152,1,0,736,14,208,S202
Mk778,S220,1147152,1,0,493,47,202,S202
Mk781,S220,1150857,1,0,745,7,201,S202
Mk784,S220,1154688,1,0,752,22,205,S202
Mk787,S220,1160040,1,0,1000,2,206,S202
Mk790,S220,1163776,1,0,691,21,208,S202
Mk793,S220,1167425,1,0,598,34,208,S202
Mk796,S220,1172368,1,0,540,26,201,S202
Mk799,S220,1175880,1,0,611,10,204,S202
Mk802,S221,1179576,1,0,648,22,207,S202
Mk805,S220,1184769,1,0,786,23,202,S202
Mk808,S220,1188505,1,0,736,21,205,S202
Mk811,S220,1192441,1,0,987,18,205,S202
Mk814,S220,1197737,1,0,739,36,208,S202
