SubjID,z_vcb,z_spl,z_art,Dim.1,Dim.2,correct,response_time,trial_type,target,word_trig,cond_trig,Base,affix,FS,BF,LogFS,LogBF,BaseLength,WholeFormLength,List
S101,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007,1,551,CW,editor,45,202,edit,or,12,1298,2.4849066497880004,7.17,4,6,AB
S101,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007,1,512,CW,raider,12,201,raid,er,4,505,1.3862943611198906,6.22,4,6,AB
S101,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007,1,655,CW,planner,22,201,plan,er,4,5475,1.3862943611198906,8.61,4,7,AB
S101,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007,1,457,CW,bomber,7,202,bomb,er,24,1208,3.1780538303479458,7.1,4,6,AB
S101,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007,1,513,CW,stylish,29,202,style,ish,16,2119,2.772588722239781,7.66,5,7,AB
S101,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007,1,536,CW,teacher,23,201,teach,er,6,5662,1.791759469228055,8.64,5,7,AB
S101,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007,1,435,CW,locker,8,202,lock,er,18,1654,2.8903717578961645,7.41,4,6,AB
S101,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007,1,638,CW,dullness,43,201,dull,ness,5,703,1.6094379124341003,6.56,4,8,AB
S101,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007,1,656,CW,puncher,1,202,punch,er,17,325,2.833213344056216,5.78,5,7,AB
S101,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007,1,628,CW,sailor,43,202,sail,or,17,740,2.833213344056216,6.61,4,6,AB
S101,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007,1,463,CW,weedy,48,202,weed,y,17,729,2.833213344056216,6.59,4,5,AB
S101,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007,1,538,CW,boldness,41,201,bold,ness,7,379,1.9459101490553132,5.94,4,8,AB
S101,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007,1,657,CW,richness,45,201,rich,ness,7,2868,1.9459101490553132,7.96,4,8,AB
S101,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007,1,411,CW,collector,46,202,collect,or,23,3221,3.1354942159291497,8.08,7,9,AB
S101,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007,1,417,CW,dryness,42,202,dry,ness,19,2366,2.9444389791664403,7.77,3,7,AB
S101,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007,1,529,CW,quietly,36,202,quiet,ly,18,2691,2.8903717578961645,7.9,5,7,AB
S101,-1.4018872914385454,-1.5086391054824275,-0.6399333407607103,-2.015120263591839,-0.6253309311087007,1,713,CW,densely,32,201,dense,ly,7,655,1.9459101490553132,6.48,5,7,AB
