SubjID,value,chindex,chlabel,bini,complexity,base_frequency,List,time_window,z_vcb,z_spl,z_art,Dim.1,Dim.2
S119,-2.051,12,P3,21,Simple,High,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-1.704,13,P7,21,Simple,High,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-1.24,14,O1,21,Simple,High,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-1.278,15,O2,21,Simple,High,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,1.408,16,P4,21,Simple,High,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,5.667,17,P8,21,Simple,High,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,1.589,18,CP6,21,Simple,High,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,1.098,19,CP2,21,Simple,High,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,0.004,20,CZ,21,Simple,High,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,2.413,21,C4,21,Simple,High,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,5.813,22,T8,21,Simple,High,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,5.934,23,FC6,21,Simple,High,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,0.325,24,FC2,21,Simple,High,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-1.382,25,F4,21,Simple,High,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,6.19,26,F8,21,Simple,High,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-1.4,27,FP2,21,Simple,High,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,15.089,1,FP1,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-5.262,2,Fz,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,0.581,3,F3,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,1.264,4,F7,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,3.517,5,FC5,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-4.345,6,FC1,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-3.533,7,C3,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-11.287,8,T7,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-2.201,9,CP5,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-2.837,10,CP1,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-0.791,11,Pz,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-1.427,12,P3,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-5.625,13,P7,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-2.069,14,O1,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-6.055,15,O2,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-1.291,16,P4,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-4.487,17,P8,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-4.36,18,CP6,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-1.787,19,CP2,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-3.946,20,CZ,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-4.173,21,C4,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-4.371,22,T8,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-1.337,23,FC6,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-4.102,24,FC2,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-4.248,25,F4,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,11.615,26,F8,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,9.361,27,FP2,22,Simple,Low,BA,N250,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S121,0.12,1,FP1,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,2.342,2,Fz,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,1.719,3,F3,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,2.069,4,F7,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,1.614,5,FC5,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,1.294,6,FC1,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,0.111,7,C3,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,1.492,8,T7,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-0.088,9,CP5,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,1.886,10,CP1,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,6.586,11,Pz,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,2.077,12,P3,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-0.75,13,P7,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,1.049,14,O1,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,4.809,15,O2,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,5.188,16,P4,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,5.088,17,P8,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,4.017,18,CP6,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,3.653,19,CP2,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,1.198,20,CZ,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,4.299,21,C4,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,3.572,22,T8,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,4.17,23,FC6,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,3.241,24,FC2,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,3.726,25,F4,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,2.593,26,F8,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,0.937,27,FP2,19,Complex,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,0.875,1,FP1,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,5.154,2,Fz,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,1.651,3,F3,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,4.226,4,F7,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,2.779,5,FC5,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,3.064,6,FC1,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,0.881,7,C3,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-0.036,8,T7,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,1.229,9,CP5,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-0.225,10,CP1,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,3.094,11,Pz,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,0.421,12,P3,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-1.967,13,P7,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-3.177,14,O1,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,3.71,15,O2,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,7.439,16,P4,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,7.049,17,P8,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,5.615,18,CP6,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,3.817,19,CP2,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,0.646,20,CZ,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,5.438,21,C4,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,4.571,22,T8,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,5.737,23,FC6,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,2.667,24,FC2,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,3.546,25,F4,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,5.172,26,F8,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,3.98,27,FP2,20,Complex,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-5.518,1,FP1,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-4.516,2,Fz,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-3.496,3,F3,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-4.567,4,F7,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-6.08,5,FC5,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-1.233,6,FC1,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-5.64,7,C3,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-4.272,8,T7,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-7.244,9,CP5,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-4.781,10,CP1,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-5.146,11,Pz,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-3.811,12,P3,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-6.679,13,P7,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-3.422,14,O1,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-1.101,15,O2,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-0.864,16,P4,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-0.306,17,P8,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-3.245,18,CP6,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-4.561,19,CP2,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-6.462,20,CZ,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-1.662,21,C4,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-1.703,22,T8,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-0.966,23,FC6,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-4.242,24,FC2,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-1.792,25,F4,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-0.218,26,F8,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-1.615,27,FP2,21,Simple,High,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,2.08,1,FP1,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,5.919,2,Fz,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,4.879,3,F3,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,2.488,4,F7,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,6.907,5,FC5,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,3.99,6,FC1,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,3.87,7,C3,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,3.709,8,T7,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,3.741,9,CP5,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,4.249,10,CP1,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,4.018,11,Pz,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,3.674,12,P3,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,0.25,13,P7,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-1.107,14,O1,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,1.543,15,O2,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,3.097,16,P4,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,2.288,17,P8,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,1.433,18,CP6,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,2.463,19,CP2,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,3.086,20,CZ,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-0.936,21,C4,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,-0.577,22,T8,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,2.433,23,FC6,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,4.295,24,FC2,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,4.535,25,F4,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,4.733,26,F8,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S121,5.19,27,FP2,22,Simple,Low,BA,N250,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295
S123,3.559,1,FP1,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,1.398,2,Fz,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,0.65,3,F3,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,5.266,4,F7,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,2.144,5,FC5,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-0.184,6,FC1,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-2.598,7,C3,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,1.946,8,T7,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-2.691,9,CP5,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-7.711,10,CP1,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-14.215,11,Pz,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-5.65,12,P3,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-5.133,13,P7,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-11.707,14,O1,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-13.379,15,O2,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-11.059,16,P4,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-5.051,17,P8,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-4.798,18,CP6,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-9.272,19,CP2,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-4.614,20,CZ,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-4.171,21,C4,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-0.437,22,T8,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,0.658,23,FC6,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-2.372,24,FC2,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-1.219,25,F4,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,3.797,26,F8,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,2.369,27,FP2,19,Complex,High,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-0.779,1,FP1,20,Complex,Low,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-5.796,2,Fz,20,Complex,Low,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-0.755,3,F3,20,Complex,Low,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,4.141,4,F7,20,Complex,Low,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-1.555,5,FC5,20,Complex,Low,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-7.169,6,FC1,20,Complex,Low,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-9.606,7,C3,20,Complex,Low,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-1.76,8,T7,20,Complex,Low,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
S123,-8.957,9,CP5,20,Complex,Low,BA,N250,1.2170230332268686,0.5526235981442584,0.126859032309392,1.1100481678602627,0.0372195991590868
