SubjID,value,chindex,chlabel,bini,base_frequency,List,time_window,z_vcb,z_spl,z_art,Dim.1,Dim.2
S119,-0.987,15,O2,17,High,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,7.522,16,P4,17,High,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-2.516,17,P8,17,High,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,2.339,18,CP6,17,High,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,6.345,19,CP2,17,High,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,5.101,20,CZ,17,High,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,4.919,21,C4,17,High,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,0.856,22,T8,17,High,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,1.257,23,FC6,17,High,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,5.389,24,FC2,17,High,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,2.451,25,F4,17,High,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,0.461,26,F8,17,High,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,3.347,27,FP2,17,High,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-4.933,1,FP1,18,Low,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-2.318,2,Fz,18,Low,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-0.317,3,F3,18,Low,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-4.355,4,F7,18,Low,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-6.866,5,FC5,18,Low,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-2.723,6,FC1,18,Low,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-3.044,7,C3,18,Low,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,3.319,8,T7,18,Low,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-5.689,9,CP5,18,Low,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-1.446,10,CP1,18,Low,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,0.908,11,Pz,18,Low,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,2.058,12,P3,18,Low,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-5.368,13,P7,18,Low,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-4.491,14,O1,18,Low,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-5.18,15,O2,18,Low,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,1.935,16,P4,18,Low,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
S119,-4.801,17,P8,18,Low,BA,N400,0.3440529250050639,-0.5572870884239571,1.0853494986470198,0.6097650678442574,-1.0036445763827926
